Controller,Swingup Time,Energy,Max. Torque,Integrated Torque,Torque Cost,Torque Smoothness,Real AI Score,Username
pflcol_lqr,6.91599999999946,29.071569644592707,5.0,7.117329337413922,18.794622137225776,0.2514980609246558,0.5287772678598976,fwiebe
ilqr_tvlqr,6.165999999999543,10.92696141887264,6.0,2.270422296752493,2.5075064319669913,0.09469636488120951,0.5442136529294899,fwiebe
ilqr_riccati_lqr,6.651999999999489,10.686491892242243,3.0134004242700265,2.3456336170438714,2.1984826172385254,0.013279244438327148,0.6254332197269012,fwiebe
ilqrfree,3.1939999999998694,29.553899379791964,6.0,3.4708734842965385,12.207390832932346,0.046173409797388515,0.6599008648890602,fwiebe
ilqr_ilqrmpc_lqr,7.153999999999433,10.791214946144766,4.471462072592214,2.614763776339076,2.3386841500236497,0.07576745676239648,0.5548125940464452,fwiebe
