time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,pos_filt1,pos_filt2,vel_filt1,vel_filt2,pos_des1,pos_des2,vel_des1,vel_des2,tau_con1,tau_con2,tau_fric1,tau_fric2,tau_meas1,tau_meas2,tau_des1,tau_des2,tau_pert1,tau_pert2
0.000000000000000000e+00,1.907377737087045944e-04,-1.907377737087045944e-04,3.846153846154010125e-02,-5.494505494507251342e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.768428935649077299e-03,-1.091478402004788961e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.930402930402919992e-03,-2.930402930402919992e-03,0.000000000000000000e+00,-1.088840000000000030e+00,0.000000000000000000e+00,4.969012544580288389e-130
7.163047790527343750e-03,1.907377737087045944e-04,-1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.907377737087045944e-04,-1.907377737087045944e-04,3.846153846154010125e-02,-5.494505494507251342e-03,2.410279999999999901e-05,-4.996250000000000148e-05,4.820519999999999666e-02,-9.992429999999999368e-02,1.030210802210103777e-01,-1.132316834792893134e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.930402930402919992e-03,-2.930402930402919992e-03,0.000000000000000000e+00,-1.064030000000000031e+00,0.000000000000000000e+00,1.074893445584957514e-129
1.420378684997558594e-02,1.907377737087045944e-04,-9.536888685435229718e-04,0.000000000000000000e+00,-1.083623591774764833e-01,1.907377737087045944e-04,-1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,9.585969999999999973e-05,-1.987070000000000069e-04,9.530750000000000333e-02,-1.975629999999999886e-01,1.847989651754504137e-01,-1.295137277200267167e+00,0.000000000000000000e+00,-1.366405292486048140e-01,8.791208791208759976e-03,-7.472527472527463743e-01,0.000000000000000000e+00,-1.039730000000000043e+00,0.000000000000000000e+00,2.322872000711757356e-129
2.179121971130371094e-02,9.536888685435229718e-04,-4.005493247882796481e-03,1.005545760705774949e-01,-4.022183042823099797e-01,1.907377737087045944e-04,-9.536888685435229718e-04,0.000000000000000000e+00,-1.083623591774764833e-01,2.141769999999999926e-04,-4.439679999999999885e-04,1.413260000000000072e-01,-2.929550000000000209e-01,4.320527353502044976e-01,-1.338710951254275194e+00,1.775172661486684456e-01,-1.763636162838214949e-01,9.084249084249051975e-02,-9.934065934065934300e-01,0.000000000000000000e+00,-1.015949999999999909e+00,0.000000000000000000e+00,5.014754612915989182e-129
2.864861488342285156e-02,2.098115510795750538e-03,-9.346150911726525123e-03,1.668894111433519012e-01,-7.788172520023087797e-01,9.536888685435229718e-04,-4.005493247882796481e-03,1.005545760705774949e-01,-4.022183042823099797e-01,3.779799999999999827e-04,-7.835160000000000518e-04,1.862779999999999991e-01,-3.861379999999999812e-01,5.257859006002533198e-01,-1.322031670458323260e+00,2.194619507486946786e-01,-1.836042154159330531e-01,1.728937728937722795e-01,-1.139926739926739430e+00,0.000000000000000000e+00,-9.926599999999999868e-01,0.000000000000000000e+00,1.081530164978781802e-128
3.409504890441894531e-02,4.768444342717614859e-03,-1.621271076523989052e-02,4.902893933218877009e-01,-1.260744154256282723e+00,2.098115510795750538e-03,-9.346150911726525123e-03,1.668894111433519012e-01,-7.788172520023087797e-01,5.862120000000000178e-04,-1.215160000000000068e-03,2.301819999999999977e-01,-4.771509999999999918e-01,5.577719210646563397e-01,-1.270535293264818844e+00,2.398601626698150802e-01,-1.862039998216796777e-01,3.428571428571434154e-01,-1.198534798534797829e+00,0.000000000000000000e+00,-9.698649999999999771e-01,0.000000000000000000e+00,2.330194270700652784e-128
3.930044174194335938e-02,8.201724269474297557e-03,-2.460517280842289267e-02,6.595621183490707473e-01,-1.612262955964395061e+00,4.768444342717614859e-03,-1.621271076523989052e-02,4.902893933218877009e-01,-1.260744154256282723e+00,8.378329999999999588e-04,-1.736759999999999953e-03,2.730569999999999942e-01,-5.660300000000000331e-01,5.622083984400532142e-01,-1.204706645210199989e+00,2.449620921450436917e-01,-1.873889993575319213e-01,1.201465201465197197e-01,-1.204395604395603669e+00,0.000000000000000000e+00,-9.475540000000000074e-01,0.000000000000000000e+00,5.015453015282880939e-128
4.293656349182128906e-02,1.087205310139616188e-02,-3.109025711451884888e-02,7.343892794600487273e-01,-1.783516821545832576e+00,8.201724269474297557e-03,-2.460517280842289267e-02,6.595621183490707473e-01,-1.612262955964395061e+00,1.131819999999999962e-03,-2.346179999999999793e-03,3.149190000000000045e-01,-6.528119999999999479e-01,5.532633728490099490e-01,-1.138752378871260573e+00,2.469701683649487278e-01,-1.880519372559404656e-01,2.315018315018306794e-01,-1.169230769230768630e+00,0.000000000000000000e+00,-9.257170000000000121e-01,0.000000000000000000e+00,1.078431948697006709e-127
4.582786560058593750e-02,1.354238193331802620e-02,-3.681239032577998671e-02,9.235730931842337510e-01,-1.979085199680501006e+00,1.087205310139616188e-02,-3.109025711451884888e-02,7.343892794600487273e-01,-1.783516821545832576e+00,1.467180000000000003e-03,-3.041359999999999897e-03,3.557850000000000179e-01,-7.375329999999999941e-01,5.296977136128275809e-01,-1.072497802982928405e+00,2.482848117454759806e-01,-1.885294196174988612e-01,2.490842490842481993e-01,-1.139926739926739430e+00,0.000000000000000000e+00,-9.043470000000000120e-01,0.000000000000000000e+00,2.316540340525036345e-127
5.025339126586914062e-02,1.659418631265729971e-02,-4.634927901121521643e-02,6.895913864605232035e-01,-2.154973082689135122e+00,1.354238193331802620e-02,-3.681239032577998671e-02,9.235730931842337510e-01,-1.979085199680501006e+00,1.842909999999999904e-03,-3.820249999999999861e-03,3.956729999999999969e-01,-8.202279999999999571e-01,5.406643622704322416e-01,-1.008377430820433629e+00,2.486543393213731246e-01,-1.889081531288344940e-01,2.783882783882791756e-01,-1.046153846153845990e+00,0.000000000000000000e+00,-8.834359999999999991e-01,0.000000000000000000e+00,4.971088929407383909e-127
