time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,pos_filt1,pos_filt2,vel_filt1,vel_filt2,tau_con1,tau_con2,tau_fric1,tau_fric2,tau_meas1,tau_meas2,tau_pert1,tau_pert2
0.000000000000000000e+00,1.907377737087045944e-04,-1.907377737087045944e-04,-2.747252747252915128e-02,-5.494505494507251342e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.768428935649077299e-03,-1.091478402004788961e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.791208791208759976e-03,-8.791208791208759976e-03,7.716669160165764380e-42,0.000000000000000000e+00
6.827116012573242188e-03,1.907377737087045944e-04,-1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.907377737087045944e-04,-1.907377737087045944e-04,-2.747252747252915128e-02,-5.494505494507251342e-03,9.888646319610089330e-02,-1.130569747561531280e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.791208791208759976e-03,-8.791208791208759976e-03,1.020885196221234119e-41,0.000000000000000000e+00
1.285672187805175781e-02,1.907377737087045944e-04,-9.536888685435229718e-04,0.000000000000000000e+00,-1.265341569343637063e-01,1.907377737087045944e-04,-1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.705273076008632926e-01,-1.294955856346771572e+00,0.000000000000000000e+00,-1.433626396135640191e-01,8.791208791208759976e-03,-6.417582417582412546e-01,1.350030016053361506e-41,0.000000000000000000e+00
1.862168312072753906e-02,5.722133211261137831e-04,-4.768444342717614859e-03,6.617139844644454039e-02,-6.617139844644454039e-01,1.907377737087045944e-04,-9.536888685435229718e-04,0.000000000000000000e+00,-1.265341569343637063e-01,2.375168922725439669e-01,-1.315556921601954476e+00,0.000000000000000000e+00,-1.807950766096949879e-01,9.670329670329635974e-02,-7.882783882783890306e-01,1.784552939552273117e-41,0.000000000000000000e+00
2.469873428344726562e-02,1.716639963378341349e-03,-8.964675364309115935e-03,1.883194022246885702e-01,-6.905044748238581276e-01,5.722133211261137831e-04,-4.768444342717614859e-03,6.617139844644454039e-02,-6.617139844644454039e-01,4.917437033410829716e-01,-1.304257989778530247e+00,2.098420665286266085e-01,-1.841456578792085852e-01,9.084249084249051975e-02,-1.145787545787545270e+00,2.357951894460236044e-41,0.000000000000000000e+00
3.366494178771972656e-02,6.294346532387251614e-03,-1.964599069199657322e-02,5.105510403175033129e-01,-1.191285760740841138e+00,1.716639963378341349e-03,-8.964675364309115935e-03,1.883194022246885702e-01,-6.905044748238581276e-01,5.570283354495525474e-01,-1.266748987102695123e+00,2.393835433392828282e-01,-1.862541970839972083e-01,2.080586080586073194e-01,-1.192673992673991989e+00,3.114296361517951900e-41,0.000000000000000000e+00
3.591060638427734375e-02,9.346150911726525123e-03,-2.307927061875325592e-02,1.358976039439455663e+00,-1.528848044369387482e+00,6.294346532387251614e-03,-1.964599069199657322e-02,5.105510403175033129e-01,-1.191285760740841138e+00,4.833510685161739318e-01,-1.201829646878231239e+00,2.474685709247840815e-01,-1.873483131196697349e-01,1.318681318681313996e-01,-1.169230769230768630e+00,4.111539143175148125e-41,0.000000000000000000e+00
3.791069984436035156e-02,1.049057755397875269e-02,-2.651255054550993862e-02,5.721865828233504425e-01,-1.716559748470051439e+00,9.346150911726525123e-03,-2.307927061875325592e-02,1.358976039439455663e+00,-1.528848044369387482e+00,4.917544902525423645e-01,-1.139547770632708623e+00,2.479031945372962287e-01,-1.879956443387022502e-01,1.787545787545781195e-01,-1.139926739926739430e+00,5.425857869721187613e-41,0.000000000000000000e+00
4.003453254699707031e-02,1.239795529106579863e-02,-3.070878156710143969e-02,8.980828549814936501e-01,-1.975782280959285986e+00,1.049057755397875269e-02,-2.651255054550993862e-02,5.721865828233504425e-01,-1.716559748470051439e+00,4.754083028792995824e-01,-1.073141983126060017e+00,2.487206451405365171e-01,-1.884928027080935709e-01,1.318681318681313996e-01,-1.134065934065933590e+00,7.157343989455072670e-41,0.000000000000000000e+00
4.257917404174804688e-02,1.544975967040507214e-02,-3.528648813611034996e-02,1.199306222756510110e+00,-1.798959334134765164e+00,1.239795529106579863e-02,-3.070878156710143969e-02,8.980828549814936501e-01,-1.975782280959285986e+00,4.367695758739195133e-01,-1.030371918377352980e+00,2.495166402007215900e-01,-1.887589810059889794e-01,2.197802197802189994e-01,-1.063736263736263510e+00,9.437454278468125094e-41,0.000000000000000000e+00
4.457926750183105469e-02,1.735713740749211809e-02,-3.910124361028444184e-02,9.536443047055841449e-01,-1.907288609411168290e+00,1.544975967040507214e-02,-3.528648813611034996e-02,1.199306222756510110e+00,-1.798959334134765164e+00,4.279917517937241733e-01,-9.895220171684185884e-01,2.497874781204328654e-01,-1.889888176613342408e-01,2.490842490842481993e-01,-1.010989010989010950e+00,1.243876674828239905e-40,0.000000000000000000e+00
4.657936096191406250e-02,1.964599069199657322e-02,-4.291599908445853373e-02,1.144373165646700885e+00,-1.907288609411168290e+00,1.735713740749211809e-02,-3.910124361028444184e-02,9.536443047055841449e-01,-1.907288609411168290e+00,4.051899398364018356e-01,-9.562650452172971605e-01,2.501188682223205451e-01,-1.891601845668799686e-01,2.725274725274733356e-01,-9.992673992673992700e-01,1.638774813151042081e-40,0.000000000000000000e+00
