time,pos1,pos2,vel1,vel2,tau1,tau2,K11,K12,K13,K14,K21,K22,K23,K24,k1,k2
0, 0, 0, 0, 0, 0, -2.80637, 0, 0, 0, 0, 0.0015668, 0.00589077, 0.00296663, -0.00022255, 0, 3.32258e-10
0.002, 0.000377004, -0.000734722, 0.376986, -0.734689, 0, -2.10868, 0, 0, 0, 0, 0.00283936, 0.00653305, 0.00281427, -0.000319743, 0, 1.51069e-09
0.004, 0.00141407, -0.00275582, 0.660034, -1.28632, 0, -1.55174, 0, 0, 0, 0, 0.0041003, 0.00715404, 0.00265559, -0.000420139, 0, 2.27191e-09
0.006, 0.00294207, -0.0057337, 0.867884, -1.69142, 0, -1.11089, 0, 0, 0, 0, 0.00534843, 0.00775146, 0.00249068, -0.000523655, 0, 2.722e-09
0.008, 0.00482605, -0.00940542, 1.016, -1.98013, 0, -0.765243, 0, 0, 0, 0, 0.00658254, 0.00832601, 0.00231964, -0.000630201, 0, 2.94507e-09
0.01, 0.00695923, -0.013563, 1.11708, -2.1772, 0, -0.497324, 0, 0, 0, 0, 0.00780141, 0.00887958, 0.0021426, -0.000739683, 0, 3.00722e-09
0.012, 0.00925793, -0.0180433, 1.1815, -2.30287, 0, -0.292477, 0, 0, 0, 0, 0.00900381, 0.00941427, 0.00195968, -0.000851999, 0, 2.95985e-09
0.014, 0.0116573, -0.0227199, 1.2177, -2.37358, 0, -0.138608, 0, 0, 0, 0, 0.0101885, 0.00993189, 0.00177106, -0.00096704, 0, 2.84246e-09
0.016, 0.0141076, -0.0274964, 1.23252, -2.40264, 0, -0.0254962, 0, 0, 0, 0, 0.0113544, 0.0104338, 0.00157691, -0.00108469, 0, 2.68483e-09
0.018, 0.0165717, -0.0323, 1.23143, -2.40074, 0, 0.0551921, 0, 0, 0, 0, 0.0125004, 0.0109208, 0.00137741, -0.00120484, 0, 2.50902e-09
0.02, 0.019022, -0.0370773, 1.21879, -2.37637, 0, 0.110391, 0, 0, 0, 0, 0.0136252, 0.0113933, 0.00117276, -0.00132736, 0, 2.33093e-09
0.022, 0.0214389, -0.0417902, 1.19804, -2.33625, 0, 0.14569, 0, 0, 0, 0, 0.014728, 0.0118512, 0.000963152, -0.00145213, 0, 2.16162e-09
0.024, 0.023809, -0.0464122, 1.17188, -2.2856, 0, 0.165882, 0, 0, 0, 0, 0.0158077, 0.0122943, 0.000748786, -0.00157902, 0, 2.00831e-09
0.026, 0.0261233, -0.0509265, 1.14236, -2.22844, 0, 0.174468, 0, 0, 0, 0, 0.0168633, 0.0127221, 0.000529869, -0.00170792, 0, 1.87544e-09
0.028, 0.0283768, -0.055323, 1.11105, -2.16783, 0, 0.174682, 0, 0, 0, 0, 0.0178939, 0.0131341, 0.000306607, -0.00183868, 0, 1.76514e-09
0.03, 0.0305671, -0.059597, 1.07911, -2.10601, 0, 0.168765, 0, 0, 0, 0, 0.0188986, 0.0135297, 7.92102e-05, -0.00197119, 0, 1.67803e-09
0.032, 0.0326937, -0.0637478, 1.04736, -2.04462, 0, 0.158633, 0, 0, 0, 0, 0.0198766, 0.0139082, -0.00015211, -0.00210531, 0, 1.61354e-09
0.034, 0.0347575, -0.0677774, 1.0164, -1.98478, 0, 0.145727, 0, 0, 0, 0, 0.0208269, 0.0142691, -0.000387139, -0.00224091, 0, 1.57035e-09
0.036, 0.0367606, -0.0716896, 0.986615, -1.92727, 0, 0.131204, 0, 0, 0, 0, 0.0217489, 0.014612, -0.000625658, -0.00237786, 0, 1.54657e-09
0.038, 0.0387056, -0.0754896, 0.958236, -1.87253, 0, 0.115962, 0, 0, 0, 0, 0.0226417, 0.0149362, -0.000867446, -0.00251602, 0, 1.54004e-09
0.04, 0.0405953, -0.079183, 0.931376, -1.82077, 0, 0.10061, 0, 0, 0, 0, 0.0235045, 0.0152416, -0.00111228, -0.00265526, 0, 1.54849e-09
0.042, 0.0424328, -0.082776, 0.906063, -1.77206, 0, 0.085665, 0, 0, 0, 0, 0.0243367, 0.0155278, -0.00135993, -0.00279545, 0, 1.56961e-09
0.044, 0.0442212, -0.0862745, 0.882254, -1.72631, 0, 0.0712983, 0, 0, 0, 0, 0.0251375, 0.0157946, -0.00161016, -0.00293645, 0, 1.60124e-09
0.046, 0.0459634, -0.0896844, 0.859886, -1.68339, 0, 0.0578792, 0, 0, 0, 0, 0.0259064, 0.0160418, -0.00186274, -0.00307812, 0, 1.64127e-09
0.048, 0.0476622, -0.093011, 0.838841, -1.64308, 0, 0.0453814, 0, 0, 0, 0, 0.0266426, 0.0162695, -0.00211744, -0.00322033, 0, 1.68782e-09
0.05, 0.0493201, -0.0962594, 0.819009, -1.60515, 0, 0.0338957, 0, 0, 0, 0, 0.0273456, 0.0164775, -0.00237401, -0.00336294, 0, 1.73919e-09
0.052, 0.0509395, -0.099434, 0.800263, -1.56937, 0, 0.0235214, 0, 0, 0, 0, 0.0280148, 0.0166659, -0.0026322, -0.00350581, 0, 1.79383e-09
0.054, 0.0525223, -0.102539, 0.782465, -1.53546, 0, 0.0141704, 0, 0, 0, 0, 0.0286498, 0.0168347, -0.00289178, -0.0036488, 0, 1.85046e-09
0.056, 0.0540703, -0.105578, 0.765488, -1.50316, 0, 0.00579285, 0, 0, 0, 0, 0.02925, 0.0169841, -0.00315249, -0.00379178, 0, 1.90796e-09
0.058, 0.0555851, -0.108553, 0.749211, -1.47226, 0, -0.00163228, 0, 0, 0, 0, 0.029815, 0.0171143, -0.00341408, -0.00393461, 0, 1.96539e-09
0.06, 0.0570679, -0.111468, 0.733516, -1.44251, 0, -0.00829289, 0, 0, 0, 0, 0.0303443, 0.0172254, -0.00367631, -0.00407715, 0, 2.02204e-09
