time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,pos_filt1,pos_filt2,vel_filt1,vel_filt2,pos_des1,pos_des2,vel_des1,vel_des2,tau_con1,tau_con2,tau_fric1,tau_fric2,tau_meas1,tau_meas2,tau_des1,tau_des2
0.000000000000000000e+00,5.722133211261137831e-04,9.536888685435229718e-04,5.494505494507251342e-03,7.142857142857295116e-02,5.722133211261137831e-04,9.536888685435229718e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.797657973109761276e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.791208791208759976e-03,2.930402930402919992e-03,0.000000000000000000e+00,-2.806370000000000253e+00
3.316402435302734375e-03,5.722133211261137831e-04,9.536888685435229718e-04,5.494505494507251342e-03,3.846153846154010125e-02,5.722133211261137831e-04,9.536888685435229718e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.770040000000000110e-04,-7.347219999999999359e-04,3.769859999999999878e-01,-7.346890000000000365e-01,0.000000000000000000e+00,-3.732240016886347433e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.930402930402919992e-03,2.930402930402919992e-03,0.000000000000000000e+00,-2.108680000000000110e+00
6.712436676025390625e-03,5.722133211261137831e-04,-9.536888685435229718e-04,3.846153846154010125e-02,-8.296703296703284991e-01,5.722133211261137831e-04,-9.536888685435229718e-04,0.000000000000000000e+00,-1.659340659340657054e-01,1.414069999999999910e-03,-2.755819999999999971e-03,6.600340000000000096e-01,-1.286320000000000130e+00,0.000000000000000000e+00,-4.045549104290489417e+00,0.000000000000000000e+00,-1.179930636486376666e-01,8.791208791208759976e-03,-1.737728937728936884e+00,0.000000000000000000e+00,-1.551739999999999897e+00
9.825468063354492188e-03,1.907377737087045944e-04,-6.675822079804660802e-03,-9.340659340659485110e-02,-2.137362637362638651e+00,1.907377737087045944e-04,-6.675822079804660802e-03,0.000000000000000000e+00,-5.602197802197803611e-01,2.942070000000000188e-03,-5.733699999999999561e-03,8.678839999999999888e-01,-1.691420000000000146e+00,0.000000000000000000e+00,-3.524298083052104680e+00,0.000000000000000000e+00,-1.216901704079900864e-01,8.791208791208759976e-03,-2.546520146520146355e+00,0.000000000000000000e+00,-1.110889999999999933e+00
1.288509368896484375e-02,5.722133211261137831e-04,-1.163500419623098026e-02,-2.747252747252915128e-02,-1.368131868131868600e+00,5.722133211261137831e-04,-1.163500419623098026e-02,0.000000000000000000e+00,-7.218021978021980090e-01,4.826050000000000131e-03,-9.405419999999999406e-03,1.016000000000000014e+00,-1.980129999999999946e+00,0.000000000000000000e+00,-3.283192596739969105e+00,0.000000000000000000e+00,-1.221633563545983514e-01,2.930402930402919992e-03,-3.841758241758242320e+00,0.000000000000000000e+00,-7.652430000000000065e-01
1.582765579223632812e-02,5.722133211261137831e-04,-1.659418631265729971e-02,7.142857142857295116e-02,-1.851648351648350399e+00,5.722133211261137831e-04,-1.659418631265729971e-02,0.000000000000000000e+00,-9.477714285714285980e-01,6.959230000000000277e-03,-1.356300000000000040e-02,1.117079999999999851e+00,-2.177200000000000024e+00,0.000000000000000000e+00,-2.830027992086368904e+00,0.000000000000000000e+00,-1.226469322171988563e-01,-2.930402930402919992e-03,-2.986080586080586130e+00,0.000000000000000000e+00,-4.973239999999999883e-01
1.828789710998535156e-02,2.098115510795750538e-03,-2.498664835584030186e-02,7.087912087912080494e-01,-3.478021978021978100e+00,2.098115510795750538e-03,-2.498664835584030186e-02,1.417582417582416154e-01,-1.453821538461538498e+00,9.257929999999999285e-03,-1.804329999999999823e-02,1.181499999999999995e+00,-2.302869999999999973e+00,1.801862009514196006e-01,-1.823412965991910717e+00,1.801862009514196006e-01,-1.234394264691869164e-01,-1.201465201465197197e-01,-2.546520146520146355e+00,0.000000000000000000e+00,-2.924769999999999870e-01
2.028799057006835938e-02,3.624017700465387293e-03,-2.994583047226662131e-02,9.945054945054927487e-01,-3.510989010989010950e+00,3.624017700465387293e-03,-2.994583047226662131e-02,3.123076923076918421e-01,-1.865255032967032989e+00,1.165729999999999891e-02,-2.271990000000000121e-02,1.217700000000000005e+00,-2.373580000000000023e+00,1.849668147112498995e-01,-9.949543787906542924e-01,1.849668147112498995e-01,-1.239691991502505225e-01,-1.494505494505489196e-01,-2.775091575091575891e+00,0.000000000000000000e+00,-1.386079999999999812e-01
2.228808403015136719e-02,6.675822079804660802e-03,-3.566796368352775914e-02,1.478021978021978100e+00,-2.642857142857142350e+00,6.675822079804660802e-03,-3.566796368352775914e-02,5.454505494505490493e-01,-2.020775454945054950e+00,1.410759999999999965e-02,-2.749640000000000070e-02,1.232520000000000060e+00,-2.402640000000000331e+00,1.868412400847056787e-01,-6.364251720965912185e-01,1.868412400847056787e-01,-1.241569016591504010e-01,-1.025641025641021997e-01,-2.429304029304029555e+00,0.000000000000000000e+00,-2.549620000000000011e-02
2.428817749023437500e-02,1.125352864881357107e-02,-4.139009689478889698e-02,2.302197802197802901e+00,-2.906593406593405149e+00,1.125352864881357107e-02,-4.139009689478889698e-02,8.967999999999998195e-01,-2.197939045274725167e+00,1.657170000000000171e-02,-3.230000000000000232e-02,1.231430000000000025e+00,-2.400740000000000318e+00,1.880543236802110774e-01,-2.380918101424731037e-01,1.880543236802110774e-01,-1.243651770805801610e-01,-7.413919413919405343e-01,-1.368498168498168965e+00,0.000000000000000000e+00,5.519209999999999394e-02
