time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,pos_filt1,pos_filt2,vel_filt1,vel_filt2,pos_des1,pos_des2,vel_des1,vel_des2,tau_con1,tau_con2,tau_fric1,tau_fric2,tau_meas1,tau_meas2,tau_des1,tau_des2
0.000000000000000000e+00,1.907377737087045944e-04,1.907377737087045944e-04,-2.747252747252915128e-02,5.494505494507251342e-03,1.907377737087045944e-04,1.907377737087045944e-04,-2.747252747252915128e-02,5.494505494507251342e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.787055726199305639e-02,4.279096184470532194e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.930402930402919992e-03,2.930402930402919992e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.694534301757812500e-03,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.481750000000000001e-05,-2.872099999999999827e-05,2.963460000000000052e-02,-5.744139999999999663e-02,-9.306497537355795657e-03,6.812250767298522192e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.930402930402919992e-03,2.930402930402919992e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.300615310668945312e-03,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,5.809260000000000010e-05,-1.126020000000000037e-04,5.691489999999999744e-02,-1.103190000000000004e-01,5.741547799730106760e-01,-1.123938817643823640e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.465201465201459996e-02,3.809523809523795990e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.066827774047851562e-02,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.275629999999999982e-04,-2.472579999999999830e-04,8.202419999999999156e-02,-1.589900000000000202e-01,5.727725241191538030e-01,-1.121289824351014985e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.791208791208759976e-03,1.465201465201459996e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.403117179870605469e-02,5.722133211261137831e-04,-5.722133211261137831e-04,1.134366830510477875e-01,-2.268733661020955750e-01,5.722133211261137831e-04,-5.722133211261137831e-04,1.134366830510477875e-01,-2.268733661020955750e-01,2.211420000000000182e-04,-4.286459999999999750e-04,1.051319999999999893e-01,-2.037809999999999899e-01,3.703714185350558963e-01,-7.144671681800217611e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.897435897435901353e-01,-7.413919413919405343e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.726412773132324219e-02,1.716639963378341349e-03,-2.861066605630568915e-03,3.539877023086347441e-01,-7.079754046172694881e-01,1.716639963378341349e-03,-2.861066605630568915e-03,3.539877023086347441e-01,-7.079754046172694881e-01,3.369049999999999736e-04,-6.530359999999999594e-04,1.263930000000000053e-01,-2.449949999999999906e-01,-9.908708373823849058e-02,2.249981043769543887e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.542124542124543751e-01,-7.882783882783890306e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.910758018493652344e-02,2.861066605630568915e-03,-4.005493247882796481e-03,6.208061618345948052e-01,-6.208061618345948052e-01,2.861066605630568915e-03,-4.005493247882796481e-03,6.208061618345948052e-01,-6.208061618345948052e-01,4.730790000000000017e-04,-9.169919999999999374e-04,1.459529999999999994e-01,-2.829110000000000236e-01,-3.430424173593760173e-01,-1.032152087133475504e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.545787545787550954e-01,-8.644688644688649504e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.046537399291992188e-02,4.005493247882796481e-03,-4.386968795300205670e-03,8.428574615109898360e-01,-2.809524871703299453e-01,4.005493247882796481e-03,-4.386968795300205670e-03,8.428574615109898360e-01,-2.809524871703299453e-01,6.280279999999999847e-04,-1.217339999999999915e-03,1.639430000000000054e-01,-3.177860000000000129e-01,-4.399654431557297740e-01,-3.169763143285919682e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.494505494505489196e-01,-4.542124542124543751e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.196383476257324219e-02,4.768444342717614859e-03,-4.386968795300205670e-03,5.091565360175112076e-01,0.000000000000000000e+00,4.768444342717614859e-03,-4.386968795300205670e-03,5.091565360175112076e-01,0.000000000000000000e+00,8.002439999999999770e-04,-1.551169999999999936e-03,1.804849999999999788e-01,-3.498570000000000291e-01,-1.900756396893132638e-01,-6.162234486330664396e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.809523809523795990e-02,-3.018315018315025355e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.348780632019042969e-02,5.531395437552433236e-03,-4.768444342717614859e-03,5.006334212875560574e-01,-2.503167106437780287e-01,5.531395437552433236e-03,-4.768444342717614859e-03,5.006334212875560574e-01,-2.503167106437780287e-01,9.883340000000000007e-04,-1.915770000000000016e-03,1.956930000000000058e-01,-3.793420000000000125e-01,-1.889828232220924498e-01,-4.114755490576182395e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.670329670329664395e-01,-3.311355311355317355e-01,0.000000000000000000e+00,0.000000000000000000e+00
