time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,pos_filt1,pos_filt2,vel_filt1,vel_filt2,pos_des1,pos_des2,vel_des1,vel_des2,tau_con1,tau_con2,tau_fric1,tau_fric2,tau_meas1,tau_meas2,tau_des1,tau_des2
0.000000000000000000e+00,-1.907377737087045944e-04,1.907377737087045944e-04,5.494505494507251342e-03,5.494505494507251342e-03,-1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.203664325725168460e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.930402930402919992e-03,2.930402930402919992e-03,-3.217380000000000240e-01,0.000000000000000000e+00
5.694150924682617188e-03,-1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,-1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,-4.372380000000000140e-06,7.122040000000000000e-06,-8.744699999999999349e-03,1.424399999999999972e-02,-4.221277087866983635e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.930402930402919992e-03,1.465201465201459996e-02,-3.223719999999999919e-01,0.000000000000000000e+00
1.099252700805664062e-02,-1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,-1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,-1.749780000000000042e-05,2.850160000000000169e-05,-1.750590000000000132e-02,2.851470000000000046e-02,-5.179425701274719129e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.553113553113547596e-01,8.791208791208759976e-03,-3.229929999999999746e-01,0.000000000000000000e+00
1.625871658325195312e-02,-1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,-1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,-3.939229999999999891e-05,6.416440000000000522e-05,-2.628269999999999912e-02,4.281039999999999845e-02,-6.139025784533913566e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.725274725274733356e-01,2.930402930402919992e-03,-3.236020000000000008e-01,0.000000000000000000e+00
2.157378196716308594e-02,-5.722133211261137831e-04,1.907377737087045944e-04,-7.177250322679895600e-02,0.000000000000000000e+00,-5.722133211261137831e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,-7.007080000000000003e-05,1.141350000000000041e-04,-3.507400000000000101e-02,5.712919999999999804e-02,-7.128126530389384818e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.073260073260076553e-01,8.791208791208759976e-03,-3.241990000000000149e-01,0.000000000000000000e+00
2.659630775451660156e-02,-9.536888685435229718e-04,1.907377737087045944e-04,-7.595292957538350709e-02,0.000000000000000000e+00,-9.536888685435229718e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,-1.095470000000000000e-04,1.784339999999999928e-04,-4.387869999999999965e-02,7.146929999999999950e-02,-8.063759666752070565e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.362637362637361349e-01,-2.930402930402919992e-03,-3.247829999999999884e-01,0.000000000000000000e+00
3.415989875793457031e-02,-1.335164415960932160e-03,5.722133211261137831e-04,-5.043577148011060829e-02,5.043577148011060829e-02,-1.335164415960932160e-03,5.722133211261137831e-04,0.000000000000000000e+00,0.000000000000000000e+00,-1.578349999999999957e-04,2.570839999999999801e-04,-5.269589999999999691e-02,8.582879999999999676e-02,-9.439024190494748057e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.593406593406587746e-01,-2.930402930402919992e-03,-3.253550000000000053e-01,0.000000000000000000e+00
3.922820091247558594e-02,-2.098115510795750538e-03,9.536888685435229718e-04,-1.505338615518890810e-01,7.526693077594454051e-02,-2.098115510795750538e-03,9.536888685435229718e-04,-3.010677231037781759e-02,0.000000000000000000e+00,-2.149460000000000118e-04,3.501019999999999762e-04,-6.152450000000000280e-02,1.002060000000000034e-01,-1.194618036866215816e+00,0.000000000000000000e+00,-2.000477205199031883e-01,0.000000000000000000e+00,-7.472527472527463743e-01,-2.930402930402919992e-03,-3.259139999999999815e-01,0.000000000000000000e+00
4.306864738464355469e-02,-2.479591058213159727e-03,9.536888685435229718e-04,-9.933104137292209090e-02,0.000000000000000000e+00,-2.479591058213159727e-03,9.536888685435229718e-04,-2.408541784830225616e-02,0.000000000000000000e+00,-2.808900000000000025e-04,4.575049999999999777e-04,-7.036349999999999549e-02,1.145990000000000064e-01,-1.261582791908104406e+00,0.000000000000000000e+00,-1.883864796168121247e-01,0.000000000000000000e+00,-8.468864468864474304e-01,2.930402930402919992e-03,-3.264599999999999724e-01,0.000000000000000000e+00
4.609441757202148438e-02,-2.861066605630568915e-03,1.335164415960932160e-03,-1.260755192211038545e-01,1.260755192211038545e-01,-2.861066605630568915e-03,1.335164415960932160e-03,-4.448343812286258137e-02,2.521510384422077228e-02,-3.556780000000000054e-04,5.793079999999999497e-04,-7.921190000000000175e-02,1.290050000000000086e-01,-1.305591821862526425e+00,1.432134205999349152e-01,-2.159916228082668643e-01,1.432134205999349152e-01,-1.046153846153845990e+00,-2.930402930402919992e-03,-3.269940000000000069e-01,0.000000000000000000e+00
4.914426803588867188e-02,-3.624017700465387293e-03,1.716639963378341349e-03,-2.501601648585098370e-01,1.250800824292549185e-01,-3.624017700465387293e-03,1.716639963378341349e-03,-8.561878346999204914e-02,4.518809956122760152e-02,-4.393190000000000268e-04,7.155240000000000428e-04,-8.806849999999999401e-02,1.434239999999999959e-01,-1.312939341333769105e+00,1.624062732818157828e-01,-2.328098292096332511e-01,1.624062732818157828e-01,-1.139926739926739430e+00,-1.465201465201459996e-02,-3.275159999999999738e-01,0.000000000000000000e+00
5.164456367492675781e-02,-4.005493247882796481e-03,2.098115510795750538e-03,-1.525721764503698841e-01,1.525721764503698841e-01,-4.005493247882796481e-03,2.098115510795750538e-03,-9.900946206606761613e-02,6.666491493905606081e-02,-5.318200000000000141e-04,8.661639999999999964e-04,-9.693250000000000477e-02,1.578529999999999933e-01,-1.332772130296248303e+00,1.706949678464199094e-01,-2.353209663276911445e-01,1.706949678464199094e-01,-1.204395604395603669e+00,1.465201465201459996e-02,-3.280250000000000110e-01,0.000000000000000000e+00
5.414462089538574219e-02,-4.768444342717614859e-03,2.479591058213159727e-03,-3.051734530679056090e-01,1.525867265339528045e-01,-4.768444342717614859e-03,2.479591058213159727e-03,-1.402422602664352147e-01,8.384927725803541232e-02,-6.331880000000000234e-04,1.031240000000000108e-03,-1.058029999999999943e-01,1.722899999999999987e-01,-1.318347460088458600e+00,1.743352936824893729e-01,-2.400781023256009505e-01,1.743352936824893729e-01,-1.245421245421244549e+00,3.223443223443211991e-02,-3.285210000000000075e-01,0.000000000000000000e+00
5.664467811584472656e-02,-5.149919890135024048e-03,2.861066605630568915e-03,-1.525867265339528045e-01,1.525867265339528045e-01,-5.149919890135024048e-03,2.861066605630568915e-03,-1.427111535199387382e-01,9.759676711321889353e-02,-7.434300000000000023e-04,1.210750000000000021e-03,-1.146780000000000022e-01,1.867340000000000111e-01,-1.352855839117356185e+00,1.763404259683194475e-01,-2.402769618304245736e-01,1.763404259683194475e-01,-1.280586080586081366e+00,4.395604395604379988e-02,-3.290040000000000187e-01,0.000000000000000000e+00
5.914473533630371094e-02,-5.912870984969842425e-03,4.005493247882796481e-03,-3.051734530679056090e-01,4.577601796018583857e-01,-5.912870984969842425e-03,4.005493247882796481e-03,-1.752036134295321124e-01,1.696294496109468086e-01,-8.625479999999999823e-04,1.404709999999999986e-03,-1.235580000000000012e-01,2.011819999999999997e-01,-1.325602767389425285e+00,1.815991234406645616e-01,-2.423802815735315030e-01,1.815991234406645616e-01,-1.280586080586081366e+00,4.981684981684963986e-02,-3.294739999999999891e-01,0.000000000000000000e+00
6.164479255676269531e-02,-6.675822079804660802e-03,5.149919890135024048e-03,-3.051734530679056090e-01,4.577601796018583857e-01,-6.675822079804660802e-03,5.149919890135024048e-03,-2.011975813572068339e-01,2.272555956091291129e-01,-9.905479999999999494e-04,1.613120000000000005e-03,-1.324400000000000022e-01,2.156329999999999913e-01,-1.310790806650794282e+00,1.834458209548207042e-01,-2.435827666296877525e-01,1.834458209548207042e-01,-1.286446886446887206e+00,6.153846153846131983e-02,-3.299320000000000030e-01,0.000000000000000000e+00
6.414484977722167969e-02,-7.820248722056888369e-03,6.294346532387251614e-03,-4.577601796018583857e-01,4.577601796018583857e-01,-7.820248722056888369e-03,6.294346532387251614e-03,-2.525101010061371887e-01,2.733565124076750008e-01,-1.127430000000000012e-03,1.835980000000000077e-03,-1.413250000000000062e-01,2.300840000000000107e-01,-1.265777099035173769e+00,1.843810007882644153e-01,-2.452468516417710687e-01,1.843810007882644153e-01,-1.274725274725275526e+00,6.739926739926715982e-02,-3.303769999999999762e-01,0.000000000000000000e+00
6.664490699768066406e-02,-9.346150911726525123e-03,7.820248722056888369e-03,-6.103469061358112180e-01,6.103469061358112180e-01,-9.346150911726525123e-03,7.820248722056888369e-03,-3.240774620320719945e-01,3.407545911533022553e-01,-1.273199999999999939e-03,2.073290000000000202e-03,-1.502110000000000112e-01,2.445350000000000024e-01,-1.184503694478446389e+00,1.853157282617121648e-01,-2.467159645507411292e-01,1.853157282617121648e-01,-1.280586080586081366e+00,4.395604395604379988e-02,-3.308090000000000197e-01,0.000000000000000000e+00
6.914496421813964844e-02,-1.010910200656134350e-02,9.727626459143934312e-03,-3.051734530679056090e-01,7.629336326697639947e-01,-1.010910200656134350e-02,9.727626459143934312e-03,-3.202966602392387507e-01,4.251903994565946476e-01,-1.427859999999999980e-03,2.325049999999999947e-03,-1.590969999999999884e-01,2.589830000000000187e-01,-1.196116108728076055e+00,1.860990047684503434e-01,-2.466539621076747901e-01,1.860990047684503434e-01,-1.263003663003663846e+00,4.395604395604379988e-02,-3.312280000000000224e-01,0.000000000000000000e+00
7.164502143859863281e-02,-1.201647974364838944e-02,1.125352864881357107e-02,-7.629336326697639947e-01,6.103469061358112180e-01,-1.201647974364838944e-02,1.125352864881357107e-02,-4.088240547253437773e-01,4.622217007924380172e-01,-1.591399999999999976e-03,2.591260000000000178e-03,-1.679819999999999924e-01,2.734260000000000024e-01,-1.101273266306541210e+00,1.863620290779417765e-01,-2.478233525555507966e-01,1.863620290779417765e-01,-1.163369963369962790e+00,6.153846153846131983e-02,-3.316339999999999844e-01,0.000000000000000000e+00
7.414507865905761719e-02,-1.354238193331802620e-02,1.316090638590061701e-02,-6.103469061358112180e-01,7.629336326697639947e-01,-1.354238193331802620e-02,1.316090638590061701e-02,-4.491286250074373321e-01,5.223640871679032793e-01,-1.763819999999999928e-03,2.871900000000000147e-03,-1.768639999999999934e-01,2.878620000000000068e-01,-1.061560070527396427e+00,1.867209555962088541e-01,-2.482146755754108536e-01,1.867209555962088541e-01,-1.128205128205127750e+00,5.567765567765547985e-02,-3.320270000000000166e-01,0.000000000000000000e+00
7.664513587951660156e-02,-1.506828412298766295e-02,1.544975967040507214e-02,-6.103469061358112180e-01,9.155203592037167715e-01,-1.506828412298766295e-02,1.544975967040507214e-02,-4.813722812331121537e-01,6.009953415750660666e-01,-1.945129999999999993e-03,3.166979999999999795e-03,-1.857439999999999924e-01,3.022889999999999744e-01,-1.024461167950316165e+00,1.871000511034308922e-01,-2.484854318154940955e-01,1.871000511034308922e-01,-1.134065934065933590e+00,4.981684981684963986e-02,-3.324070000000000080e-01,0.000000000000000000e+00
7.914519309997558594e-02,-1.697566186007470890e-02,1.773861295490952728e-02,-7.629336326697639947e-01,9.155203592037167715e-01,-1.697566186007470890e-02,1.773861295490952728e-02,-5.376845515204425885e-01,6.639003451007962076e-01,-2.135310000000000073e-03,3.476480000000000108e-03,-1.946189999999999864e-01,3.167059999999999875e-01,-9.600282800679184048e-01,1.873520960463332663e-01,-2.488897173970495980e-01,1.873520960463332663e-01,-1.098901098901098550e+00,5.567765567765547985e-02,-3.327740000000000142e-01,0.000000000000000000e+00
