# time, pos1, pos2, vel1, vel2, tau1, tau2, meas_pos1, meas_pos2, meas_vel1, meas_vel2
2.800000000000001377e-01,1.442941246955568302e-01,-3.122401406054298723e-01,-2.821230394264637176e-01,4.370766922853300818e-01,0.000000000000000000e+00,-2.658058559936457566e-01,1.456268016378960972e-01,-3.142727532314020800e-01,-1.285802900188685038e-01,4.636785238394220410e-01
2.850000000000001421e-01,1.428090237890406455e-01,-3.099089327621504242e-01,-3.118279383308657504e-01,4.952396890330502677e-01,0.000000000000000000e+00,-2.702074827416273139e-01,1.442941246955568302e-01,-3.122401406054298723e-01,-3.181387517445396496e-01,5.660448043423501607e-01
2.900000000000001465e-01,1.411783593038114237e-01,-3.072927469037202153e-01,-3.403389535429603430e-01,5.510491083833518600e-01,0.000000000000000000e+00,-2.100766497824246015e-01,1.428090237890406455e-01,-3.099089327621504242e-01,-2.809028824427556859e-01,6.415302824765303225e-01
2.950000000000001510e-01,1.393851443549023739e-01,-3.043560132724578149e-01,-3.768402785677288924e-01,6.234439445783322986e-01,0.000000000000000000e+00,-3.520027742779354152e-01,1.411783593038114237e-01,-3.072927469037202153e-01,-7.128160510600507482e-01,5.296393606930854814e-01
3.000000000000001554e-01,1.374619961723680672e-01,-3.011653863697426048e-01,-3.922960892972187086e-01,6.525729420777142131e-01,0.000000000000000000e+00,-3.011000178905439695e-01,1.393851443549023739e-01,-3.043560132724578149e-01,-1.704385583027526185e-01,1.030556138573207603e+00
3.050000000000001599e-01,1.354451410840312731e-01,-2.977949537621016884e-01,-4.143190455071303346e-01,6.953588853379566448e-01,0.000000000000000000e+00,-1.056491519484882291e-01,1.374619961723680672e-01,-3.011653863697426048e-01,-3.591001303788716736e-01,9.356707922925884269e-01
3.100000000000001643e-01,1.332496804404973700e-01,-2.940690913823280628e-01,-4.637391949684546155e-01,7.947488602154115789e-01,0.000000000000000000e+00,-1.337840229153783866e-01,1.354451410840312731e-01,-2.977949537621016884e-01,-9.496791629563663406e-01,3.642487547739167164e-01
3.150000000000001688e-01,1.308192503319078881e-01,-2.898709421761249683e-01,-5.082900315301450700e-01,8.842399881869910105e-01,0.000000000000000000e+00,-1.704764505118982476e-01,1.332496804404973700e-01,-2.940690913823280628e-01,-5.859308015927204849e-01,5.174485756138100800e-01
3.200000000000001732e-01,1.281815776878674762e-01,-2.852569538652480752e-01,-5.466189540622055087e-01,9.610497483164489596e-01,0.000000000000000000e+00,-2.391456512689549840e-01,1.308192503319078881e-01,-2.898709421761249683e-01,-6.046839164407297185e-01,6.957113963688004166e-01
3.250000000000001776e-01,1.253796909456407482e-01,-2.803150903778968139e-01,-5.739565714493718440e-01,1.015351113750366574e+00,0.000000000000000000e+00,-1.831241622474714947e-01,1.281815776878674762e-01,-2.852569538652480752e-01,-1.151057149179885442e-01,9.970246686905064326e-01
3.300000000000001821e-01,1.224234290048603763e-01,-2.750648859264882007e-01,-6.083629519579984990e-01,1.084374676274425298e+00,0.000000000000000000e+00,-2.971784949418181943e-01,1.253796909456407482e-01,-2.803150903778968139e-01,-5.489731679437555023e-01,8.582539933042627744e-01
3.350000000000001865e-01,1.193397144423631595e-01,-2.695610617471415060e-01,-6.249138282215251916e-01,1.116749953557095054e+00,0.000000000000000000e+00,-2.663311135588148915e-01,1.224234290048603763e-01,-2.750648859264882007e-01,-3.641560130555199226e-01,1.300252177609419135e+00
3.400000000000001910e-01,1.161650954046457573e-01,-2.638781721344114484e-01,-6.447197380302363001e-01,1.155991143609572003e+00,0.000000000000000000e+00,-1.655085710140429267e-01,1.193397144423631595e-01,-2.695610617471415060e-01,-7.245558875499237272e-01,1.240368427224457726e+00
3.450000000000001954e-01,1.128575569857123012e-01,-2.579288239419662565e-01,-6.780821430913025472e-01,1.223335702187587470e+00,0.000000000000000000e+00,-2.693470643326190683e-01,1.161650954046457573e-01,-2.638781721344114484e-01,-3.625449844194730820e-01,9.867837304312123692e-01
3.500000000000001998e-01,1.094248768012937717e-01,-2.517282239474671890e-01,-6.947517846063717695e-01,1.256441058593947391e+00,0.000000000000000000e+00,-1.340175112318265638e-01,1.128575569857123012e-01,-2.579288239419662565e-01,-6.520756207264086779e-01,1.369654965474952801e+00
3.550000000000002043e-01,1.058622401989973566e-01,-2.452656165998930715e-01,-7.300701796453425985e-01,1.328151183545858816e+00,0.000000000000000000e+00,-2.264301629093750101e-01,1.094248768012937717e-01,-2.517282239474671890e-01,-5.313464044626237115e-01,9.878718897217229067e-01
3.600000000000002087e-01,1.021610057964285473e-01,-2.385223302548295232e-01,-7.501653247930285540e-01,1.368660068383126482e+00,0.000000000000000000e+00,-3.282026284789109072e-01,1.058622401989973566e-01,-2.452656165998930715e-01,-9.666439568073557087e-01,1.323206039857803606e+00
3.650000000000002132e-01,9.840127857293169689e-02,-2.316625902338827758e-01,-7.534460325580636386e-01,1.374688526318249115e+00,0.000000000000000000e+00,-1.373621778224754786e-01,1.021610057964285473e-01,-2.385223302548295232e-01,-1.088849266521904502e+00,1.706221239231749509e+00
3.700000000000002176e-01,9.455773520742179195e-02,-2.246333415085790541e-01,-7.837080835250544997e-01,1.436498398772838359e+00,0.000000000000000000e+00,-2.694675124957828238e-01,9.840127857293169689e-02,-2.316625902338827758e-01,-4.204008950510871867e-01,1.167561451048749976e+00
