Controller,Swingup Time,Energy,Max. Torque,Integrated Torque,Torque Cost,Torque Smoothness,Real AI Score,Username
ilqr_ilqrmpc_lqr,7.153999999999433,10.7911983487138,4.471239408989021,2.6147470758542855,2.338671762621539,0.07576386179112829,0.5548201317510222,fwiebe
ilqr_tvlqr,6.163999999999543,10.926980154689444,6.0,2.270418027538896,2.5074202629154856,0.09470313187263525,0.5442935543770113,fwiebe
ilqr_riccati_lqr,6.651999999999489,10.686491892242277,3.0134004242700265,2.345633617044353,2.198482617238568,0.013279244438384252,0.6254332197268986,fwiebe
pflcol_lqr,6.91599999999946,29.07156964459344,5.0,7.117329337416389,18.794622137227805,0.25149806092472554,0.5287772678598882,fwiebe
ilqrfree,3.1939999999998694,29.37099305616813,6.0,3.4608093441285797,12.107374673838972,0.04543146554419229,0.6599467777605067,fwiebe
