time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,pos_filt1,pos_filt2,vel_filt1,vel_filt2,tau_con1,tau_con2,tau_fric1,tau_fric2,tau_meas1,tau_meas2,tau_pert1,tau_pert2
0.000000000000000000e+00,1.907377737087045944e-04,-1.907377737087045944e-04,-2.747252747252915128e-02,-5.494505494507251342e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.208262288217298419e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.930402930402919992e-03,-2.930402930402919992e-03,0.000000000000000000e+00,-3.533283313745150446e-94
7.150888442993164062e-03,1.907377737087045944e-04,-1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.907377737087045944e-04,-1.907377737087045944e-04,-2.747252747252915128e-02,-5.494505494507251342e-03,-4.144531666980036944e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.791208791208759976e-03,-2.930402930402919992e-03,0.000000000000000000e+00,-5.660970468402776207e-94
1.229953765869140625e-02,-1.907377737087045944e-04,-1.907377737087045944e-04,-7.409235538018194012e-02,0.000000000000000000e+00,1.907377737087045944e-04,-1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,-4.837370471984340226e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.373626373626365194e-01,-2.930402930402919992e-03,0.000000000000000000e+00,-9.065214863416239740e-94
1.718354225158691406e-02,-1.716639963378341349e-03,-1.907377737087045944e-04,-3.124284919570474162e-01,0.000000000000000000e+00,-1.907377737087045944e-04,-1.907377737087045944e-04,-7.409235538018194012e-02,0.000000000000000000e+00,-7.141102205640438294e-01,0.000000000000000000e+00,-2.259993430422286564e-01,0.000000000000000000e+00,-3.311355311355317355e-01,-8.791208791208759976e-03,0.000000000000000000e+00,-1.450908754166558729e-93
2.146029472351074219e-02,-4.386968795300205670e-03,-1.907377737087045944e-04,-6.243823671003012610e-01,0.000000000000000000e+00,-1.716639963378341349e-03,-1.907377737087045944e-04,-3.124284919570474162e-01,0.000000000000000000e+00,-6.774994421863362870e-01,0.000000000000000000e+00,-2.423623182947156895e-01,0.000000000000000000e+00,-4.249084249084251752e-01,-8.791208791208759976e-03,0.000000000000000000e+00,-2.321009328344270515e-93
2.496743202209472656e-02,-4.386968795300205670e-03,1.907377737087045944e-04,0.000000000000000000e+00,1.087712042443935434e-01,-4.386968795300205670e-03,-1.907377737087045944e-04,-6.243823671003012610e-01,0.000000000000000000e+00,-7.518915472460290239e-01,1.368123139293228319e-01,-2.400493337272329997e-01,1.368123139293228319e-01,-7.589743589743598307e-01,-1.465201465201459996e-02,0.000000000000000000e+00,-3.710978658669606105e-93
2.870011329650878906e-02,-5.149919890135024048e-03,1.907377737087045944e-04,-2.043976002088693233e-01,0.000000000000000000e+00,-4.386968795300205670e-03,1.907377737087045944e-04,0.000000000000000000e+00,1.087712042443935434e-01,-7.914561373764119612e-01,1.259288737652265455e-01,-2.410234444250323738e-01,1.259288737652265455e-01,-6.241758241758237347e-01,-2.930402930402919992e-03,0.000000000000000000e+00,-5.930274735251777674e-93
3.127026557922363281e-02,-5.912870984969842425e-03,1.907377737087045944e-04,-2.968505407115081818e-01,0.000000000000000000e+00,-5.149919890135024048e-03,1.907377737087045944e-04,-2.043976002088693233e-01,0.000000000000000000e+00,-7.993095678414897653e-01,1.137650737712115195e-01,-2.427075569003827871e-01,1.137650737712115195e-01,-7.003663003662996545e-01,4.395604395604379988e-02,0.000000000000000000e+00,-9.471874965955690907e-93
3.376603126525878906e-02,-6.675822079804660802e-03,1.907377737087045944e-04,-3.056982068083738957e-01,0.000000000000000000e+00,-5.912870984969842425e-03,1.907377737087045944e-04,-2.968505407115081818e-01,0.000000000000000000e+00,-8.094352277336209767e-01,1.007140076121488814e-01,-2.437888290229227040e-01,1.007140076121488814e-01,-7.472527472527463743e-01,3.223443223443211991e-02,0.000000000000000000e+00,-1.512069959612123236e-92
3.592753410339355469e-02,-7.438773174639479180e-03,1.335164415960932160e-03,-3.529725158691879860e-01,5.294587738037819236e-01,-6.675822079804660802e-03,1.907377737087045944e-04,-3.056982068083738957e-01,0.000000000000000000e+00,-7.840995312647104365e-01,1.781839255689339208e-01,-2.447798774836126290e-01,1.781839255689339208e-01,-7.941391941391948706e-01,-2.051282051282043994e-02,0.000000000000000000e+00,-2.412584871364100505e-92
