time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,pos_filt1,pos_filt2,vel_filt1,vel_filt2,pos_des1,pos_des2,vel_des1,vel_des2,tau_con1,tau_con2,tau_fric1,tau_fric2,tau_meas1,tau_meas2,tau_des1,tau_des2,tau_pert1,tau_pert2
0.000000000000000000e+00,1.907377737087045944e-04,-1.907377737087045944e-04,-9.340659340659485110e-02,-5.494505494507251342e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.768428935649077299e-03,-1.091478402004788961e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.791208791208759976e-03,-2.930402930402919992e-03,0.000000000000000000e+00,-1.088840000000000030e+00,3.620761839488215728e-140,-2.823641636412140271e-38
3.277778625488281250e-03,1.907377737087045944e-04,-1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.907377737087045944e-04,-1.907377737087045944e-04,-9.340659340659485110e-02,-5.494505494507251342e-03,2.410279999999999901e-05,-4.996250000000000148e-05,4.820519999999999666e-02,-9.992429999999999368e-02,5.350013695946220782e-02,-1.111109330215522828e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.930402930402919992e-03,-8.791208791208759976e-03,0.000000000000000000e+00,-1.064030000000000031e+00,6.254997656275463032e-140,-3.925949927569428162e-38
6.787300109863281250e-03,1.907377737087045944e-04,-5.722133211261137831e-04,0.000000000000000000e+00,-1.086973107632492608e-01,1.907377737087045944e-04,-1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,9.585969999999999973e-05,-1.987070000000000069e-04,9.530750000000000333e-02,-1.975629999999999886e-01,9.971460570369330978e-02,-1.260379126782200876e+00,0.000000000000000000e+00,-1.367813449773218892e-01,8.791208791208759976e-03,-4.307692307692310152e-01,0.000000000000000000e+00,-1.039730000000000043e+00,1.080069864597242492e-139,-5.455134494913485634e-38
1.073098182678222656e-02,1.907377737087045944e-04,-9.536888685435229718e-04,0.000000000000000000e+00,-9.673081521280629813e-02,1.907377737087045944e-04,-5.722133211261137831e-04,0.000000000000000000e+00,-1.086973107632492608e-01,2.141769999999999926e-04,-4.439679999999999885e-04,1.413260000000000072e-01,-2.929550000000000209e-01,1.463019892790329290e-01,-1.270300504285615251e+00,0.000000000000000000e+00,-1.258936284599398714e-01,3.809523809523795990e-02,-7.589743589743598307e-01,0.000000000000000000e+00,-1.015949999999999909e+00,1.864120798768820888e-139,-7.575158006541422419e-38
1.515269279479980469e-02,5.722133211261137831e-04,-2.479591058213159727e-03,8.627328881888433887e-02,-3.450931552755373555e-01,1.907377737087045944e-04,-9.536888685435229718e-04,0.000000000000000000e+00,-9.673081521280629813e-02,3.779799999999999827e-04,-7.835160000000000518e-04,1.862779999999999991e-01,-3.861379999999999812e-01,1.984804250189211028e-01,-1.317380278082362466e+00,0.000000000000000000e+00,-1.741783084701098716e-01,8.498168498168467977e-02,-1.028571428571428470e+00,0.000000000000000000e+00,-9.926599999999999868e-01,3.215835025248691660e-139,-1.051243822679808443e-37
2.073454856872558594e-02,1.335164415960932160e-03,-5.531395437552433236e-03,1.366841290308413726e-01,-5.467365161233654902e-01,5.722133211261137831e-04,-2.479591058213159727e-03,8.627328881888433887e-02,-3.450931552755373555e-01,5.862120000000000178e-04,-1.215160000000000068e-03,2.301819999999999977e-01,-4.771509999999999918e-01,4.418076963409631741e-01,-1.316293106349126329e+00,1.952448731359414935e-01,-1.818485103758152310e-01,1.377289377289372396e-01,-1.151648351648351110e+00,0.000000000000000000e+00,-9.698649999999999771e-01,5.545120340106278356e-139,-1.457943670836031392e-37
2.634286880493164062e-02,1.716639963378341349e-03,-1.125352864881357107e-02,6.801957294711682978e-02,-1.020293594206752363e+00,1.335164415960932160e-03,-5.531395437552433236e-03,1.366841290308413726e-01,-5.467365161233654902e-01,8.378329999999999588e-04,-1.736759999999999953e-03,2.730569999999999942e-01,-5.660300000000000331e-01,4.904340301516304512e-01,-1.283847127952019163e+00,1.827294739589939432e-01,-1.853589818088859087e-01,1.904761904761897995e-01,-1.186813186813186149e+00,0.000000000000000000e+00,-9.475540000000000074e-01,9.557090443124881840e-139,-2.020707997185393087e-37
3.193211555480957031e-02,4.005493247882796481e-03,-1.850156404974434565e-02,4.095101517130987356e-01,-1.296782147091479320e+00,1.716639963378341349e-03,-1.125352864881357107e-02,6.801957294711682978e-02,-1.020293594206752363e+00,1.131819999999999962e-03,-2.346179999999999793e-03,3.149190000000000045e-01,-6.528119999999999479e-01,5.619980507808771675e-01,-1.237575171222938808e+00,2.353838230211039995e-01,-1.867880726693036397e-01,3.076923076923083755e-01,-1.204395604395603669e+00,0.000000000000000000e+00,-9.257170000000000121e-01,1.646409722166600331e-138,-2.798929134916810137e-37
3.920173645019531250e-02,1.010910200656134350e-02,-3.070878156710143969e-02,8.396048221101460873e-01,-1.679209644220292175e+00,4.005493247882796481e-03,-1.850156404974434565e-02,4.095101517130987356e-01,-1.296782147091479320e+00,1.467180000000000003e-03,-3.041359999999999897e-03,3.557850000000000179e-01,-7.375329999999999941e-01,5.647895294761514640e-01,-1.175717526861259854e+00,2.451121292740171820e-01,-1.876885996574279292e-01,1.435897435897430796e-01,-1.169230769230768630e+00,0.000000000000000000e+00,-9.043470000000000120e-01,2.834964687537430676e-138,-3.874411746598532193e-37
4.194998741149902344e-02,1.316090638590061701e-02,-3.604943923094516833e-02,1.110453310963844142e+00,-1.943293294186727360e+00,1.010910200656134350e-02,-3.070878156710143969e-02,8.396048221101460873e-01,-1.679209644220292175e+00,1.842909999999999904e-03,-3.820249999999999861e-03,3.956729999999999969e-01,-8.202279999999999571e-01,5.199618238354237754e-01,-1.104020773696886559e+00,2.479390297595419623e-01,-1.882950759187439205e-01,2.373626373626365194e-01,-1.134065934065933590e+00,0.000000000000000000e+00,-8.834359999999999991e-01,4.879270450569457425e-138,-5.359757861020507626e-37
