time,pos1,pos2,vel1,vel2,tau1,tau2,K11,K12,K13,K14,K21,K22,K23,K24,k1,k2
0, 0, 0, 0, 0, -0.809718, 0, 0.773068, -0.436849, -0.0725241, -0.10635, 0, 0, 0, 0, -0.000315012, 0
0.001, -5.59269e-06, 1.255e-05, -0.0111853, 0.0250999, -0.807911, 0, 0.767786, -0.440382, -0.07292, -0.105085, 0, 0, 0, 0, -0.000309796, 0
0.002, -2.23579e-05, 5.0171e-05, -0.0223449, 0.0501414, -0.806087, 0, 0.762538, -0.4438, -0.0733143, -0.103833, 0, 0, 0, 0, -0.00030463, 0
0.003, -5.02693e-05, 0.000112803, -0.0334777, 0.0751218, -0.804247, 0, 0.757325, -0.447105, -0.0737068, -0.102595, 0, 0, 0, 0, -0.000299504, 0
0.004, -8.92997e-05, 0.000200384, -0.0445827, 0.100038, -0.802391, 0, 0.752144, -0.4503, -0.0740978, -0.10137, 0, 0, 0, 0, -0.000294417, 0
0.005, -0.000139421, 0.000312848, -0.055659, 0.124888, -0.800519, 0, 0.746996, -0.453387, -0.0744873, -0.100158, 0, 0, 0, 0, -0.000289367, 0
0.006, -0.000200603, 0.000450126, -0.0667055, 0.149668, -0.798631, 0, 0.74188, -0.456367, -0.0748753, -0.0989582, 0, 0, 0, 0, -0.000284355, 0
0.007, -0.000272817, 0.000612149, -0.0777212, 0.174375, -0.796728, 0, 0.736794, -0.459244, -0.0752619, -0.0977712, 0, 0, 0, 0, -0.000279378, 0
0.008, -0.000356031, 0.000798842, -0.0887052, 0.199007, -0.794809, 0, 0.731738, -0.46202, -0.0756472, -0.0965966, 0, 0, 0, 0, -0.000274436, 0
0.009, -0.000450212, 0.00101013, -0.0996564, 0.223562, -0.792876, 0, 0.726711, -0.464695, -0.0760312, -0.0954343, 0, 0, 0, 0, -0.000269528, 0
0.01, -0.000555328, 0.00124593, -0.110574, 0.248035, -0.790928, 0, 0.721712, -0.467273, -0.0764141, -0.0942842, 0, 0, 0, 0, -0.000264653, 0
0.011, -0.000671344, 0.00150616, -0.121457, 0.272426, -0.788965, 0, 0.716742, -0.469755, -0.0767957, -0.093146, 0, 0, 0, 0, -0.000259811, 0
0.012, -0.000798225, 0.00179074, -0.132304, 0.29673, -0.786988, 0, 0.711798, -0.472144, -0.0771763, -0.0920197, 0, 0, 0, 0, -0.000255, 0
0.013, -0.000935935, 0.00209958, -0.143115, 0.320945, -0.784997, 0, 0.706881, -0.47444, -0.0775558, -0.0909051, 0, 0, 0, 0, -0.000250219, 0
0.014, -0.00108444, 0.00243259, -0.153888, 0.345069, -0.782992, 0, 0.701989, -0.476647, -0.0779344, -0.0898021, 0, 0, 0, 0, -0.000245469, 0
0.015, -0.00124369, 0.00278968, -0.164622, 0.369098, -0.780973, 0, 0.697122, -0.478764, -0.078312, -0.0887106, 0, 0, 0, 0, -0.000240747, 0
0.016, -0.00141366, 0.00317074, -0.175317, 0.39303, -0.778941, 0, 0.69228, -0.480796, -0.0786887, -0.0876305, 0, 0, 0, 0, -0.000236054, 0
0.017, -0.00159431, 0.00357569, -0.185972, 0.416863, -0.776896, 0, 0.687461, -0.482742, -0.0790646, -0.0865615, 0, 0, 0, 0, -0.000231388, 0
