time,pos1,pos2,vel1,vel2,tau1,tau2,K11,K12,K13,K14,K21,K22,K23,K24,k1,k2
0, 0, 0, 0, 0, 0, -1.08884, 0, 0, 0, 0, -0.0941922, -0.055797, 0.000331507, -0.00115085, 0, 1.55387e-08
0.001, 2.41028e-05, -4.99625e-05, 0.0482052, -0.0999243, 0, -1.06403, 0, 0, 0, 0, -0.0944823, -0.0556776, 0.000477989, -0.00105943, 0, 1.62213e-08
0.002, 9.58597e-05, -0.000198707, 0.0953075, -0.197563, 0, -1.03973, 0, 0, 0, 0, -0.0947597, -0.0555488, 0.000625027, -0.000968264, 0, 1.69023e-08
0.003, 0.000214177, -0.000443968, 0.141326, -0.292955, 0, -1.01595, 0, 0, 0, 0, -0.0950242, -0.0554108, 0.000772583, -0.000877365, 0, 1.75815e-08
0.004, 0.00037798, -0.000783516, 0.186278, -0.386138, 0, -0.99266, 0, 0, 0, 0, -0.0952758, -0.0552636, 0.000920619, -0.000786762, 0, 1.82589e-08
0.005, 0.000586212, -0.00121516, 0.230182, -0.477151, 0, -0.969865, 0, 0, 0, 0, -0.0955145, -0.0551073, 0.0010691, -0.000696479, 0, 1.89344e-08
0.006, 0.000837833, -0.00173676, 0.273057, -0.56603, 0, -0.947554, 0, 0, 0, 0, -0.0957401, -0.054942, 0.00121798, -0.00060654, 0, 1.9608e-08
0.007, 0.00113182, -0.00234618, 0.314919, -0.652812, 0, -0.925717, 0, 0, 0, 0, -0.0959526, -0.0547678, 0.00136723, -0.000516969, 0, 2.02796e-08
0.008, 0.00146718, -0.00304136, 0.355785, -0.737533, 0, -0.904347, 0, 0, 0, 0, -0.0961519, -0.0545847, 0.00151681, -0.00042779, 0, 2.09491e-08
0.009, 0.00184291, -0.00382025, 0.395673, -0.820228, 0, -0.883436, 0, 0, 0, 0, -0.096338, -0.0543929, 0.00166668, -0.000339028, 0, 2.16164e-08
0.01, 0.00225805, -0.00468083, 0.434599, -0.900932, 0, -0.862974, 0, 0, 0, 0, -0.0965107, -0.0541924, 0.00181679, -0.000250707, 0, 2.22815e-08
0.011, 0.00271164, -0.00562114, 0.47258, -0.979678, 0, -0.842956, 0, 0, 0, 0, -0.0966701, -0.0539834, 0.00196712, -0.00016285, 0, 2.29444e-08
