time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,pos_filt1,pos_filt2,vel_filt1,vel_filt2,pos_des1,pos_des2,vel_des1,vel_des2,tau_con1,tau_con2,tau_fric1,tau_fric2,tau_meas1,tau_meas2,tau_des1,tau_des2,tau_pert1,tau_pert2
0.000000000000000000e+00,1.907377737087045944e-04,-1.907377737087045944e-04,-2.747252747252915128e-02,-5.494505494507251342e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.208262288217298419e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.791208791208759976e-03,-2.930402930402919992e-03,-3.217380000000000240e-01,0.000000000000000000e+00,4.308806631086187444e-259,0.000000000000000000e+00
5.854368209838867188e-03,1.907377737087045944e-04,-1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.907377737087045944e-04,-1.907377737087045944e-04,-2.747252747252915128e-02,-5.494505494507251342e-03,-4.372380000000000140e-06,7.122040000000000000e-06,-8.744699999999999349e-03,1.424399999999999972e-02,-3.973869124061814029e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.930402930402919992e-03,-8.791208791208759976e-03,-3.223719999999999919e-01,0.000000000000000000e+00,1.242738053002756770e-258,0.000000000000000000e+00
7.854461669921875000e-03,1.907377737087045944e-04,-1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.907377737087045944e-04,-1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,-1.749780000000000042e-05,2.850160000000000169e-05,-1.750590000000000132e-02,2.851470000000000046e-02,-4.237281722355863978e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.787545787545781195e-01,-8.791208791208759976e-03,-3.229929999999999746e-01,0.000000000000000000e+00,3.580896168705345755e-258,0.000000000000000000e+00
9.854555130004882812e-03,-1.907377737087045944e-04,-1.907377737087045944e-04,-1.907288609411168234e-01,0.000000000000000000e+00,1.907377737087045944e-04,-1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,-3.939229999999999891e-05,6.416440000000000522e-05,-2.628269999999999912e-02,4.281039999999999845e-02,-6.221753765715700712e-01,0.000000000000000000e+00,-2.103442828704852330e-01,0.000000000000000000e+00,-2.608058608058616556e-01,-8.791208791208759976e-03,-3.236020000000000008e-01,0.000000000000000000e+00,1.030845072818536600e-257,0.000000000000000000e+00
1.185464859008789062e-02,-5.722133211261137831e-04,-1.907377737087045944e-04,-1.907288609411168234e-01,0.000000000000000000e+00,-1.907377737087045944e-04,-1.907377737087045944e-04,-1.907288609411168234e-01,0.000000000000000000e+00,-7.007080000000000003e-05,1.141350000000000041e-04,-3.507400000000000101e-02,5.712919999999999804e-02,-6.359813707820205497e-01,0.000000000000000000e+00,-2.282563432131401449e-01,0.000000000000000000e+00,-3.076923076923083755e-01,-8.791208791208759976e-03,-3.241990000000000149e-01,0.000000000000000000e+00,2.964726325927796780e-257,0.000000000000000000e+00
1.385474205017089844e-02,-9.536888685435229718e-04,-1.907377737087045944e-04,-1.907288609411168234e-01,0.000000000000000000e+00,-5.722133211261137831e-04,-1.907377737087045944e-04,-1.907288609411168234e-01,0.000000000000000000e+00,-1.095470000000000000e-04,1.784339999999999928e-04,-4.387869999999999965e-02,7.146929999999999950e-02,-6.441694091350759210e-01,0.000000000000000000e+00,-2.342958660760284251e-01,0.000000000000000000e+00,-4.483516483516485351e-01,-2.930402930402919992e-03,-3.247829999999999884e-01,0.000000000000000000e+00,8.518543774952065643e-257,0.000000000000000000e+00
1.585483551025390625e-02,-2.098115510795750538e-03,-1.907377737087045944e-04,-5.721865828233504425e-01,0.000000000000000000e+00,-9.536888685435229718e-04,-1.907377737087045944e-04,-1.907288609411168234e-01,0.000000000000000000e+00,-1.578349999999999957e-04,2.570839999999999801e-04,-5.269589999999999691e-02,8.582879999999999676e-02,-5.829121682493254575e-01,0.000000000000000000e+00,-2.430540236655660824e-01,0.000000000000000000e+00,-4.600732600732602151e-01,-2.930402930402919992e-03,-3.253550000000000053e-01,0.000000000000000000e+00,2.445319710600130482e-256,0.000000000000000000e+00
1.843357086181640625e-02,-3.624017700465387293e-03,-1.907377737087045944e-04,-5.917250053383983355e-01,0.000000000000000000e+00,-2.098115510795750538e-03,-1.907377737087045944e-04,-5.721865828233504425e-01,0.000000000000000000e+00,-2.149460000000000118e-04,3.501019999999999762e-04,-6.152450000000000280e-02,1.002060000000000034e-01,-5.397868252028746872e-01,0.000000000000000000e+00,-2.456618701823261031e-01,0.000000000000000000e+00,-4.366300366300368552e-01,-8.791208791208759976e-03,-3.259139999999999815e-01,0.000000000000000000e+00,7.012864971315865413e-256,0.000000000000000000e+00
2.053189277648925781e-02,-4.768444342717614859e-03,-1.907377737087045944e-04,-5.454008911833981843e-01,0.000000000000000000e+00,-3.624017700465387293e-03,-1.907377737087045944e-04,-5.917250053383983355e-01,0.000000000000000000e+00,-2.808900000000000025e-04,4.575049999999999777e-04,-7.036349999999999549e-02,1.145990000000000064e-01,-5.138911283106624150e-01,0.000000000000000000e+00,-2.467252487769788505e-01,0.000000000000000000e+00,-6.945054945054938145e-01,-1.465201465201459996e-02,-3.264599999999999724e-01,0.000000000000000000e+00,2.009300279230174886e-255,0.000000000000000000e+00
2.253198623657226562e-02,-4.768444342717614859e-03,-1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,-4.768444342717614859e-03,-1.907377737087045944e-04,-5.454008911833981843e-01,0.000000000000000000e+00,-3.556780000000000054e-04,5.793079999999999497e-04,-7.921190000000000175e-02,1.290050000000000086e-01,-6.066821808292032214e-01,0.000000000000000000e+00,-2.454297093648706019e-01,0.000000000000000000e+00,-7.413919413919405343e-01,-8.791208791208759976e-03,-3.269940000000000069e-01,0.000000000000000000e+00,5.751534797143650754e-255,0.000000000000000000e+00
