time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,pos_filt1,pos_filt2,vel_filt1,vel_filt2,tau_con1,tau_con2,tau_fric1,tau_fric2,tau_meas1,tau_meas2
0.000000000000000000e+00,-1.907377737087045944e-04,5.722133211261137831e-04,5.494505494507251342e-03,1.043956043956058011e-01,-1.907377737087045944e-04,5.722133211261137831e-04,5.494505494507251342e-03,1.043956043956058011e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.930402930402919992e-03,2.930402930402919992e-03
3.560543060302734375e-03,-1.907377737087045944e-04,1.907377737087045944e-04,-6.043956043956200119e-02,7.142857142857295116e-02,-1.907377737087045944e-04,1.907377737087045944e-04,-6.043956043956200119e-02,7.142857142857295116e-02,-1.007404676072553565e-03,-5.999023173160058509e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.930402930402919992e-03,2.930402930402919992e-03
6.811618804931640625e-03,1.907377737087045944e-04,1.907377737087045944e-04,7.142857142857295116e-02,-6.043956043956200119e-02,1.907377737087045944e-04,1.907377737087045944e-04,7.142857142857295116e-02,-6.043956043956200119e-02,2.078509206156169825e-02,-5.998516578299312174e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.791208791208759976e-03,-3.838827838827842953e-01
1.019310951232910156e-02,-1.907377737087045944e-04,-1.335164415960932160e-03,-1.263736263736277010e-01,-4.120879120879124002e-01,-1.907377737087045944e-04,-1.335164415960932160e-03,-1.263736263736277010e-01,-4.120879120879124002e-01,4.058576872074515229e-02,-5.996308544610279290e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.051282051282043994e-02,-4.835164835164835750e-01
1.343107223510742188e-02,1.907377737087045944e-04,-2.098115510795750538e-03,1.043956043956058011e-01,-1.813186813186824509e-01,1.907377737087045944e-04,-2.098115510795750538e-03,1.043956043956058011e-01,-1.813186813186824509e-01,6.106558294767407830e-02,-5.992254554210437734e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.809523809523795990e-02,-5.597069597069594948e-01
1.650428771972656250e-02,1.907377737087045944e-04,-3.242542153047978104e-03,7.142857142857295116e-02,-5.659340659340656998e-01,1.907377737087045944e-04,-3.242542153047978104e-03,7.142857142857295116e-02,-5.659340659340656998e-01,8.055108879437025693e-02,-5.986702781564248177e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.395604395604379988e-02,-5.421245421245419749e-01
1.850438117980957031e-02,1.907377737087045944e-04,-4.386968795300205670e-03,3.846153846154010125e-02,-7.967032967032956492e-01,1.907377737087045944e-04,-4.386968795300205670e-03,3.846153846154010125e-02,-7.967032967032956492e-01,9.891870358795043505e-02,-5.979930938663924334e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.153846153846131983e-02,-5.538461538461536549e-01
2.050471305847167969e-02,5.722133211261137831e-04,-5.531395437552433236e-03,1.703296703296715009e-01,-5.989010989010985497e-01,5.722133211261137831e-04,-5.531395437552433236e-03,1.703296703296715009e-01,-5.989010989010985497e-01,1.108004748884633406e-01,-5.974741477492906405e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.912087912087883979e-02,-5.772893772893770148e-01
2.250480651855468750e-02,9.536888685435229718e-04,-6.294346532387251614e-03,1.923076923076934008e-01,-3.791208791208795503e-01,9.536888685435229718e-04,-6.294346532387251614e-03,1.923076923076934008e-01,-3.791208791208795503e-01,1.226227607333899988e-01,-5.968937074592030045e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.084249084249051975e-02,-5.772893772893770148e-01
2.450489997863769531e-02,1.335164415960932160e-03,-7.820248722056888369e-03,1.373626373626386510e-01,-7.637362637362627993e-01,1.335164415960932160e-03,-7.820248722056888369e-03,1.373626373626386510e-01,-7.637362637362627993e-01,1.343793411145071393e-01,-5.962521294215366030e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.670329670329635974e-02,-5.597069597069594948e-01
2.650499343872070312e-02,2.098115510795750538e-03,-9.727626459143934312e-03,3.241758241758248005e-01,-9.175824175824160989e-01,2.098115510795750538e-03,-9.727626459143934312e-03,3.241758241758248005e-01,-9.175824175824160989e-01,1.460682273357069849e-01,-5.955495661493477311e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.084249084249080397e-01,-5.831501831501828548e-01
2.850508689880371094e-02,2.479591058213159727e-03,-1.087205310139616188e-02,2.252747252747262507e-01,-5.329670329670328499e-01,2.479591058213159727e-03,-1.087205310139616188e-02,2.252747252747262507e-01,-5.329670329670328499e-01,1.576860179116109373e-01,-5.947862356815946105e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.201465201465197197e-01,-5.831501831501828548e-01
3.050518035888671875e-02,2.861066605630568915e-03,-1.316090638590061701e-02,3.241758241758248005e-01,-1.016483516483518201e+00,2.861066605630568915e-03,-1.316090638590061701e-02,3.241758241758248005e-01,-1.016483516483518201e+00,1.692293113568403562e-01,-5.939623560572352412e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.318681318681313996e-01,-5.597069597069594948e-01
3.250527381896972656e-02,3.624017700465387293e-03,-1.430533302815284458e-02,3.571428571428576504e-01,-7.307692307692299494e-01,3.624017700465387293e-03,-1.430533302815284458e-02,3.571428571428576504e-01,-7.307692307692299494e-01,1.806947061860165460e-01,-5.930781453152275118e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.494505494505489196e-01,-5.245421245421244549e-01
