time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,pos_filt1,pos_filt2,vel_filt1,vel_filt2,pos_des1,pos_des2,vel_des1,vel_des2,tau_con1,tau_con2,tau_fric1,tau_fric2,tau_meas1,tau_meas2,tau_des1,tau_des2
0.000000000000000000e+00,-1.907377737087045944e-04,1.907377737087045944e-04,7.142857142857295116e-02,7.142857142857295116e-02,-1.907377737087045944e-04,1.907377737087045944e-04,7.142857142857295116e-02,7.142857142857295116e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.930402930402919992e-03,2.930402930402919992e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.762245178222656250e-03,-1.907377737087045944e-04,1.907377737087045944e-04,1.043956043956058011e-01,5.494505494507251342e-03,-1.907377737087045944e-04,1.907377737087045944e-04,1.043956043956058011e-01,5.494505494507251342e-03,1.402989999999999928e-05,-4.943589999999999877e-05,2.805440000000000364e-02,-9.885940000000000005e-02,-2.390503843272995255e-02,9.171802459635003402e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.791208791208759976e-03,2.930402930402919992e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.148027420043945312e-03,-1.907377737087045944e-04,1.907377737087045944e-04,3.846153846154010125e-02,1.373626373626386510e-01,-1.907377737087045944e-04,1.907377737087045944e-04,3.846153846154010125e-02,1.373626373626386510e-01,5.571989999999999485e-05,-1.963620000000000014e-04,5.531990000000000518e-02,-1.949789999999999857e-01,-6.205018325520228473e-03,3.032566953069526505e-02,0.000000000000000000e+00,0.000000000000000000e+00,-8.791208791208759976e-03,6.739926739926715982e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.584260940551757812e-03,-1.907377737087045944e-04,1.907377737087045944e-04,-2.747252747252915128e-02,3.846153846154010125e-02,-1.907377737087045944e-04,1.907377737087045944e-04,-2.747252747252915128e-02,3.846153846154010125e-02,1.242899999999999908e-04,-4.380690000000000235e-04,8.181349999999999734e-02,-2.884189999999999809e-01,5.844935306585785639e-01,-2.030685327663146467e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.791208791208759976e-03,4.981684981684963986e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.007580757141113281e-02,-1.907377737087045944e-04,1.907377737087045944e-04,7.142857142857295116e-02,-1.593406593406605509e-01,-1.907377737087045944e-04,1.907377737087045944e-04,7.142857142857295116e-02,-1.593406593406605509e-01,2.189749999999999965e-04,-7.719050000000000303e-04,1.075519999999999948e-01,-3.792369999999999908e-01,2.900677743741209014e-01,-1.006349222727074277e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.549450549450558157e-01,-8.937728937728941503e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.132321357727050781e-02,-1.907377737087045944e-04,-5.722133211261137831e-04,3.846153846154010125e-02,-3.791208791208795503e-01,-1.907377737087045944e-04,-5.722133211261137831e-04,3.846153846154010125e-02,-3.791208791208795503e-01,3.390299999999999846e-04,-1.195279999999999954e-03,1.325510000000000022e-01,-4.674899999999999611e-01,3.259862167344795836e-01,-1.133755132900651219e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.549450549450558157e-01,-8.644688644688649504e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.282310485839843750e-02,1.907377737087045944e-04,-1.335164415960932160e-03,1.373626373626386510e-01,-5.109890109890109500e-01,1.907377737087045944e-04,-1.335164415960932160e-03,1.373626373626386510e-01,-5.109890109890109500e-01,4.837230000000000306e-04,-1.705649999999999961e-03,1.568279999999999952e-01,-5.532340000000000035e-01,2.985000650478930595e-01,-5.656490760321730704e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.725274725274733356e-01,-8.586080586080591104e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.403474807739257812e-02,1.907377737087045944e-04,-1.716639963378341349e-03,3.846153846154010125e-02,-4.780219780219781001e-01,1.907377737087045944e-04,-1.716639963378341349e-03,3.846153846154010125e-02,-4.780219780219781001e-01,6.523399999999999511e-04,-2.300539999999999790e-03,1.803970000000000018e-01,-6.365220000000000322e-01,1.393650460052420215e-01,-8.234790848406613462e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.783882783882791756e-01,-6.593406593406587746e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.532530784606933594e-02,1.907377737087045944e-04,-2.861066605630568915e-03,5.494505494507251342e-03,-7.637362637362627993e-01,1.907377737087045944e-04,-2.861066605630568915e-03,5.494505494507251342e-03,-7.637362637362627993e-01,8.441789999999999147e-04,-2.977510000000000052e-03,2.032740000000000102e-01,-7.174070000000000169e-01,3.260924229409045139e-01,-8.977112742413684288e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.256410256410248394e-01,-6.417582417582412546e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.657080650329589844e-02,5.722133211261137831e-04,-4.386968795300205670e-03,1.923076923076934008e-01,-1.049450549450551051e+00,5.722133211261137831e-04,-4.386968795300205670e-03,1.923076923076934008e-01,-1.049450549450551051e+00,1.058560000000000056e-03,-3.734190000000000079e-03,2.254739999999999800e-01,-7.959430000000000671e-01,3.647121348566617627e-01,-5.540264149879003952e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.725274725274733356e-01,-6.945054945054938145e-01,0.000000000000000000e+00,0.000000000000000000e+00
