time,pos1,pos2,vel1,vel2,tau1,tau2,K11,K12,K13,K14,K21,K22,K23,K24,k1,k2
0, 0, 0, 0, 0, 0, -0.511829, 0, 0, 0, 0, 0.076698, 0.0447073, 0.0153354, 0.00489644, 0, 1.03424e-07
0.001, 1.48175e-05, -2.8721e-05, 0.0296346, -0.0574414, 0, -0.471224, 0, 0, 0, 0, 0.0775371, 0.0452498, 0.0150467, 0.00473626, 0, 1.0379e-07
0.002, 5.80926e-05, -0.000112602, 0.0569149, -0.110319, 0, -0.433841, 0, 0, 0, 0, 0.0783566, 0.0457817, 0.0147546, 0.00457412, 0, 1.04143e-07
0.003, 0.000127563, -0.000247258, 0.0820242, -0.15899, 0, -0.399429, 0, 0, 0, 0, 0.0791565, 0.0463027, 0.0144593, 0.00441004, 0, 1.04482e-07
0.004, 0.000221142, -0.000428646, 0.105132, -0.203781, 0, -0.367755, 0, 0, 0, 0, 0.0799363, 0.0468127, 0.0141607, 0.00424407, 0, 1.04809e-07
0.005, 0.000336905, -0.000653036, 0.126393, -0.244995, 0, -0.338606, 0, 0, 0, 0, 0.0806961, 0.0473115, 0.0138589, 0.00407623, 0, 1.05123e-07
0.006, 0.000473079, -0.000916992, 0.145953, -0.282911, 0, -0.311784, 0, 0, 0, 0, 0.0814355, 0.047799, 0.0135541, 0.00390657, 0, 1.05425e-07
0.007, 0.000628028, -0.00121734, 0.163943, -0.317786, 0, -0.287109, 0, 0, 0, 0, 0.0821544, 0.048275, 0.0132462, 0.00373512, 0, 1.05713e-07
0.008, 0.000800244, -0.00155117, 0.180485, -0.349857, 0, -0.264411, 0, 0, 0, 0, 0.0828525, 0.0487394, 0.0129353, 0.00356191, 0, 1.05989e-07
0.009, 0.000988334, -0.00191577, 0.195693, -0.379342, 0, -0.243538, 0, 0, 0, 0, 0.0835297, 0.0491921, 0.0126216, 0.00338699, 0, 1.06252e-07
0.01, 0.00119102, -0.00230867, 0.209669, -0.406442, 0, -0.224345, 0, 0, 0, 0, 0.0841858, 0.0496329, 0.012305, 0.00321038, 0, 1.06503e-07
0.011, 0.00140711, -0.00272756, 0.222511, -0.431344, 0, -0.206703, 0, 0, 0, 0, 0.0848206, 0.0500618, 0.0119857, 0.00303213, 0, 1.06741e-07
0.012, 0.00163552, -0.00317035, 0.234306, -0.454219, 0, -0.19049, 0, 0, 0, 0, 0.0854339, 0.0504786, 0.0116637, 0.00285227, 0, 1.06966e-07
0.013, 0.00187524, -0.00363507, 0.245135, -0.475224, 0, -0.175593, 0, 0, 0, 0, 0.0860257, 0.0508832, 0.0113391, 0.00267084, 0, 1.07178e-07
0.014, 0.00212535, -0.00411994, 0.255073, -0.494505, 0, -0.161911, 0, 0, 0, 0, 0.0865956, 0.0512755, 0.0110119, 0.00248787, 0, 1.07378e-07
0.015, 0.00238498, -0.0046233, 0.26419, -0.512196, 0, -0.149349, 0, 0, 0, 0, 0.0871435, 0.0516553, 0.0106823, 0.00230342, 0, 1.07565e-07
0.016, 0.00265336, -0.00514361, 0.27255, -0.528421, 0, -0.137818, 0, 0, 0, 0, 0.0876694, 0.0520227, 0.0103502, 0.00211751, 0, 1.0774e-07
0.017, 0.00292974, -0.00567947, 0.280211, -0.543294, 0, -0.127238, 0, 0, 0, 0, 0.088173, 0.0523774, 0.0100158, 0.00193018, 0, 1.07902e-07
0.018, 0.00321346, -0.00622959, 0.287227, -0.55692, 0, -0.117536, 0, 0, 0, 0, 0.0886542, 0.0527194, 0.00967918, 0.00174148, 0, 1.08052e-07
0.019, 0.0035039, -0.00679275, 0.293648, -0.569395, 0, -0.108642, 0, 0, 0, 0, 0.0891128, 0.0530486, 0.00934036, 0.00155144, 0, 1.08189e-07
0.02, 0.00380049, -0.00736786, 0.299521, -0.58081, 0, -0.100492, 0, 0, 0, 0, 0.0895488, 0.0533649, 0.00899943, 0.00136011, 0, 1.08313e-07
0.021, 0.0041027, -0.00795389, 0.304888, -0.591246, 0, -0.0930302, 0, 0, 0, 0, 0.089962, 0.0536681, 0.00865646, 0.00116752, 0, 1.08425e-07
0.022, 0.00441004, -0.00854991, 0.309788, -0.600779, 0, -0.086201, 0, 0, 0, 0, 0.0903523, 0.0539583, 0.00831153, 0.000973719, 0, 1.08525e-07
0.023, 0.00472206, -0.00915504, 0.314257, -0.60948, 0, -0.0799555, 0, 0, 0, 0, 0.0907195, 0.0542353, 0.00796472, 0.000778742, 0, 1.08612e-07
0.024, 0.00503836, -0.00976849, 0.318328, -0.617413, 0, -0.0742479, 0, 0, 0, 0, 0.0910636, 0.054499, 0.0076161, 0.000582633, 0, 1.08686e-07
0.025, 0.00535854, -0.0103895, 0.322033, -0.624638, 0, -0.0690361, 0, 0, 0, 0, 0.0913844, 0.0547494, 0.00726575, 0.000385432, 0, 1.08748e-07
0.026, 0.00568226, -0.0110175, 0.325399, -0.631209, 0, -0.0642813, 0, 0, 0, 0, 0.0916819, 0.0549863, 0.00691374, 0.000187183, 0, 1.08797e-07
0.027, 0.00600919, -0.0116517, 0.328452, -0.637176, 0, -0.0599477, 0, 0, 0, 0, 0.0919559, 0.0552097, 0.00656015, -1.20737e-05, 0, 1.08834e-07
0.028, 0.00633903, -0.0122915, 0.331217, -0.642588, 0, -0.0560024, 0, 0, 0, 0, 0.0922064, 0.0554196, 0.00620506, -0.000212295, 0, 1.08859e-07
0.029, 0.0066715, -0.0129366, 0.333715, -0.647485, 0, -0.0524148, 0, 0, 0, 0, 0.0924332, 0.0556158, 0.00584855, -0.00041344, 0, 1.08871e-07
0.03, 0.00700634, -0.0135863, 0.335967, -0.651909, 0, -0.0491571, 0, 0, 0, 0, 0.0926364, 0.0557983, 0.00549068, -0.000615464, 0, 1.08871e-07
0.031, 0.00734332, -0.0142402, 0.337993, -0.655896, 0, -0.0462033, 0, 0, 0, 0, 0.0928157, 0.055967, 0.00513155, -0.000818326, 0, 1.08858e-07
0.032, 0.00768223, -0.0148979, 0.339808, -0.659479, 0, -0.0435296, 0, 0, 0, 0, 0.0929712, 0.0561219, 0.00477123, -0.00102198, 0, 1.08833e-07
0.033, 0.00802285, -0.015559, 0.34143, -0.662689, 0, -0.041114, 0, 0, 0, 0, 0.0931028, 0.0562628, 0.0044098, -0.00122639, 0, 1.08796e-07
0.034, 0.008365, -0.0162231, 0.342873, -0.665556, 0, -0.0389362, 0, 0, 0, 0, 0.0932105, 0.0563898, 0.00404733, -0.0014315, 0, 1.08746e-07
0.035, 0.00870852, -0.0168899, 0.344151, -0.668105, 0, -0.0369777, 0, 0, 0, 0, 0.0932941, 0.0565028, 0.00368391, -0.00163728, 0, 1.08684e-07
0.036, 0.00905324, -0.0175592, 0.345276, -0.67036, 0, -0.0352211, 0, 0, 0, 0, 0.0933536, 0.0566017, 0.00331962, -0.00184368, 0, 1.08609e-07
0.037, 0.00939901, -0.0182305, 0.346259, -0.672345, 0, -0.0336507, 0, 0, 0, 0, 0.0933891, 0.0566864, 0.00295453, -0.00205066, 0, 1.08523e-07
0.038, 0.0097457, -0.0189038, 0.347113, -0.674079, 0, -0.0322517, 0, 0, 0, 0, 0.0934004, 0.056757, 0.00258872, -0.00225817, 0, 1.08423e-07
0.039, 0.0100932, -0.0195786, 0.347845, -0.675583, 0, -0.0310107, 0, 0, 0, 0, 0.0933875, 0.0568134, 0.00222227, -0.00246617, 0, 1.08312e-07
0.04, 0.0104413, -0.0202548, 0.348465, -0.676873, 0, -0.0299152, 0, 0, 0, 0, 0.0933504, 0.0568556, 0.00185527, -0.00267461, 0, 1.08189e-07
0.041, 0.0107901, -0.0209323, 0.348983, -0.677965, 0, -0.0289539, 0, 0, 0, 0, 0.0932891, 0.0568834, 0.00148778, -0.00288345, 0, 1.08053e-07
0.042, 0.0111393, -0.0216107, 0.349404, -0.678875, 0, -0.028116, 0, 0, 0, 0, 0.0932035, 0.0568969, 0.0011199, -0.00309265, 0, 1.07905e-07
0.043, 0.0114888, -0.0222899, 0.349738, -0.679617, 0, -0.0273919, 0, 0, 0, 0, 0.0930937, 0.0568961, 0.000751702, -0.00330217, 0, 1.07745e-07
0.044, 0.0118387, -0.0229699, 0.349989, -0.680203, 0, -0.0267727, 0, 0, 0, 0, 0.0929597, 0.0568809, 0.000383262, -0.00351195, 0, 1.07572e-07
0.045, 0.0121888, -0.0236503, 0.350164, -0.680644, 0, -0.0262499, 0, 0, 0, 0, 0.0928014, 0.0568513, 1.46635e-05, -0.00372195, 0, 1.07388e-07
0.046, 0.012539, -0.0243311, 0.350269, -0.680952, 0, -0.025816, 0, 0, 0, 0, 0.0926189, 0.0568072, -0.000354015, -0.00393213, 0, 1.07191e-07
0.047, 0.0128893, -0.0250121, 0.350309, -0.681136, 0, -0.0254639, 0, 0, 0, 0, 0.0924121, 0.0567487, -0.000722693, -0.00414245, 0, 1.06983e-07
0.048, 0.0132396, -0.0256933, 0.350288, -0.681207, 0, -0.0251872, 0, 0, 0, 0, 0.0921812, 0.0566758, -0.00109129, -0.00435285, 0, 1.06762e-07
0.049, 0.0135899, -0.0263745, 0.350211, -0.681171, 0, -0.0249799, 0, 0, 0, 0, 0.091926, 0.0565883, -0.00145973, -0.0045633, 0, 1.0653e-07
0.05, 0.01394, -0.0270556, 0.350082, -0.681037, 0, -0.0248364, 0, 0, 0, 0, 0.0916467, 0.0564864, -0.00182793, -0.00477375, 0, 1.06285e-07
0.051, 0.01429, -0.0277365, 0.349905, -0.680813, 0, -0.0247517, 0, 0, 0, 0, 0.0913432, 0.0563699, -0.00219581, -0.00498416, 0, 1.06028e-07
0.052, 0.0146398, -0.0284172, 0.349683, -0.680504, 0, -0.0247211, 0, 0, 0, 0, 0.0910157, 0.056239, -0.00256329, -0.00519447, 0, 1.0576e-07
0.053, 0.0149893, -0.0290975, 0.349418, -0.680117, 0, -0.0247402, 0, 0, 0, 0, 0.0906641, 0.0560935, -0.0029303, -0.00540465, 0, 1.0548e-07
0.054, 0.0153386, -0.0297774, 0.349115, -0.679657, 0, -0.0248052, 0, 0, 0, 0, 0.0902885, 0.0559336, -0.00329674, -0.00561465, 0, 1.05187e-07
0.055, 0.0156876, -0.0304568, 0.348776, -0.679131, 0, -0.0249122, 0, 0, 0, 0, 0.089889, 0.0557591, -0.00366256, -0.00582443, 0, 1.04883e-07
0.056, 0.0160362, -0.0311357, 0.348403, -0.678541, 0, -0.025058, 0, 0, 0, 0, 0.0894656, 0.0555702, -0.00402765, -0.00603394, 0, 1.04568e-07
0.057, 0.0163844, -0.0318139, 0.347999, -0.677894, 0, -0.0252394, 0, 0, 0, 0, 0.0890184, 0.0553668, -0.00439196, -0.00624314, 0, 1.0424e-07
0.058, 0.0167321, -0.0324914, 0.347565, -0.677193, 0, -0.0254535, 0, 0, 0, 0, 0.0885475, 0.0551489, -0.00475539, -0.00645197, 0, 1.03901e-07
0.059, 0.0170795, -0.0331683, 0.347103, -0.676441, 0, -0.0256977, 0, 0, 0, 0, 0.0880528, 0.0549166, -0.00511787, -0.00666041, 0, 1.0355e-07
0.06, 0.0174263, -0.0338443, 0.346617, -0.675643, 0, -0.0259695, 0, 0, 0, 0, 0.0875346, 0.0546698, -0.00547932, -0.0068684, 0, 1.03188e-07
0.061, 0.0177727, -0.0345195, 0.346106, -0.674801, 0, -0.0262667, 0, 0, 0, 0, 0.0869929, 0.0544086, -0.00583967, -0.0070759, 0, 1.02814e-07
0.062, 0.0181186, -0.0351939, 0.345572, -0.673918, 0, -0.0265872, 0, 0, 0, 0, 0.0864277, 0.0541331, -0.00619883, -0.00728287, 0, 1.02428e-07
0.063, 0.0184639, -0.0358674, 0.345018, -0.672997, 0, -0.0269291, 0, 0, 0, 0, 0.0858392, 0.0538432, -0.00655673, -0.00748925, 0, 1.02031e-07
0.064, 0.0188086, -0.0365399, 0.344444, -0.672041, 0, -0.0272906, 0, 0, 0, 0, 0.0852275, 0.053539, -0.00691329, -0.00769501, 0, 1.01623e-07
0.065, 0.0191527, -0.0372114, 0.343851, -0.671052, 0, -0.0276701, 0, 0, 0, 0, 0.0845927, 0.0532205, -0.00726844, -0.00790011, 0, 1.01203e-07
0.066, 0.0194963, -0.037882, 0.343241, -0.670032, 0, -0.028066, 0, 0, 0, 0, 0.0839349, 0.0528878, -0.00762209, -0.00810449, 0, 1.00772e-07
0.067, 0.0198392, -0.0385515, 0.342615, -0.668983, 0, -0.0284771, 0, 0, 0, 0, 0.0832542, 0.0525409, -0.00797417, -0.00830812, 0, 1.0033e-07
0.068, 0.0201815, -0.03922, 0.341973, -0.667907, 0, -0.028902, 0, 0, 0, 0, 0.0825507, 0.0521798, -0.00832462, -0.00851094, 0, 9.98761e-08
0.069, 0.0205232, -0.0398873, 0.341316, -0.666806, 0, -0.0293395, 0, 0, 0, 0, 0.0818246, 0.0518047, -0.00867334, -0.00871293, 0, 9.94113e-08
0.07, 0.0208641, -0.0405536, 0.340646, -0.66568, 0, -0.0297886, 0, 0, 0, 0, 0.081076, 0.0514154, -0.00902026, -0.00891403, 0, 9.89353e-08
