time,pos1,pos2,vel1,vel2,tau1,tau2,K11,K12,K13,K14,K21,K22,K23,K24,k1,k2
0, 0, 0, 0, 0, -0.321738, 0, 0.0256088, -0.0250572, -0.0174963, -0.00674273, 0, 0, 0, 0, 2.80883e-09, 0
0.001, -4.37238e-06, 7.12204e-06, -0.0087447, 0.014244, -0.322372, 0, 0.0253818, -0.0255352, -0.0176444, -0.00675129, 0, 0, 0, 0, 2.80119e-09, 0
0.002, -1.74978e-05, 2.85016e-05, -0.0175059, 0.0285147, -0.322993, 0, 0.0251456, -0.0260074, -0.0177917, -0.00675872, 0, 0, 0, 0, 2.7935e-09, 0
0.003, -3.93923e-05, 6.41644e-05, -0.0262827, 0.0428104, -0.323602, 0, 0.0249001, -0.0264738, -0.0179384, -0.00676503, 0, 0, 0, 0, 2.78578e-09, 0
0.004, -7.00708e-05, 0.000114135, -0.035074, 0.0571292, -0.324199, 0, 0.0246453, -0.026934, -0.0180844, -0.00677023, 0, 0, 0, 0, 2.77803e-09, 0
0.005, -0.000109547, 0.000178434, -0.0438787, 0.0714693, -0.324783, 0, 0.0243813, -0.0273881, -0.0182296, -0.00677432, 0, 0, 0, 0, 2.77023e-09, 0
0.006, -0.000157835, 0.000257084, -0.0526959, 0.0858288, -0.325355, 0, 0.024108, -0.0278358, -0.0183741, -0.00677732, 0, 0, 0, 0, 2.7624e-09, 0
0.007, -0.000214946, 0.000350102, -0.0615245, 0.100206, -0.325914, 0, 0.0238254, -0.0282771, -0.0185178, -0.00677923, 0, 0, 0, 0, 2.75454e-09, 0
0.008, -0.00028089, 0.000457505, -0.0703635, 0.114599, -0.32646, 0, 0.0235336, -0.0287118, -0.0186607, -0.00678006, 0, 0, 0, 0, 2.74665e-09, 0
0.009, -0.000355678, 0.000579308, -0.0792119, 0.129005, -0.326994, 0, 0.0232326, -0.0291399, -0.0188028, -0.00677983, 0, 0, 0, 0, 2.73872e-09, 0
0.01, -0.000439319, 0.000715524, -0.0880685, 0.143424, -0.327516, 0, 0.0229223, -0.0295612, -0.018944, -0.00677854, 0, 0, 0, 0, 2.73076e-09, 0
0.011, -0.00053182, 0.000866164, -0.0969325, 0.157853, -0.328025, 0, 0.0226028, -0.0299756, -0.0190844, -0.00677621, 0, 0, 0, 0, 2.72278e-09, 0
0.012, -0.000633188, 0.00103124, -0.105803, 0.17229, -0.328521, 0, 0.0222742, -0.0303829, -0.0192239, -0.00677284, 0, 0, 0, 0, 2.71476e-09, 0
0.013, -0.00074343, 0.00121075, -0.114678, 0.186734, -0.329004, 0, 0.0219363, -0.0307832, -0.0193625, -0.00676845, 0, 0, 0, 0, 2.70671e-09, 0
0.014, -0.000862548, 0.00140471, -0.123558, 0.201182, -0.329474, 0, 0.0215894, -0.0311762, -0.0195002, -0.00676305, 0, 0, 0, 0, 2.69864e-09, 0
0.015, -0.000990548, 0.00161312, -0.13244, 0.215633, -0.329932, 0, 0.0212332, -0.0315619, -0.0196369, -0.00675664, 0, 0, 0, 0, 2.69054e-09, 0
0.016, -0.00112743, 0.00183598, -0.141325, 0.230084, -0.330377, 0, 0.020868, -0.0319401, -0.0197727, -0.00674924, 0, 0, 0, 0, 2.68242e-09, 0
0.017, -0.0012732, 0.00207329, -0.150211, 0.244535, -0.330809, 0, 0.0204938, -0.0323108, -0.0199075, -0.00674087, 0, 0, 0, 0, 2.67427e-09, 0
0.018, -0.00142786, 0.00232505, -0.159097, 0.258983, -0.331228, 0, 0.0201104, -0.0326738, -0.0200413, -0.00673153, 0, 0, 0, 0, 2.6661e-09, 0
0.019, -0.0015914, 0.00259126, -0.167982, 0.273426, -0.331634, 0, 0.0197181, -0.0330291, -0.020174, -0.00672123, 0, 0, 0, 0, 2.6579e-09, 0
0.02, -0.00176382, 0.0028719, -0.176864, 0.287862, -0.332027, 0, 0.0193167, -0.0333766, -0.0203057, -0.00670999, 0, 0, 0, 0, 2.64968e-09, 0
0.021, -0.00194513, 0.00316698, -0.185744, 0.302289, -0.332407, 0, 0.0189065, -0.0337162, -0.0204364, -0.00669782, 0, 0, 0, 0, 2.64144e-09, 0
0.022, -0.00213531, 0.00347648, -0.194619, 0.316706, -0.332774, 0, 0.0184873, -0.0340477, -0.0205659, -0.00668473, 0, 0, 0, 0, 2.63318e-09, 0
0.023, -0.00233436, 0.00380039, -0.203489, 0.331111, -0.333128, 0, 0.0180592, -0.0343712, -0.0206944, -0.00667073, 0, 0, 0, 0, 2.62491e-09, 0
0.024, -0.00254229, 0.0041387, -0.212353, 0.345502, -0.333469, 0, 0.0176223, -0.0346865, -0.0208217, -0.00665585, 0, 0, 0, 0, 2.61661e-09, 0
0.025, -0.00275907, 0.00449139, -0.221209, 0.359876, -0.333797, 0, 0.0171766, -0.0349935, -0.0209479, -0.00664008, 0, 0, 0, 0, 2.60829e-09, 0
0.026, -0.0029847, 0.00485845, -0.230057, 0.374233, -0.334112, 0, 0.0167222, -0.0352922, -0.0210728, -0.00662344, 0, 0, 0, 0, 2.59996e-09, 0
0.027, -0.00321918, 0.00523985, -0.238896, 0.388569, -0.334413, 0, 0.016259, -0.0355824, -0.0211967, -0.00660595, 0, 0, 0, 0, 2.59161e-09, 0
0.028, -0.00346249, 0.00563558, -0.247724, 0.402884, -0.334702, 0, 0.0157872, -0.0358642, -0.0213192, -0.00658762, 0, 0, 0, 0, 2.58325e-09, 0
0.029, -0.00371463, 0.00604562, -0.25654, 0.417175, -0.334977, 0, 0.0153068, -0.0361374, -0.0214406, -0.00656846, 0, 0, 0, 0, 2.57487e-09, 0
0.03, -0.00397557, 0.00646993, -0.265344, 0.431441, -0.335239, 0, 0.0148179, -0.0364019, -0.0215607, -0.00654849, 0, 0, 0, 0, 2.56648e-09, 0
0.031, -0.00424531, 0.00690849, -0.274134, 0.445679, -0.335487, 0, 0.0143205, -0.0366578, -0.0216796, -0.00652772, 0, 0, 0, 0, 2.55808e-09, 0
0.032, -0.00452384, 0.00736128, -0.28291, 0.459888, -0.335723, 0, 0.0138146, -0.0369049, -0.0217971, -0.00650616, 0, 0, 0, 0, 2.54966e-09, 0
0.033, -0.00481113, 0.00782826, -0.29167, 0.474065, -0.335944, 0, 0.0133004, -0.0371432, -0.0219133, -0.00648383, 0, 0, 0, 0, 2.54123e-09, 0
0.034, -0.00510717, 0.0083094, -0.300412, 0.488209, -0.336153, 0, 0.0127778, -0.0373726, -0.0220282, -0.00646074, 0, 0, 0, 0, 2.53279e-09, 0
0.035, -0.00541195, 0.00880467, -0.309137, 0.502319, -0.336348, 0, 0.012247, -0.037593, -0.0221418, -0.0064369, 0, 0, 0, 0, 2.52434e-09, 0
0.036, -0.00572544, 0.00931402, -0.317843, 0.516391, -0.33653, 0, 0.011708, -0.0378045, -0.0222539, -0.00641233, 0, 0, 0, 0, 2.51588e-09, 0
0.037, -0.00604763, 0.00983744, -0.326529, 0.530425, -0.336698, 0, 0.0111609, -0.0380069, -0.0223647, -0.00638705, 0, 0, 0, 0, 2.50741e-09, 0
0.038, -0.00637849, 0.0103749, -0.335194, 0.544418, -0.336853, 0, 0.0106058, -0.0382002, -0.0224741, -0.00636106, 0, 0, 0, 0, 2.49894e-09, 0
0.039, -0.00671801, 0.0109263, -0.343837, 0.558368, -0.336994, 0, 0.0100426, -0.0383844, -0.022582, -0.00633439, 0, 0, 0, 0, 2.49045e-09, 0
0.04, -0.00706616, 0.0114916, -0.352457, 0.572274, -0.337122, 0, 0.00947162, -0.0385594, -0.0226885, -0.00630704, 0, 0, 0, 0, 2.48196e-09, 0
0.041, -0.00742292, 0.0120708, -0.361052, 0.586134, -0.337237, 0, 0.00889277, -0.0387251, -0.0227935, -0.00627904, 0, 0, 0, 0, 2.47347e-09, 0
0.042, -0.00778826, 0.0126638, -0.369622, 0.599945, -0.337337, 0, 0.00830617, -0.0388817, -0.022897, -0.00625039, 0, 0, 0, 0, 2.46497e-09, 0
0.043, -0.00816215, 0.0132707, -0.378166, 0.613707, -0.337425, 0, 0.00771191, -0.0390289, -0.022999, -0.00622111, 0, 0, 0, 0, 2.45646e-09, 0
0.044, -0.00854458, 0.0138912, -0.386683, 0.627416, -0.337498, 0, 0.00711006, -0.0391667, -0.0230994, -0.00619121, 0, 0, 0, 0, 2.44795e-09, 0
0.045, -0.00893551, 0.0145255, -0.395171, 0.641072, -0.337558, 0, 0.00650071, -0.0392953, -0.0231983, -0.00616072, 0, 0, 0, 0, 2.43944e-09, 0
0.046, -0.00933491, 0.0151734, -0.40363, 0.654672, -0.337605, 0, 0.00588395, -0.0394144, -0.0232957, -0.00612964, 0, 0, 0, 0, 2.43092e-09, 0
0.047, -0.00974276, 0.0158348, -0.412058, 0.668214, -0.337638, 0, 0.00525987, -0.0395241, -0.0233914, -0.00609799, 0, 0, 0, 0, 2.4224e-09, 0
0.048, -0.010159, 0.0165098, -0.420455, 0.681697, -0.337657, 0, 0.00462856, -0.0396244, -0.0234856, -0.00606579, 0, 0, 0, 0, 2.41388e-09, 0
0.049, -0.0105837, 0.0171982, -0.428819, 0.695119, -0.337662, 0, 0.00399011, -0.0397153, -0.0235781, -0.00603304, 0, 0, 0, 0, 2.40536e-09, 0
0.05, -0.0110166, 0.0179, -0.43715, 0.708477, -0.337654, 0, 0.00334462, -0.0397967, -0.023669, -0.00599977, 0, 0, 0, 0, 2.39684e-09, 0
0.051, -0.0114579, 0.0186151, -0.445446, 0.721771, -0.337632, 0, 0.00269219, -0.0398686, -0.0237582, -0.00596599, 0, 0, 0, 0, 2.38833e-09, 0
0.052, -0.0119075, 0.0193435, -0.453706, 0.734998, -0.337596, 0, 0.00203292, -0.039931, -0.0238457, -0.00593171, 0, 0, 0, 0, 2.37981e-09, 0
0.053, -0.0123653, 0.0200851, -0.46193, 0.748156, -0.337547, 0, 0.0013669, -0.039984, -0.0239315, -0.00589696, 0, 0, 0, 0, 2.37129e-09, 0
0.054, -0.0128314, 0.0208398, -0.470116, 0.761243, -0.337484, 0, 0.000694246, -0.0400275, -0.0240156, -0.00586173, 0, 0, 0, 0, 2.36277e-09, 0
0.055, -0.0133056, 0.0216075, -0.478263, 0.774258, -0.337407, 0, 1.50645e-05, -0.0400614, -0.024098, -0.00582606, 0, 0, 0, 0, 2.35426e-09, 0
0.056, -0.0137879, 0.0223883, -0.48637, 0.787199, -0.337316, 0, -0.000670538, -0.0400859, -0.0241786, -0.00578996, 0, 0, 0, 0, 2.34575e-09, 0
0.057, -0.0142783, 0.0231819, -0.494437, 0.800064, -0.337212, 0, -0.00136245, -0.0401009, -0.0242574, -0.00575343, 0, 0, 0, 0, 2.33725e-09, 0
0.058, -0.0147767, 0.0239884, -0.502462, 0.812851, -0.337093, 0, -0.00206056, -0.0401064, -0.0243344, -0.0057165, 0, 0, 0, 0, 2.32875e-09, 0
0.059, -0.0152832, 0.0248076, -0.510444, 0.825558, -0.336961, 0, -0.00276474, -0.0401025, -0.0244096, -0.00567918, 0, 0, 0, 0, 2.32025e-09, 0
