time,shoulder_pos,elbow_pos,shoulder_vel,elbow_vel,shoulder_acc,elbow_acc
0.136666666666667,-5.18676292533151E-05,-0.000135231547808,-0.000655493292298,-0.001832493007115,-0.002643425791644,-0.010195105372457
0.14,-5.40672913145227E-05,-0.000141396497167,-0.000664149524494,-0.001866216247554,-0.002550774910114,-0.010038890501381
0.143333333333333,-5.629529274994E-05,-0.000147672989459,-0.000672498458365,-0.001899418943791,-0.002459048945205,-0.009882781887231
0.146666666666667,-5.85506143702893E-05,-0.000154059290126,-0.000680543184128,-0.001932101460136,-0.002368252177203,-0.009726785600509
0.15,-6.08322473107962E-05,-0.00016055366586,-0.000688286806213,-0.001964264181128,-0.002278388852859,-0.009570907707489
0.153333333333333,-6.31391930783759E-05,-0.000167154384667,-0.000695732443147,-0.001995907511519,-0.002189463185261,-0.009415154270049
0.156666666666667,-6.54704635984461E-05,-0.000173859715936,-0.000702883227448,-0.002027031876262,-0.002101479353706,-0.009259531345497
0.16,-6.78250812613631E-05,-0.000180667930508,-0.000709742305506,-0.002057637720489,-0.002014441503586,-0.009104044986402
0.163333333333333,-7.0202078968483E-05,-0.00018757730074,-0.000716312837472,-0.002087725509504,-0.001928353746248,-0.008948701240392
0.166666666666667,-7.2600500177843E-05,-0.000194586100572,-0.000722597997147,-0.002117295728759,-0.001843220158882,-0.008793506150011
0.17,-7.50193989494642E-05,-0.000201692605598,-0.000728600971865,-0.002146348883838,-0.001759044784412,-0.008638465752542
0.173333333333333,-7.74578399902732E-05,-0.000208895093131,-0.000734324962377,-0.002174885500442,-0.001675831631339,-0.008483586079809
0.176666666666667,-7.99148986986415E-05,-0.000216191842268,-0.00073977318274,-0.00220290612437,-0.001593584673649,-0.008328873158037
0.18,-8.23896612085407E-05,-0.00022358113396,-0.000744948860201,-0.002230411321496,-0.001512307850718,-0.008174333007667
0.183333333333333,-8.48812244333144E-05,-0.000231061251078,-0.000749855235078,-0.002257401677754,-0.00143200506714,-0.008019971643159
0.186666666666667,-8.73886961090623E-05,-0.000238630478478,-0.000754495560649,-0.002283877799117,-0.001352680192632,-0.007865795072846
0.19,-8.99111948376379E-05,-0.000246287103072,-0.000758873103029,-0.002309840311573,-0.001274337061943,-0.007711809298774
0.193333333333333,-9.24478501292566E-05,-0.000254029413889,-0.000762991141061,-0.002335289861109,-0.001196979474711,-0.00755802031649
0.196666666666667,-9.49978024447145E-05,-0.000261855702146,-0.000766852966194,-0.002360227113683,-0.001120611195355,-0.007404434114881
0.2,-9.75602032372157E-05,-0.000269764261313,-0.000770461882364,-0.002384652755208,-0.001045235952981,-0.007251056676028
0.203333333333333,-0.000100134214994,-0.00027775338718,-0.00077382120588,-0.002408567491523,-0.000970857441252,-0.007097893975014
0.206666666666667,-0.000102719011276,-0.000285821377923,-0.000776934265306,-0.002431972048375,-0.000897479318261,-0.006944951979732
0.21,-0.000105313776763,-0.00029396653417,-0.000779804401335,-0.002454867171388,-0.000825105206463,-0.006792236650746
0.213333333333333,-0.000107917707285,-0.000302187159066,-0.000782434966682,-0.002477253626046,-0.000753738692543,-0.006639753941113
0.216666666666667,-0.000110530009874,-0.000310481558343,-0.000784829325952,-0.002499132197662,-0.00068338332731,-0.00648750979618
0.22,-0.000113149902792,-0.000318848040384,-0.000786990855531,-0.002520503691354,-0.000614042625606,-0.006335510153458
0.223333333333333,-0.000115776615577,-0.000327284916286,-0.000788922943456,-0.002541368932019,-0.000545720066157,-0.006183760942427
0.226666666666667,-0.000118409389081,-0.00033579049993,-0.000790628989305,-0.002561728764304,-0.000478419091513,-0.006032268084351
0.23,-0.000121047475506,-0.000344363108048,-0.000792112404067,-0.002581584052581,-0.000412143107957,-0.005881037492129
0.233333333333333,-0.000123690138442,-0.000353001060281,-0.000793376610025,-0.002600935680918,-0.000346895485342,-0.005730075070108
0.236666666666667,-0.000126336652906,-0.000361702679254,-0.000794425040636,-0.002619784553048,-0.00028267955703,-0.005579386713937
0.24,-0.000128986305379,-0.000370466290635,-0.000795261140405,-0.002638131592344,-0.000219498619806,-0.005428978310364
0.243333333333333,-0.000131638393842,-0.000379290223203,-0.000795888364768,-0.002655977741784,-0.000157355933732,-0.005278855737059
0.246666666666667,-0.000134292227811,-0.000388172808913,-0.000796310179963,-0.002673323963924,-9.62547221054354E-05,-0.005129024862511
0.25,-0.000136947128375,-0.000397112382962,-0.000796530062915,-0.002690171240867,-3.61981713237983E-05,-0.004979491545802
0.253333333333333,-0.000139602428231,-0.000406107283852,-0.000796551501105,-0.00270652057423,2.28105692251187E-05,-0.004830261636398
0.256666666666667,-0.000142257471716,-0.000415155853457,-0.000796377992453,-0.00272237298511,8.07683871926395E-05,-0.004681340974058
0.26,-0.000144911614847,-0.000424256437086,-0.000796013045191,-0.002737729514057,0.000137672207444,-0.004532735388654
0.263333333333333,-0.000147564225351,-0.000433407383551,-0.000795460177737,-0.002752591221034,0.000193518992102,-0.004384450699939
0.266666666666667,-0.000150214682699,-0.000442607045227,-0.000794722918577,-0.00276695918539,0.000248305740606,-0.004236492717434
0.27,-0.000152862378141,-0.00045185377812,-0.000793804806133,-0.002780834505817,0.000302029489904,-0.004088867240252
0.273333333333333,-0.000155506714739,-0.000461145941932,-0.000792709388644,-0.002794218300325,0.000354687314479,-0.003941580056917
0.276666666666667,-0.000158147107399,-0.000470481900122,-0.000791440224037,-0.002807111706197,0.000406276326384,-0.003794636945193
0.28,-0.0001607829829,-0.000479860019973,-0.000790000879801,-0.002819515879959,0.000456793675439,-0.003648043671891
0.283333333333333,-0.000163413779931,-0.000489278672655,-0.000788394932867,-0.002831431997343,0.000506236549279,-0.003501805992771
0.286666666666667,-0.000166038949119,-0.000498736233289,-0.000786625969473,-0.002842861253245,0.000554602173353,-0.003355929652355
0.29,-0.000168657953061,-0.00050823108101,-0.000784697585045,-0.002853804861692,0.000601887811145,-0.003210420383658
0.293333333333333,-0.000171270266352,-0.000517761599034,-0.000782613384065,-0.002864264055802,0.000648090764201,-0.003065283908118
0.296666666666667,-0.000173875375621,-0.000527326174716,-0.00078037697995,-0.002874240087746,0.000693208372127,-0.002920525935473
0.3,-0.000176472779552,-0.000536923199619,-0.000777991994918,-0.002883734228705,0.000737238012824,-0.002776152163492
0.303333333333333,-0.00017906198892,-0.000546551069574,-0.000775462059864,-0.002892747768836,0.000780177102465,-0.002632168277814
0.306666666666667,-0.000181642526618,-0.000556208184744,-0.000772790814235,-0.002901282017224,0.000822023095564,-0.002488579951846
0.31,-0.000184213927682,-0.000565892949688,-0.000769981905894,-0.002909338301848,0.000862773485141,-0.002345392846558
0.313333333333333,-0.000186775739324,-0.000575603773423,-0.000767038991,-0.002916917969535,0.000902425802713,-0.002202612610318
0.316666666666667,-0.000189327520955,-0.000585339069485,-0.000763965733876,-0.002924022385917,0.000940977618408,-0.00206024487873
0.32,-0.000191868844216,-0.000595097255996,-0.000760765806878,-0.002930652935393,0.000978426541046,-0.001918295274459
0.323333333333333,-0.000194399293001,-0.000604876755721,-0.000757442890269,-0.00293681102108,0.001014770218182,-0.001776769407096
0.326666666666667,-0.000196918463485,-0.000614675996136,-0.00075400067209,-0.002942498064773,0.001050006336198,-0.001635672872974
0.33,-0.000199425964148,-0.000624493409486,-0.000750442848028,-0.0029477155069,0.001084132620379,-0.001495011254969
0.333333333333333,-0.000201921415805,-0.000634327432849,-0.000746773121287,-0.002952464806473,0.001117146834976,-0.001354790122368
0.336666666666667,-0.000204404451624,-0.000644176508196,-0.000742995202461,-0.002956747441049,0.001149046783274,-0.001215015030742
0.34,-0.000206874717155,-0.000654039082456,-0.000739112809399,-0.002960564906678,0.001179830307657,-0.001075691521729
0.343333333333333,-0.000209331870353,-0.000663913607574,-0.000735129667077,-0.00296391871786,0.001209495289673,-0.000936825122853
0.346666666666667,-0.000211775581602,-0.000673798540575,-0.000731049507468,-0.002966810407497,0.001238039650137,-0.000798421347413
0.35,-0.000214205533736,-0.000683692343624,-0.000726876069409,-0.002969241526843,0.001265461349119,-0.000660485694309
0.353333333333333,-0.000216621422065,-0.000693593484087,-0.000722613098473,-0.002971213645459,0.001291758386064,-0.000523023647866
0.356666666666667,-0.000219022954393,-0.000703500434594,-0.000718264346835,-0.002972728351162,0.001316928799849,-0.000386040677657
0.36,-0.000221409851044,-0.000713411673095,-0.000713833573141,-0.002973787249977,0.001340970668836,-0.000249542238382
0.363333333333333,-0.00022378184488,-0.000723325682927,-0.000709324542377,-0.002974391966085,0.001363882110966,-0.000113533769671
0.366666666666667,-0.000226138681326,-0.000733240952869,-0.000704741025735,-0.002974544141775,0.001385661283728,2.19793040847705E-05
0.37,-0.000228480118385,-0.000743155977206,-0.000700086800485,-0.002974245437391,0.001406306384288,0.000156991573852
0.373333333333333,-0.000230805926663,-0.000753069255785,-0.000695365649839,-0.002973497531282,0.001425815649557,0.00029149764616
0.376666666666667,-0.000233115889384,-0.000762979294081,-0.000690581362821,-0.00297230211975,0.001444187356203,0.000425492143187
0.38,-0.000235409802415,-0.00077288460325,-0.000685737734131,-0.002970660916994,0.001461419820728,0.000558969703026
0.383333333333333,-0.000237687474278,-0.000782783700194,-0.000680838564016,-0.002968575655063,0.001477511399495,0.000691924979814
0.386666666666667,-0.000239948726175,-0.000792675107617,-0.000675887658135,-0.002966048083796,0.001492460488824,0.000824352643788
0.39,-0.000242193391999,-0.000802557354086,-0.000670888827424,-0.002963079970771,0.001506265525048,0.00095624738162
0.393333333333333,-0.000244421318358,-0.000812428974089,-0.000665845887968,-0.002959673101252,0.001518924984481,0.001087603896458
0.396666666666667,-0.000246632364586,-0.000822288508094,-0.000660762660861,-0.002955829278128,0.00153043738354,0.001218416908035
0.4,-0.000248826402763,-0.00083213450261,-0.000655642972078,-0.002951550321865,0.001540801278825,0.001348681152966
0.403333333333333,-0.000251003317733,-0.00084196551024,-0.000650490652336,-0.002946838070442,0.001550015267022,0.001478391384842
0.406666666666667,-0.000253163007112,-0.000851780089746,-0.000645309536964,-0.002941694379299,0.001558077985059,0.001607542374391
0.41,-0.000255305381313,-0.000861576806102,-0.000640103465768,-0.002936121121279,0.00156498811022,0.001736128909585
0.413333333333333,-0.000257430363551,-0.000871354230555,-0.000634876282896,-0.002930120186568,0.001570744360027,0.001864145795898
0.416666666666667,-0.000259537889865,-0.000881110940679,-0.000629631836702,-0.00292369348264,0.001575345492384,0.001991587856401
0.42,-0.000261627909129,-0.000890845520439,-0.000624373979613,-0.002916842934192,0.001578790305593,0.002118449931841
0.423333333333333,-0.000263700383063,-0.00090055656024,-0.000619106567998,-0.002909570483094,0.001581077638303,0.002244726880953
0.426666666666667,-0.000265755286249,-0.000910242656993,-0.000613833462025,-0.002901878088319,0.001582206369724,0.002370413580531
0.43,-0.000267792606143,-0.000919902414163,-0.000608558525533,-0.002893767725891,0.0015821754196,0.002495504925611
0.433333333333333,-0.000269812343086,-0.000929534441832,-0.000603285625894,-0.002885241388815,0.001580983748147,0.002619995829535
0.436666666666667,-0.000271814510315,-0.000939137356755,-0.000598018633879,-0.002876301087027,0.001578630356221,0.002743881224234
0.44,-0.000273799133978,-0.000948709782412,-0.000592761423519,-0.00286694884732,0.001575114285277,0.002867156060386
0.443333333333333,-0.000275766253139,-0.00095825034907,-0.000587517871977,-0.002857186713291,0.001570434617342,0.002989815307293
0.446666666666667,-0.000277715919791,-0.000967757693834,-0.000582291859404,-0.002847016745272,0.001564590475201,0.003111853953411
0.45,-0.000279648198868,-0.000977230460705,-0.000577087268809,-0.002836441020268,0.001557581022419,0.003233267006418
0.453333333333333,-0.00028156316825,-0.000986667300636,-0.000571907985921,-0.002825461631896,0.001549405463188,0.00335404949306
0.456666666666667,-0.000283460918774,-0.000996066871585,-0.000566757899054,-0.002814080690315,0.001540063042451,0.00347419645961
0.46,-0.000285341554244,-0.001005427838571,-0.000561640898971,-0.002802300322165,0.001529553046033,0.003593702972094
0.463333333333333,-0.000287205191434,-0.001014748873732,-0.000556560878747,-0.002790122670501,0.001517874800568,0.003712564116132
0.466666666666667,-0.000289051960102,-0.001024028656375,-0.000551521733634,-0.002777549894724,0.001505027673483,0.003830774997167
0.47,-0.000290882002992,-0.001033265873031,-0.000546527360924,-0.00276458417052,0.001491011073082,0.003948330740797
0.473333333333333,-0.000292695475842,-0.001042459217512,-0.000541581659813,-0.002751227689785,0.00147582444867,0.004065226492865
0.476666666666667,-0.00029449254739,-0.001051607390962,-0.000536688531266,-0.002737482660567,0.001459467290339,0.004181457419433
0.48,-0.000296273399383,-0.001060709101915,-0.000531851877878,-0.002723351306989,0.001441939129125,0.004297018707071
0.483333333333333,-0.000298038226576,-0.001069763066342,-0.000527075603739,-0.002708835869187,0.001423239537109,0.00441190556315
0.486666666666667,-0.000299787236742,-0.00107876800771,-0.000522363614297,-0.002693938603235,0.001403368127258,0.004526113215621
0.49,-0.000301520650672,-0.001087722657031,-0.000517719816224,-0.002678661781083,0.00138232455355,0.004639636913353
0.493333333333333,-0.000303238702183,-0.001096625752917,-0.000513148117274,-0.002663007690479,0.001360108511009,0.004752471926468
0.496666666666667,-0.00030494163812,-0.001105476041634,-0.00050865242615,-0.002646978634906,0.001336719735653,0.004864613546223
0.5,-0.000306629718357,-0.00111427227715,-0.000504236652369,-0.002630576933504,0.001312158004471,0.00497605708521
0.503333333333333,-0.000308303215803,-0.001123013221191,-0.00049990470612,-0.002613804921005,0.00128642313556,0.005086797877562
0.506666666666667,-0.000309962416398,-0.00113169764329,-0.000495660498132,-0.002596664947654,0.001259514988148,0.005196831279088
0.51,-0.000311607619123,-0.001140324320842,-0.000491507939533,-0.002579159379144,0.001231433462397,0.005306152667353
0.513333333333333,-0.000313239135995,-0.001148892039151,-0.000487450941716,-0.002561290596538,0.001202178499498,0.005414757441867
0.516666666666667,-0.000314857292068,-0.001157399591485,-0.000483493416203,-0.002543060996198,0.001171750081909,0.005522641024316
0.52,-0.000316462425436,-0.001165845779125,-0.000479639274503,-0.00252447298971,0.001140148233108,0.005629798858489
0.523333333333333,-0.000318054887232,-0.001174229411417,-0.000475892427982,-0.002505529003808,0.001107373017612,0.005736226410524
0.526666666666667,-0.000319635041623,-0.001182549305818,-0.000472256787719,-0.002486231480306,0.001073424541084,0.005841919169263
0.53,-0.000321203265816,-0.001190804287952,-0.000468736264375,-0.002466582876013,0.001038302950237,0.005946872646066
0.533333333333333,-0.000322759950052,-0.001198993191658,-0.000465334768051,-0.002446585662666,0.001002008432956,0.006051082375013
0.536666666666667,-0.000324305497603,-0.001207114859036,-0.000462056208155,-0.002426242326847,0.000964541218223,0.006154543913271
0.54,-0.000325840324773,-0.001215168140503,-0.000458904493263,-0.00240555536991,0.000925901575992,0.006257252840932
0.543333333333333,-0.000327364860892,-0.001223151894836,-0.000455883530982,-0.002384527307907,0.000886089817542,0.006359204761364
0.546666666666667,-0.000328879548313,-0.001231064989223,-0.000452997227813,-0.002363160671501,0.000845106295142,0.006460395301373
0.55,-0.000330384842411,-0.001238906299312,-0.000450249489014,-0.002341458005898,0.000802951402059,0.006560820111057
0.553333333333333,-0.000331881211573,-0.001246674709262,-0.000447644218466,-0.002319421870761,0.000759625572872,0.006660474864198
0.556666666666667,-0.0003333691372,-0.001254369111784,-0.000445185318528,-0.002297054840136,0.000715129282952,0.006759355258452
0.56,-0.000334849113697,-0.001261988408196,-0.000442876689913,-0.002274359502371,0.000669463048971,0.006857457015253
0.563333333333333,-0.000336321648466,-0.001269531508467,-0.000440722231535,-0.002251338460035,0.000622627428767,0.006954775880026
0.566666666666667,-0.000337787261907,-0.001276997331263,-0.000438725840387,-0.002227994329838,0.000574623020903,0.007051307622479
0.57,-0.000339246487402,-0.001284384803999,-0.000436891411396,-0.002204329742552,0.000525450465192,0.007147048036513
0.573333333333333,-0.000340699871316,-0.00129169286288,-0.000435222837286,-0.002180347342928,0.000475110442534,0.00724199294043
0.576666666666667,-0.000342147972984,-0.001298920452952,-0.000433724008446,-0.002156049789615,0.000423603674707,0.007336138177241
0.58,-0.000343591364706,-0.001306066528144,-0.000432398812788,-0.002131439755079,0.000370930924564,0.007429479614594
0.583333333333333,-0.000345030631736,-0.001313130051319,-0.000431251135615,-0.002106519925518,0.000317092996074,0.007522013144817
0.586666666666667,-0.000346466372277,-0.001320109994314,-0.000430284859481,-0.002081293000781,0.000262090734001,0.007613734685263
0.59,-0.000347899197466,-0.001327005337991,-0.000429503864055,-0.002055761694283,0.000205925024059,0.007704640178581
0.593333333333333,-0.00034932973137,-0.001333815072276,-0.000428912025987,-0.002029928732923,0.000148596793086,0.007794725592397
0.596666666666667,-0.000350758610973,-0.00134053819621,-0.000428513218768,-0.002003796857,9.01070086965349E-05,0.007883986919624
0.6,-0.000352186486162,-0.00134717371799,-0.000428311312596,-0.001977368820126,3.04566794843335E-05,0.007972420178938
0.603333333333333,-0.000353614019723,-0.001353720655011,-0.000428310174238,-0.001950647389141,-3.03531451206339E-05,0.008060021414393
0.606666666666667,-0.000355041887324,-0.001360178033917,-0.000428513666897,-0.00192363534403,-9.23213748527942E-05,0.008146786695729
0.61,-0.000356470777503,-0.001366544890638,-0.000428925650071,-0.001896335477836,-0.000155446878572,0.008232712118776
0.613333333333333,-0.000357901391658,-0.001372820270436,-0.000429549979421,-0.001868750596572,-0.000219728484427,0.008317793805145
0.616666666666667,-0.000359334444032,-0.001379003227949,-0.000430390506633,-0.001840883519135,-0.000285164979658,0.008402027902581
0.62,-0.000360770661702,-0.00138509282723,-0.000431451079285,-0.001812737077221,-0.000351755110758,0.008485410585141
0.623333333333333,-0.000362210784561,-0.001391088141797,-0.000432735540705,-0.001784314115234,-0.00041949758349,0.008567938053175
0.626666666666667,-0.000363655565306,-0.001396988254665,-0.000434247729842,-0.0017556174902,-0.000488391063158,0.00864960653362
0.63,-0.000365105769426,-0.001402792258398,-0.000435991481126,-0.001726650071677,-0.00055843417428,0.008730412279767
0.633333333333333,-0.000366562175181,-0.001408499255143,-0.000437970624337,-0.001697414741668,-0.000629625500465,0.008810351571774
0.636666666666667,-0.000368025573588,-0.001414108356676,-0.000440188984463,-0.001667914394531,-0.00070196358504,0.008889420716882
0.64,-0.00036949676841,-0.00141961868444,-0.00044265038157,-0.001638151936889,-0.000775446930761,0.008967616048928
0.643333333333333,-0.000370976576132,-0.001425029369588,-0.000445358630668,-0.001608130287539,-0.000850073999773,0.009044933928966
0.646666666666667,-0.000372465825948,-0.001430339553024,-0.000448317541569,-0.001577852377362,-0.000925843213788,0.009121370745285
0.65,-0.000373965359743,-0.001435548385437,-0.00045153091876,-0.001547321149237,-0.001002752953956,0.009196922913484
0.653333333333333,-0.000375476032073,-0.001440655027352,-0.000455002561262,-0.001516539557939,-0.001080801561082,0.009271586876787
0.656666666666667,-0.000376998710151,-0.001445658649157,-0.0004587362625,-0.001485510570058,-0.001159987335682,0.009345359105664
0.66,-0.000378534273823,-0.001450558431152,-0.000462735810166,-0.001454237163901,-0.001240308537915,0.009418236098337
0.663333333333333,-0.000380083615552,-0.001455353563583,-0.000467004986086,-0.001422722329402,-0.001321763387559,0.009490214381046
0.666666666666667,-0.000381647640397,-0.001460043246681,-0.000471547566083,-0.001390969068028,-0.001404350064219,0.009561290507769
0.67,-0.000383227265993,-0.001464626690703,-0.000476367319848,-0.001358980392684,-0.001488066707335,0.009631461060487
0.673333333333333,-0.000384823422529,-0.001469103115966,-0.000481468010799,-0.001326759327625,-0.001572911416046,0.009700722649431
0.676666666666667,-0.000386437052731,-0.001473471752887,-0.000486853395955,-0.001294308908354,-0.001658882249594,0.009769071913034
0.68,-0.000388069111836,-0.001477731842022,-0.000492527225796,-0.001261632181538,-0.001745977227073,0.009836505518116
0.683333333333333,-0.00038972056757,-0.001481882634098,-0.000498493244135,-0.0012287322049,-0.001834194327558,0.009903020159884
0.686666666666667,-0.00039139240013,-0.001485923390054,-0.00050475518798,-0.001195612047138,-0.001923531490188,0.009968612562204
0.69,-0.000393085602157,-0.001489853381079,-0.000511316787403,-0.001162274787819,-0.002013986614057,0.010033279477884
0.693333333333333,-0.000394801178713,-0.00149367188864,-0.000518181765407,-0.001128723517286,-0.002105557558682,0.01009701768815
0.696666666666667,-0.000396540147259,-0.001497378204527,-0.000525353837794,-0.001094961336565,-0.00219824214372,0.010159824003225
0.7,-0.000398303537631,-0.001500971630884,-0.000532836713032,-0.001060991357264,-0.002292038148788,0.010221695262606
0.703333333333333,-0.000400092392013,-0.001504451480242,-0.00054063409212,-0.001026816701481,-0.002386943314014,0.010282628334783
0.706666666666667,-0.000401907764912,-0.00150781707556,-0.000548749668459,-0.000992440501699,-0.002482955340245,0.010342620117555
0.71,-0.000403750723136,-0.001511067750254,-0.000557187127721,-0.000957865900697,-0.002580071888232,0.010401667537931
0.713333333333333,-0.000405622345764,-0.001514202848231,-0.000565950147714,-0.000923096051446,-0.002678290579168,0.010459767552423
0.716666666666667,-0.000407523724121,-0.00151722172393,-0.000575042398249,-0.000888134117014,-0.002777608995308,0.010516917147235
0.72,-0.000409455961752,-0.001520123742345,-0.000584467541016,-0.000852983270465,-0.002878024679252,0.0105731133383
0.723333333333333,-0.000411420174394,-0.001522908279066,-0.000594229229444,-0.000817646694759,-0.002979535134205,0.010628353171076
0.726666666666667,-0.000413417489948,-0.00152557472031,-0.000604331108577,-0.000782127582658,-0.003082137824144,0.010682633720902
0.73,-0.000415449048451,-0.001528122462951,-0.000614776814938,-0.000746429136619,-0.003185830173785,0.010735952093368
0.733333333333333,-0.000417516002048,-0.001530550914554,-0.000625569976402,-0.000710554568702,-0.003290609568954,0.010788305423998
0.736666666666667,-0.000419619514961,-0.001532859493409,-0.000636714212065,-0.000674507100459,-0.003396473356181,0.010839690878537
0.74,-0.000421760763462,-0.001535047628557,-0.00064821313211,-0.000638289962845,-0.003503418843031,0.010890105652885
0.743333333333333,-0.000423940935841,-0.001537114759828,-0.000660070337685,-0.000601906396107,-0.003611443298271,0.010939546973366
0.746666666666667,-0.00042616123238,-0.001539060337865,-0.000672289420765,-0.000565359649689,-0.003720543951545,0.010988012096984
0.75,-0.000428422865313,-0.001540883824159,-0.000684873964028,-0.000528652982127,-0.003830717994033,0.011035498311125
0.753333333333333,-0.000430727058806,-0.001542584691079,-0.000697827540725,-0.000491789660948,-0.003941962578018,0.011082002933919
