time,pos1,pos2,vel1,vel2,tau1,tau2,K11,K12,K13,K14,K21,K22,K23,K24,k1,k2
0, 0, 0, 0, 0, -0.475755, 0, 0.186577, 0.112773, -0.0201065, 0.00391187, 0, 0, 0, 0, 3.66198e-09, 0
0.001, -3.78648e-06, 8.91623e-06, -0.00757292, 0.0178323, -0.500569, 0, 0.186928, 0.113566, -0.020466, 0.00370016, 0, 0, 0, 0, 3.63697e-09, 0
0.002, -1.53431e-05, 3.6129e-05, -0.0155402, 0.0365927, -0.499225, 0, 0.187261, 0.114329, -0.0208262, 0.00348681, 0, 0, 0, 0, 3.56102e-09, 0
0.003, -3.48557e-05, 8.20752e-05, -0.0234847, 0.0552987, -0.499784, 0, 0.187576, 0.115064, -0.0211869, 0.00327189, 0, 0, 0, 0, 3.48805e-09, 0
0.004, -6.23163e-05, 0.000146735, -0.0314362, 0.0740196, -0.501048, 0, 0.187874, 0.115769, -0.0215482, 0.00305546, 0, 0, 0, 0, 3.41577e-09, 0
0.005, -9.77372e-05, 0.000230135, -0.0394051, 0.0927796, -0.502599, 0, 0.188153, 0.116444, -0.02191, 0.00283759, 0, 0, 0, 0, 3.34338e-09, 0
0.006, -0.000141138, 0.00033232, -0.0473953, 0.111588, -0.504292, 0, 0.188415, 0.117089, -0.0222721, 0.00261834, 0, 0, 0, 0, 3.2706e-09, 0
0.007, -0.00019254, 0.000453338, -0.0554084, 0.130447, -0.506062, 0, 0.188659, 0.117704, -0.0226347, 0.00239779, 0, 0, 0, 0, 3.19732e-09, 0
0.008, -0.000251967, 0.000593241, -0.0634451, 0.149358, -0.507876, 0, 0.188885, 0.118288, -0.0229975, 0.00217599, 0, 0, 0, 0, 3.12348e-09, 0
0.009, -0.000319443, 0.000752082, -0.0715051, 0.16832, -0.509715, 0, 0.189093, 0.118842, -0.0233606, 0.00195302, 0, 0, 0, 0, 3.04906e-09, 0
0.01, -0.00039499, 0.00092991, -0.0795884, 0.187333, -0.511567, 0, 0.189284, 0.119365, -0.0237239, 0.00172894, 0, 0, 0, 0, 2.97402e-09, 0
0.011, -0.000478632, 0.00112678, -0.0876944, 0.206394, -0.513425, 0, 0.189456, 0.119856, -0.0240873, 0.00150383, 0, 0, 0, 0, 2.89838e-09, 0
0.012, -0.000570391, 0.00134273, -0.0958225, 0.225503, -0.515283, 0, 0.189612, 0.120316, -0.0244509, 0.00127776, 0, 0, 0, 0, 2.82212e-09, 0
0.013, -0.000670289, 0.00157781, -0.103972, 0.244656, -0.517137, 0, 0.189749, 0.120745, -0.0248144, 0.00105079, 0, 0, 0, 0, 2.74525e-09, 0
0.014, -0.000778347, 0.00183206, -0.112142, 0.263851, -0.518986, 0, 0.189869, 0.121142, -0.025178, 0.000823001, 0, 0, 0, 0, 2.66776e-09, 0
0.015, -0.000894585, 0.00210553, -0.120332, 0.283086, -0.520825, 0, 0.189971, 0.121507, -0.0255415, 0.000594457, 0, 0, 0, 0, 2.58966e-09, 0
0.016, -0.00101902, 0.00239826, -0.128541, 0.30236, -0.522655, 0, 0.190056, 0.121839, -0.0259048, 0.000365233, 0, 0, 0, 0, 2.51095e-09, 0
0.017, -0.00115168, 0.00271028, -0.136769, 0.321668, -0.524474, 0, 0.190123, 0.12214, -0.026268, 0.0001354, 0, 0, 0, 0, 2.43165e-09, 0
0.018, -0.00129257, 0.00304162, -0.145013, 0.341008, -0.52628, 0, 0.190172, 0.122408, -0.026631, -9.49686e-05, 0, 0, 0, 0, 2.35174e-09, 0
0.019, -0.00144172, 0.00339231, -0.153274, 0.360379, -0.528074, 0, 0.190204, 0.122644, -0.0269937, -0.000325801, 0, 0, 0, 0, 2.27125e-09, 0
0.02, -0.00159913, 0.0037624, -0.161551, 0.379777, -0.529854, 0, 0.190219, 0.122847, -0.027356, -0.000557023, 0, 0, 0, 0, 2.19018e-09, 0
0.021, -0.00176483, 0.00415189, -0.169842, 0.399199, -0.53162, 0, 0.190216, 0.123017, -0.027718, -0.000788563, 0, 0, 0, 0, 2.10853e-09, 0
0.022, -0.00193882, 0.00456081, -0.178147, 0.418644, -0.533372, 0, 0.190196, 0.123155, -0.0280795, -0.00102035, 0, 0, 0, 0, 2.02631e-09, 0
0.023, -0.00212113, 0.00498919, -0.186464, 0.438107, -0.535108, 0, 0.190159, 0.12326, -0.0284405, -0.0012523, 0, 0, 0, 0, 1.94353e-09, 0
0.024, -0.00231176, 0.00543704, -0.194793, 0.457587, -0.53683, 0, 0.190104, 0.123332, -0.028801, -0.00148435, 0, 0, 0, 0, 1.86019e-09, 0
0.025, -0.00251072, 0.00590438, -0.203133, 0.477081, -0.538536, 0, 0.190032, 0.123372, -0.0291608, -0.00171642, 0, 0, 0, 0, 1.77631e-09, 0
0.026, -0.00271803, 0.00639122, -0.211483, 0.496586, -0.540227, 0, 0.189943, 0.123378, -0.0295201, -0.00194845, 0, 0, 0, 0, 1.69189e-09, 0
0.027, -0.0029337, 0.00689757, -0.219842, 0.516098, -0.541902, 0, 0.189837, 0.123351, -0.0298786, -0.00218035, 0, 0, 0, 0, 1.60694e-09, 0
0.028, -0.00315772, 0.00742343, -0.228208, 0.535616, -0.543562, 0, 0.189713, 0.123292, -0.0302364, -0.00241205, 0, 0, 0, 0, 1.52147e-09, 0
0.029, -0.00339012, 0.00796881, -0.236582, 0.555137, -0.545205, 0, 0.189573, 0.1232, -0.0305934, -0.00264348, 0, 0, 0, 0, 1.43548e-09, 0
0.03, -0.00363089, 0.00853371, -0.244961, 0.574657, -0.546833, 0, 0.189416, 0.123075, -0.0309495, -0.00287456, 0, 0, 0, 0, 1.34899e-09, 0
0.031, -0.00388005, 0.00911814, -0.253345, 0.594175, -0.548445, 0, 0.189242, 0.122917, -0.0313048, -0.00310522, 0, 0, 0, 0, 1.26201e-09, 0
0.032, -0.00413759, 0.00972207, -0.261734, 0.613686, -0.55004, 0, 0.189051, 0.122726, -0.031659, -0.00333539, 0, 0, 0, 0, 1.17453e-09, 0
0.033, -0.00440352, 0.0103455, -0.270125, 0.633189, -0.551619, 0, 0.188843, 0.122503, -0.0320123, -0.003565, 0, 0, 0, 0, 1.08658e-09, 0
0.034, -0.00467784, 0.0109885, -0.278518, 0.65268, -0.553183, 0, 0.188618, 0.122247, -0.0323646, -0.00379397, 0, 0, 0, 0, 9.98156e-10, 0
0.035, -0.00496056, 0.0116509, -0.286913, 0.672157, -0.55473, 0, 0.188377, 0.121959, -0.0327158, -0.00402222, 0, 0, 0, 0, 9.09272e-10, 0
0.036, -0.00525167, 0.0123328, -0.295307, 0.691617, -0.556261, 0, 0.188119, 0.121638, -0.0330658, -0.0042497, 0, 0, 0, 0, 8.19936e-10, 0
0.037, -0.00555118, 0.0130341, -0.3037, 0.711056, -0.557776, 0, 0.187845, 0.121285, -0.0334146, -0.00447632, 0, 0, 0, 0, 7.30158e-10, 0
0.038, -0.00585908, 0.0137549, -0.312092, 0.730473, -0.559275, 0, 0.187554, 0.1209, -0.0337622, -0.00470201, 0, 0, 0, 0, 6.39946e-10, 0
0.039, -0.00617537, 0.0144951, -0.320481, 0.749864, -0.560757, 0, 0.187247, 0.120483, -0.0341085, -0.0049267, 0, 0, 0, 0, 5.49309e-10, 0
0.04, -0.00650004, 0.0152546, -0.328865, 0.769226, -0.562224, 0, 0.186924, 0.120034, -0.0344536, -0.00515032, 0, 0, 0, 0, 4.58259e-10, 0
0.041, -0.0068331, 0.0160335, -0.337245, 0.788557, -0.563674, 0, 0.186584, 0.119554, -0.0347972, -0.00537281, 0, 0, 0, 0, 3.66803e-10, 0
0.042, -0.00717453, 0.0168317, -0.345619, 0.807854, -0.565109, 0, 0.186229, 0.119042, -0.0351394, -0.00559408, 0, 0, 0, 0, 2.74951e-10, 0
0.043, -0.00752434, 0.0176492, -0.353986, 0.827114, -0.566527, 0, 0.185857, 0.118499, -0.0354802, -0.00581408, 0, 0, 0, 0, 1.82713e-10, 0
0.044, -0.00788251, 0.018486, -0.362345, 0.846334, -0.56793, 0, 0.185469, 0.117925, -0.0358195, -0.00603273, 0, 0, 0, 0, 9.00993e-11, 0
0.045, -0.00824903, 0.0193419, -0.370696, 0.865511, -0.569317, 0, 0.185065, 0.117321, -0.0361572, -0.00624996, 0, 0, 0, 0, -2.88133e-12, 0
0.046, -0.0086239, 0.020217, -0.379036, 0.884642, -0.570688, 0, 0.184645, 0.116686, -0.0364933, -0.00646571, 0, 0, 0, 0, -9.62188e-11, 0
0.047, -0.0090071, 0.0211112, -0.387366, 0.903726, -0.572043, 0, 0.18421, 0.11602, -0.0368279, -0.00667991, 0, 0, 0, 0, -1.89903e-10, 0
0.048, -0.00939863, 0.0220244, -0.395684, 0.922757, -0.573382, 0, 0.183759, 0.115325, -0.0371607, -0.0068925, 0, 0, 0, 0, -2.83925e-10, 0
0.049, -0.00979847, 0.0229567, -0.403989, 0.941735, -0.574706, 0, 0.183292, 0.1146, -0.0374919, -0.0071034, 0, 0, 0, 0, -3.78273e-10, 0
0.05, -0.0102066, 0.0239079, -0.41228, 0.960656, -0.576014, 0, 0.18281, 0.113845, -0.0378213, -0.00731256, 0, 0, 0, 0, -4.72939e-10, 0
0.051, -0.010623, 0.024878, -0.420557, 0.979517, -0.577306, 0, 0.182312, 0.113062, -0.0381489, -0.00751991, 0, 0, 0, 0, -5.67911e-10, 0
0.052, -0.0110477, 0.0258669, -0.428818, 0.998315, -0.578583, 0, 0.181799, 0.11225, -0.0384747, -0.00772539, 0, 0, 0, 0, -6.63181e-10, 0
0.053, -0.0114807, 0.0268746, -0.437062, 1.01705, -0.579845, 0, 0.181271, 0.111409, -0.0387987, -0.00792893, 0, 0, 0, 0, -7.58737e-10, 0
0.054, -0.0119218, 0.027901, -0.445288, 1.03571, -0.581091, 0, 0.180727, 0.11054, -0.0391207, -0.00813048, 0, 0, 0, 0, -8.5457e-10, 0
0.055, -0.0123712, 0.028946, -0.453496, 1.05431, -0.582322, 0, 0.180168, 0.109644, -0.0394408, -0.00832997, 0, 0, 0, 0, -9.50669e-10, 0
0.056, -0.0128288, 0.0300096, -0.461684, 1.07283, -0.583537, 0, 0.179595, 0.10872, -0.039759, -0.00852734, 0, 0, 0, 0, -1.04702e-09, 0
0.057, -0.0132946, 0.0310916, -0.469851, 1.09127, -0.584738, 0, 0.179006, 0.107769, -0.0400751, -0.00872254, 0, 0, 0, 0, -1.14363e-09, 0
0.058, -0.0137685, 0.0321921, -0.477997, 1.10963, -0.585924, 0, 0.178403, 0.106792, -0.0403893, -0.00891551, 0, 0, 0, 0, -1.24046e-09, 0
0.059, -0.0142506, 0.0333109, -0.48612, 1.12792, -0.587094, 0, 0.177785, 0.105788, -0.0407013, -0.00910619, 0, 0, 0, 0, -1.33753e-09, 0
0.06, -0.0147408, 0.0344479, -0.49422, 1.14611, -0.58825, 0, 0.177152, 0.104759, -0.0410113, -0.00929452, 0, 0, 0, 0, -1.4348e-09, 0
0.061, -0.015239, 0.0356031, -0.502295, 1.16422, -0.58939, 0, 0.176505, 0.103704, -0.0413191, -0.00948046, 0, 0, 0, 0, -1.53228e-09, 0
0.062, -0.0157454, 0.0367763, -0.510345, 1.18224, -0.590517, 0, 0.175843, 0.102624, -0.0416247, -0.00966395, 0, 0, 0, 0, -1.62996e-09, 0
0.063, -0.0162597, 0.0379675, -0.518369, 1.20017, -0.591628, 0, 0.175167, 0.10152, -0.0419282, -0.00984493, 0, 0, 0, 0, -1.72782e-09, 0
0.064, -0.0167821, 0.0391766, -0.526365, 1.218, -0.592725, 0, 0.174477, 0.100392, -0.0422294, -0.0100234, 0, 0, 0, 0, -1.82585e-09, 0
0.065, -0.0173124, 0.0404035, -0.534333, 1.23573, -0.593807, 0, 0.173773, 0.0992407, -0.0425284, -0.0101992, 0, 0, 0, 0, -1.92405e-09, 0
