time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,pos_filt1,pos_filt2,vel_filt1,vel_filt2,pos_des1,pos_des2,vel_des1,vel_des2,tau_con1,tau_con2,tau_fric1,tau_fric2,tau_meas1,tau_meas2,tau_des1,tau_des2,tau_pert1,tau_pert2
0.000000000000000000e+00,1.907377737087045944e-04,-1.907377737087045944e-04,7.142857142857295116e-02,-5.494505494507251342e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.768428935649077299e-03,-1.091478402004788961e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.791208791208759976e-03,-8.791208791208759976e-03,0.000000000000000000e+00,-1.088840000000000030e+00,0.000000000000000000e+00,2.527146717632283620e-58
6.742238998413085938e-03,5.722133211261137831e-04,-1.907377737087045944e-04,5.657995029651080587e-02,0.000000000000000000e+00,1.907377737087045944e-04,-1.907377737087045944e-04,7.142857142857295116e-02,-5.494505494507251342e-03,2.410279999999999901e-05,-4.996250000000000148e-05,4.820519999999999666e-02,-9.992429999999999368e-02,9.778339995919954619e-02,-1.130012641494931858e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.791208791208759976e-03,-2.930402930402919992e-03,0.000000000000000000e+00,-1.064030000000000031e+00,0.000000000000000000e+00,3.700976465695486995e-58
1.272273063659667969e-02,1.907377737087045944e-04,-9.536888685435229718e-04,-6.378665342190356635e-02,-1.275733068438071327e-01,5.722133211261137831e-04,-1.907377737087045944e-04,5.657995029651080587e-02,0.000000000000000000e+00,9.585969999999999973e-05,-1.987070000000000069e-04,9.530750000000000333e-02,-1.975629999999999886e-01,1.690752345788935629e-01,-1.294637822239739222e+00,0.000000000000000000e+00,-1.436972941738393628e-01,8.791208791208759976e-03,-6.241758241758237347e-01,0.000000000000000000e+00,-1.039730000000000043e+00,0.000000000000000000e+00,5.417045972610631569e-58
1.852059364318847656e-02,5.722133211261137831e-04,-4.768444342717614859e-03,6.579588841331643345e-02,-6.579588841331643900e-01,1.907377737087045944e-04,-9.536888685435229718e-04,-6.378665342190356635e-02,-1.275733068438071327e-01,2.141769999999999926e-04,-4.439679999999999885e-04,1.413260000000000072e-01,-2.929550000000000209e-01,2.365048997151802390e-01,-1.315338929242661159e+00,0.000000000000000000e+00,-1.807643678403639542e-01,9.084249084249051975e-02,-8.468864468864474304e-01,0.000000000000000000e+00,-1.015949999999999909e+00,0.000000000000000000e+00,7.924448547201156302e-58
2.438664436340332031e-02,1.335164415960932160e-03,-8.201724269474297557e-03,1.300621374113988815e-01,-5.852796183512949391e-01,5.722133211261137831e-04,-4.768444342717614859e-03,6.579588841331643345e-02,-6.579588841331643900e-01,3.779799999999999827e-04,-7.835160000000000518e-04,1.862779999999999991e-01,-3.861379999999999812e-01,4.758136098380832957e-01,-1.309865699714575893e+00,1.926312243134697122e-01,-1.837090572263756494e-01,1.494505494505489196e-01,-1.122344322344321910e+00,0.000000000000000000e+00,-9.926599999999999868e-01,0.000000000000000000e+00,1.158606362906952321e-57
3.273606300354003906e-02,2.861066605630568915e-03,-1.850156404974434565e-02,1.827555013632243264e-01,-1.233599634201764328e+00,1.335164415960932160e-03,-8.201724269474297557e-03,1.300621374113988815e-01,-5.852796183512949391e-01,5.862120000000000178e-04,-1.215160000000000068e-03,2.301819999999999977e-01,-4.771509999999999918e-01,5.685935261707107946e-01,-1.269318875727729612e+00,2.237688176473096868e-01,-1.861917467433021056e-01,1.963369963369956395e-01,-1.139926739926739430e+00,0.000000000000000000e+00,-9.698649999999999771e-01,0.000000000000000000e+00,1.693023940376684575e-57
3.782463073730468750e-02,6.675822079804660802e-03,-2.651255054550993862e-02,7.496717492550386552e-01,-1.574310673435581176e+00,2.861066605630568915e-03,-1.850156404974434565e-02,1.827555013632243264e-01,-1.233599634201764328e+00,8.378329999999999588e-04,-1.736759999999999953e-03,2.730569999999999942e-01,-5.660300000000000331e-01,5.724228395434525218e-01,-1.205893667713401118e+00,2.433596905647114061e-01,-1.873561084221812556e-01,-1.465201465201459996e-02,-1.128205128205127750e+00,0.000000000000000000e+00,-9.475540000000000074e-01,0.000000000000000000e+00,2.472581526510442098e-57
4.124855995178222656e-02,1.010910200656134350e-02,-3.261615930418848563e-02,1.002730988783181010e+00,-1.782632868947877203e+00,6.675822079804660802e-03,-2.651255054550993862e-02,7.496717492550386552e-01,-1.574310673435581176e+00,1.131819999999999962e-03,-2.346179999999999793e-03,3.149190000000000045e-01,-6.528119999999999479e-01,5.370087466510490293e-01,-1.139088046383586406e+00,2.472065628296316875e-01,-1.880335513193678587e-01,9.670329670329635974e-02,-1.163369963369962790e+00,0.000000000000000000e+00,-9.257170000000000121e-01,0.000000000000000000e+00,3.609096311728417931e-57
4.414606094360351562e-02,1.277943083848320782e-02,-3.871976806286703265e-02,9.215972106512962947e-01,-2.106507910060105626e+00,1.010910200656134350e-02,-3.261615930418848563e-02,1.002730988783181010e+00,-1.782632868947877203e+00,1.467180000000000003e-03,-3.041359999999999897e-03,3.557850000000000179e-01,-7.375329999999999941e-01,5.175574475553473830e-01,-1.064997910244710910e+00,2.483943562817115536e-01,-1.885677287714544736e-01,1.963369963369956395e-01,-1.110622710622710230e+00,0.000000000000000000e+00,-9.043470000000000120e-01,0.000000000000000000e+00,5.265100362174081403e-57
4.683566093444824219e-02,1.621271076523989052e-02,-4.444190127412817048e-02,1.276502059207097028e+00,-2.127503432011828455e+00,1.277943083848320782e-02,-3.871976806286703265e-02,9.215972106512962947e-01,-2.106507910060105626e+00,1.842909999999999904e-03,-3.820249999999999861e-03,3.956729999999999969e-01,-8.202279999999999571e-01,4.710273279677680280e-01,-1.003094845275588343e+00,2.494248074136662108e-01,-1.889253146540981476e-01,2.959706959706966956e-01,-1.063736263736263510e+00,0.000000000000000000e+00,-8.834359999999999991e-01,0.000000000000000000e+00,7.676710571304128895e-57
