time,pos1,vel1,acc1,jerk1,tau1,pos2,vel2,acc2,jerk2,tau2
5.600653606984762334e-01,5.781823848784780479e-03,1.588791728638647038e+00,7.356043645004501919e+00,-6.974949385433407656e+01,0.000000000000000000e+00,7.722988232375974094e-02,-5.435826382852857463e+00,-2.898612558833591990e+01,1.993739333412679855e+02,-6.120705805538795286e-01
5.610654774140091394e-01,7.390046538959407427e-03,1.596113653195020632e+00,7.286001748678243572e+00,-7.031795075174760257e+01,0.000000000000000000e+00,7.173862233081787498e-02,-5.464715935964639115e+00,-2.878599236211037038e+01,2.008458072495145359e+02,-6.121546959802987020e-01
5.620655941295421565e-01,9.004353578965841945e-03,1.603365243385291183e+00,7.215391329106809692e+00,-7.088640764916118542e+01,0.000000000000000000e+00,6.622168540021088068e-02,-5.493404596382789329e+00,-2.858438709018601998e+01,2.023176811577612568e+02,-6.122388114067179865e-01
5.630657108450751736e-01,1.062466770951533274e-02,1.610545930619857069e+00,7.144212386290213601e+00,-7.145486454657475406e+01,0.000000000000000000e+00,6.067929035714272890e-02,-5.521890891889793096e+00,-2.838130977256286513e+01,2.037895550660080062e+02,-6.123229268331372710e-01
5.640658275606081906e-01,1.225091167131923953e-02,1.617655146309117775e+00,7.072464920228457075e+00,-7.202332144398833691e+01,0.000000000000000000e+00,5.511165602681675907e-02,-5.550173350268139849e+00,-2.817676040924091296e+01,2.052614289742547271e+02,-6.124070422595564445e-01
5.650659442761412077e-01,1.388300820508902612e-02,1.624692321863472788e+00,7.000148930921533896e+00,-7.259177834140191976e+01,0.000000000000000000e+00,4.951900123443591512e-02,-5.578250499300324350e+00,-2.797073900022017057e+01,2.067333028825014480e+02,-6.124911576859757290e-01
5.660660609916741137e-01,1.552088005153590480e-02,1.631656888693320484e+00,6.927264418369455612e+00,-7.316023523881543156e+01,0.000000000000000000e+00,4.390154480520394586e-02,-5.606120866768829814e+00,-2.776324554550065926e+01,2.082051767907479984e+02,-6.125752731123950134e-01
5.670661777072071308e-01,1.716444995137162560e-02,1.638548278209061904e+00,6.853811382572208899e+00,-7.372869213622900020e+01,0.000000000000000000e+00,3.825950556432296257e-02,-5.633782980456157219e+00,-2.755428004508232931e+01,2.096770506989947194e+02,-6.126593885388142979e-01
5.680662944227401479e-01,1.881364064530743202e-02,1.645365921821095645e+00,6.779789823529796422e+00,-7.429714903364258305e+01,0.000000000000000000e+00,3.259310233699662385e-02,-5.661235368144790669e+00,-2.734384249896520203e+01,2.111489246072414403e+02,-6.127435039652334714e-01
5.690664111382731649e-01,2.046837487405476011e-02,1.652109250939820750e+00,6.705199741242221734e+00,-7.486560593105616590e+01,0.000000000000000000e+00,2.690255394842813036e-02,-5.688476557617220486e+00,-2.713193290714927741e+01,2.126207985154881897e+02,-6.128276193916527559e-01
5.700665278538061820e-01,2.212857537832496613e-02,1.658777696975636706e+00,6.630041135709481281e+00,-7.543406282846973454e+01,0.000000000000000000e+00,2.118807922382073133e-02,-5.715505076655940542e+00,-2.691855126963456257e+01,2.140926724237349106e+02,-6.129117348180720404e-01
5.710666445693390880e-01,2.379416489882932653e-02,1.665370691338942333e+00,6.554314006931587500e+00,-7.600251972588326055e+01,0.000000000000000000e+00,1.544989698837814784e-02,-5.742319453043435828e+00,-2.670369758642107882e+01,2.155645463319814610e+02,-6.129958502444913249e-01
5.720667612848721051e-01,2.546506617627958963e-02,1.671887665440138004e+00,6.478018354908523513e+00,-7.657097662329684340e+01,0.000000000000000000e+00,9.688226067302255218e-03,-5.768918214562204660e+00,-2.648737185750877643e+01,2.170364202402281819e+02,-6.130799656709104983e-01
5.730668780004051222e-01,2.714120195138697983e-02,1.678328050689622764e+00,6.401154179640293762e+00,-7.713943352071041204e+01,0.000000000000000000e+00,3.903285285796892490e-03,-5.795299888994734694e+00,-2.626957408289767670e+01,2.185082941484749028e+02,-6.131640810973297828e-01
5.740669947159381392e-01,2.882249496486294707e-02,1.684691278497795652e+00,6.323721481126902688e+00,-7.770789041812399489e+01,0.000000000000000000e+00,-1.904706530934753561e-03,-5.821463004123512697e+00,-2.605030426258778675e+01,2.199801680567216522e+02,-6.132481965237490673e-01
5.750671114314710453e-01,3.050886795741865679e-02,1.690976780275055935e+00,6.245720259368355620e+00,-7.827634731553750669e+01,0.000000000000000000e+00,-7.735530557688809206e-03,-5.847406087731031654e+00,-2.582956239657912434e+01,2.214520419649682026e+02,-6.133323119501683518e-01
5.760672281470040623e-01,3.220024366976594749e-02,1.697183987431803320e+00,6.167150514364636571e+00,-7.884480421295108954e+01,0.000000000000000000e+00,-1.358896796926354483e-02,-5.873127667599783663e+00,-2.560734848487164328e+01,2.229239158732149235e+02,-6.134164273765875253e-01
5.770673448625370794e-01,3.389654484261600542e-02,1.703312331378437072e+00,6.088012246115755310e+00,-7.941326111036467239e+01,0.000000000000000000e+00,-1.946479994045511447e-02,-5.898626271512259933e+00,-2.538366252746536844e+01,2.243957897814616445e+02,-6.135005428030068098e-01
5.780674615780700965e-01,3.559769421668025624e-02,1.709361243525356455e+00,6.008305454621709174e+00,-7.998171800777824103e+01,0.000000000000000000e+00,-2.536280764606018562e-02,-5.923900427250949008e+00,-2.515850452436029627e+01,2.258676636897083654e+02,-6.135846582294260942e-01
5.790675782936031135e-01,3.730361453267010824e-02,1.715330155282960956e+00,5.928030139882500826e+00,-8.055017490519182388e+01,0.000000000000000000e+00,-3.128277226087576579e-02,-5.948948662598341208e+00,-2.493187447555643033e+01,2.273395375979550863e+02,-6.136687736558453787e-01
5.800676950091360196e-01,3.901422853129676849e-02,1.721218498061648727e+00,5.847186301898137373e+00,-8.111863180260533568e+01,0.000000000000000000e+00,-3.722447495969791187e-02,-5.973769505336925079e+00,-2.470377238105379547e+01,2.288114115062016651e+02,-6.137528890822645522e-01
5.810678117246690366e-01,4.072945895327204080e-02,1.727025703271821255e+00,5.765773940668601938e+00,-8.168708870001891853e+01,0.000000000000000000e+00,-4.318769691732481097e-02,-5.998361483249198045e+00,-2.447419824085234552e+01,2.302832854144483861e+02,-6.138370045086838367e-01
5.820679284402020537e-01,4.244922853930714612e-02,1.732751202323876694e+00,5.683793056193903404e+00,-8.225554559743250138e+01,0.000000000000000000e+00,-4.917221930855274203e-02,-6.022723124117646876e+00,-2.424315205495209824e+01,2.317551593226951070e+02,-6.139211199351031212e-01
5.830680451557350708e-01,4.417346003011349970e-02,1.738394426628214307e+00,5.601243648474040882e+00,-8.282400249484607002e+01,0.000000000000000000e+00,-5.517782330817834480e-02,-6.046852955724761003e+00,-2.401063382335305363e+01,2.332270332309418279e+02,-6.140052353615224057e-01
5.840681618712680878e-01,4.590207616640248900e-02,1.743954807595233802e+00,5.518125717509014372e+00,-8.339245939225965287e+01,0.000000000000000000e+00,-6.120429009099857820e-02,-6.070749505853032524e+00,-2.377664354605521879e+01,2.346989071391885489e+02,-6.140893507879415791e-01
5.850682785868009939e-01,4.763499968888533498e-02,1.749431776635333557e+00,5.434439263298836309e+00,-8.396091628967316467e+01,0.000000000000000000e+00,-6.725140083180962403e-02,-6.094411302284947318e+00,-2.354118122305861505e+01,2.361707810474351277e+02,-6.141734662143608636e-01
5.860683953023340109e-01,4.937215333827388308e-02,1.754824765158915056e+00,5.350184285843483600e+00,-8.452937318708674752e+01,0.000000000000000000e+00,-7.331893670540952368e-02,-6.117836872803005477e+00,-2.330424685436318555e+01,2.376426549556818486e+02,-6.142575816407801481e-01
5.870685120178670280e-01,5.111345985527927099e-02,1.760133204576375121e+00,5.265360785142967792e+00,-8.509783008450033037e+01,0.000000000000000000e+00,-7.940667888659452833e-02,-6.141024745189691991e+00,-2.306584043996896582e+01,2.391145288639285695e+02,-6.143416970671994326e-01
5.880686287334000450e-01,5.285884198061296946e-02,1.765356526298115014e+00,5.179968761197288885e+00,-8.566628698191389901e+01,0.000000000000000000e+00,-8.551440855016151366e-02,-6.163973447227497182e+00,-2.282596197987595588e+01,2.405864027721752905e+02,-6.144258124936186061e-01
5.890687454489329511e-01,5.460822245498617167e-02,1.770494161734532446e+00,5.094008214006456647e+00,-8.623474387932742502e+01,0.000000000000000000e+00,-9.164190687090650878e-02,-6.186681506698909594e+00,-2.258461147408417702e+01,2.420582766804218693e+02,-6.145099279200378906e-01
5.900688621644659682e-01,5.636152401911066756e-02,1.775545542296028012e+00,5.007479143570449764e+00,-8.680320077674099366e+01,0.000000000000000000e+00,-9.778895502362780490e-02,-6.209147451386423988e+00,-2.234178892259356530e+01,2.435301505886685902e+02,-6.145940433464571750e-01
5.910689788799989852e-01,5.811866941369768502e-02,1.780510099393000978e+00,4.920381549889282446e+00,-8.737165767415457651e+01,0.000000000000000000e+00,-1.039553341831214589e-01,-6.231369809072532462e+00,-2.209749432540417757e+01,2.450020244969153111e+02,-6.146781587728764595e-01
5.920690955955320023e-01,5.987958137945864623e-02,1.785387264435850163e+00,4.832715432962949365e+00,-8.794011457156815936e+01,0.000000000000000000e+00,-1.101408255241843465e-01,-6.253347107539720895e+00,-2.185172768251598541e+01,2.464738984051620321e+02,-6.147622741992956330e-01
5.930692123110650193e-01,6.164418265710495254e-02,1.790176468834975276e+00,4.744480792791454071e+00,-8.850857146898172800e+01,0.000000000000000000e+00,-1.163452102216133710e-01,-6.275077874570483161e+00,-2.160448899392899591e+01,2.479457723134087530e+02,-6.148463896257149175e-01
5.940693290265979254e-01,6.341239598734779714e-02,1.794877144000774916e+00,4.655677629374804560e+00,-8.907702836639525401e+01,0.000000000000000000e+00,-1.225682694502045894e-01,-6.296560637947304251e+00,-2.135577825964324461e+01,2.494176462216553034e+02,-6.149305050521342020e-01
5.950694457421309425e-01,6.518414411089901161e-02,1.799488721343649678e+00,4.566305942712981292e+00,-8.964548526380882265e+01,0.000000000000000000e+00,-1.288097843847562651e-01,-6.317793925452680703e+00,-2.110559547965866756e+01,2.508895201299020528e+02,-6.150146204785534865e-01
5.960695624576639595e-01,6.695934976846978914e-02,1.804010632273997938e+00,4.476365732805996700e+00,-9.021394216122240550e+01,0.000000000000000000e+00,-1.350695362000644550e-01,-6.338776264869102839e+00,-2.085394065397529673e+01,2.523613940381487737e+02,-6.150987359049726599e-01
5.970696791731969766e-01,6.873793570077155191e-02,1.808442308202219628e+00,4.385856999653847232e+00,-9.078239905863598835e+01,0.000000000000000000e+00,-1.413473060709259654e-01,-6.359506183979060090e+00,-2.060081378259313567e+01,2.538332679463954946e+02,-6.151828513313919444e-01
5.980697958887299936e-01,7.051982464851566657e-02,1.812783180538713790e+00,4.294779743256534665e+00,-9.135085595604955699e+01,0.000000000000000000e+00,-1.476428751721377552e-01,-6.379982210565042777e+00,-2.034621486551217373e+01,2.553051418546422155e+02,-6.152669667578112289e-01
5.990699126042628997e-01,7.230493935241344428e-02,1.817032680693879021e+00,4.203133963614070545e+00,-9.191931285346308300e+01,0.000000000000000000e+00,-1.539560246784959507e-01,-6.400202872409538557e+00,-2.009014390273244999e+01,2.567770157628887659e+02,-6.153510821842305134e-01
6.000700293197959168e-01,7.409320255317661252e-02,1.821190240078116584e+00,4.110919660726430003e+00,-9.248776975087665164e+01,0.000000000000000000e+00,-1.602865357647987044e-01,-6.420166697295042191e+00,-1.983260089425390049e+01,2.582488896711354869e+02,-6.154351976106496869e-01
6.010701460353289338e-01,7.588453699151638532e-02,1.825255290101823746e+00,4.018136834593629025e+00,-9.305622664829023449e+01,0.000000000000000000e+00,-1.666341896058421979e-01,-6.439872213004044887e+00,-1.957358584007656077e+01,2.597207635793822647e+02,-6.155193130370689714e-01
6.020702627508619509e-01,7.767886540814421259e-02,1.829227262175401769e+00,3.924785485215662284e+00,-9.362468354570381734e+01,0.000000000000000000e+00,-1.729987673764231682e-01,-6.459317947319035191e+00,-1.931309874020042372e+01,2.611926374876289856e+02,-6.156034284634882559e-01
6.030703794663948569e-01,7.947611054377126671e-02,1.833105587709248141e+00,3.830865612592543989e+00,-9.419314044311732914e+01,0.000000000000000000e+00,-1.793800502513377970e-01,-6.478502428022501647e+00,-1.905113959462552486e+01,2.626645113958754791e+02,-6.156875438899074293e-01
6.040704961819278740e-01,8.127619513910940008e-02,1.836889698113763014e+00,3.736377216724251937e+00,-9.476159734053091199e+01,0.000000000000000000e+00,-1.857778194053844589e-01,-6.497424182896939904e+00,-1.878770840335179670e+01,2.641363853041222001e+02,-6.157716593163267138e-01
6.050706128974608911e-01,8.307904193486975730e-02,1.840579024799346541e+00,3.641320297610795897e+00,-9.533005423794448063e+01,0.000000000000000000e+00,-1.921918560133589748e-01,-6.516081739724835842e+00,-1.852280516637927832e+01,2.656082592123689210e+02,-6.158557747427459983e-01
6.060707296129939081e-01,8.488457367176377444e-02,1.844172999176396877e+00,3.545694855252178534e+00,-9.589851113535806348e+01,0.000000000000000000e+00,-1.986219412500584425e-01,-6.534473626288684223e+00,-1.825642988370796260e+01,2.670801331206156988e+02,-6.159398901691652828e-01
6.070708463285269252e-01,8.669271309050292917e-02,1.847671052655313506e+00,3.449500889648395408e+00,-9.646696803277164634e+01,0.000000000000000000e+00,-2.050678562902795710e-01,-6.552598370370972702e+00,-1.798858255533785666e+01,2.685520070288624197e+02,-6.160240055955845673e-01
6.080709630440598312e-01,8.850338293179833837e-02,1.851072616646496360e+00,3.352738400799459839e+00,-9.703542493018515813e+01,0.000000000000000000e+00,-2.115293823088186254e-01,-6.570454499754190714e+00,-1.771926318126898181e+01,2.700238809371089701e+02,-6.161081210220037407e-01
6.090710797595928483e-01,9.031650593636186830e-02,1.854377122560344038e+00,3.255407388705350513e+00,-9.760388182759874098e+01,0.000000000000000000e+00,-2.180063004804737026e-01,-6.588040542220833018e+00,-1.744847176150128476e+01,2.714957548453556910e+02,-6.161922364484230252e-01
6.100711964751258654e-01,9.213200484490469133e-02,1.857584001807256913e+00,3.157507853366078088e+00,-9.817233872501230962e+01,0.000000000000000000e+00,-2.244983919800409566e-01,-6.605355025553386383e+00,-1.717620829603479393e+01,2.729676287536024120e+02,-6.162763518748423097e-01
6.110713131906588824e-01,9.394980239813822964e-02,1.860692685797633583e+00,3.059039794781641675e+00,-9.874079562242589247e+01,0.000000000000000000e+00,-2.310054379823172632e-01,-6.622396477534344683e+00,-1.690247278486950577e+01,2.744395026618491329e+02,-6.163604673012615942e-01
6.120714299061918995e-01,9.576982133677396092e-02,1.863702605941873536e+00,2.960003212952043050e+00,-9.930925251983947533e+01,0.000000000000000000e+00,-2.375272196620993870e-01,-6.639163425946197350e+00,-1.662726522800542384e+01,2.759113765700958538e+02,-6.164445827276807677e-01
6.130715466217248055e-01,9.759198440152297427e-02,1.866613193650376257e+00,2.860398107877291096e+00,-9.987770941725298712e+01,0.000000000000000000e+00,-2.440635181941834264e-01,-6.655654398571432040e+00,-1.635058562544258010e+01,2.773832504783424611e+02,-6.165286981541000522e-01
6.140716633372578226e-01,9.941621433309716371e-02,1.869423880333541010e+00,2.760224479557365385e+00,-1.004461663146665700e+02,0.000000000000000000e+00,-2.506141147533677005e-01,-6.671867923192543515e+00,-1.607243397718091416e+01,2.788551243865891820e+02,-6.166128135805193367e-01
6.150717800527908397e-01,1.012424338722077016e-01,1.872134097401766617e+00,2.659482327992276574e+00,-1.010146232120801386e+02,0.000000000000000000e+00,-2.571787905144483632e-01,-6.687802527592019430e+00,-1.579281028322044733e+01,2.803269982948359029e+02,-6.166969290069385101e-01
6.160718967683238567e-01,1.030705657595660241e-01,1.874743276265453673e+00,2.558171653182023775e+00,-1.015830801094937215e+02,0.000000000000000000e+00,-2.637573266522222348e-01,-6.703456739552354549e+00,-1.551171454356119028e+01,2.817988722030826239e+02,-6.167810444333577946e-01
6.170720134838567628e-01,1.049005327358833450e-01,1.877250848334999667e+00,2.456292455126618535e+00,-1.021515370069072333e+02,0.000000000000000000e+00,-2.703495043414853027e-01,-6.718829086856032973e+00,-1.522914675820316788e+01,2.832707461113291743e+02,-6.168651598597770791e-01
6.180721301993897798e-01,1.067322575418714337e-01,1.879656245020805416e+00,2.353844733826040425e+00,-1.027199939043208161e+02,0.000000000000000000e+00,-2.769551047570359970e-01,-6.733918097285552129e+00,-1.494510692714633038e+01,2.847426200195758952e+02,-6.169492752861963636e-01
6.190722469149227969e-01,1.085656629182415317e-01,1.881958897733270408e+00,2.250828489280296552e+00,-1.032884508017343990e+02,0.000000000000000000e+00,-2.835739090736702495e-01,-6.748722298623398785e+00,-1.465959505039067778e+01,2.862144939278226161e+02,-6.170333907126155371e-01
6.200723636304558140e-01,1.104006716057050752e-01,1.884158237882793463e+00,2.147243721489392243e+00,-1.038569076991479818e+02,0.000000000000000000e+00,-2.902056984661849359e-01,-6.763240218652063263e+00,-1.437261112793624918e+01,2.876863678360693370e+02,-6.171175061390348215e-01
6.210724803459888310e-01,1.122372063449733615e-01,1.886253696879773400e+00,2.043090430453322170e+00,-1.044253645965615505e+02,0.000000000000000000e+00,-2.968502541093770986e-01,-6.777470385154037658e+00,-1.408415515978301968e+01,2.891582417443160580e+02,-6.172016215654541060e-01
6.220725970615217371e-01,1.140751898767577710e-01,1.888244706134609929e+00,1.938368616172100545e+00,-1.049938214939750623e+02,0.000000000000000000e+00,-3.035073571780427804e-01,-6.791411325911810515e+00,-1.379422714593102128e+01,2.906301156525626084e+02,-6.172857369918733905e-01
6.230727137770547541e-01,1.159145449417699897e-01,1.890130697057702758e+00,1.833078278645706050e+00,-1.055622783913886451e+02,0.000000000000000000e+00,-3.101767888469798562e-01,-6.805061568707876596e+00,-1.350282708638020779e+01,2.921019895608093293e+02,-6.173698524182925640e-01
6.240728304925877712e-01,1.177551942807212593e-01,1.891911101059450928e+00,1.727219417874146679e+00,-1.061307352888022280e+02,0.000000000000000000e+00,-3.168583302909849797e-01,-6.818419641324721781e+00,-1.320995498113059341e+01,2.935738634690560502e+02,-6.174539678447118485e-01
6.250729472081207883e-01,1.195970606343229603e-01,1.893585349550253927e+00,1.620792033857422432e+00,-1.066991921862158108e+02,0.000000000000000000e+00,-3.235517626848547490e-01,-6.831484071544840830e+00,-1.291561083018218525e+01,2.950457373773027712e+02,-6.175380832711311330e-01
6.260730639236538053e-01,1.214400667432865843e-01,1.895152873940511240e+00,1.513796126595537750e+00,-1.072676490836293794e+02,0.000000000000000000e+00,-3.302568672033858732e-01,-6.844253387150722290e+00,-1.261979463353498332e+01,2.965176112855494921e+02,-6.176221986975504175e-01
6.270731806391867114e-01,1.232841353483233038e-01,1.896613105640621466e+00,1.406231696088500627e+00,-1.078361059810428912e+02,0.000000000000000000e+00,-3.369734250213747284e-01,-6.856726115924855591e+00,-1.232250639118901958e+01,2.979894851937960993e+02,-6.177063141239695909e-01
6.280732973547197284e-01,1.251291891901448461e-01,1.897965476060985424e+00,1.298098742336286193e+00,-1.084045628784564741e+02,0.000000000000000000e+00,-3.437012173136190785e-01,-6.868900785649733720e+00,-1.202374610314422654e+01,2.994613591020428203e+02,-6.177904295503888754e-01
6.290734140702527455e-01,1.269751510094626057e-01,1.899209416612000823e+00,1.189397265338911325e+00,-1.089730197758700569e+02,0.000000000000000000e+00,-3.504400252549159100e-01,-6.880775924107842556e+00,-1.172351376940063972e+01,3.009332330102895412e+02,-6.178745449768081599e-01
6.300735307857857626e-01,1.288219435469877827e-01,1.900344358704068259e+00,1.080127265096372469e+00,-1.095414766732836398e+02,0.000000000000000000e+00,-3.571896300200612107e-01,-6.892350059081680413e+00,-1.142180938995826267e+01,3.024051069185362621e+02,-6.179586604032274444e-01
6.310736475013186686e-01,1.306694895434317161e-01,1.901369733747585666e+00,9.702887416086820593e-01,-1.101099335706971516e+02,0.000000000000000000e+00,-3.639498127838514119e-01,-6.903621718353731396e+00,-1.111863296481712027e+01,3.038769808267828125e+02,-6.180427758296466179e-01
6.320737642168516857e-01,1.325177117395061610e-01,1.902284973152953196e+00,8.598816948758152279e-01,-1.106783904681107344e+02,0.000000000000000000e+00,-3.707203547210849992e-01,-6.914589429706489376e+00,-1.081398449397715211e+01,3.053488547350295335e+02,-6.181268912560659023e-01
6.330738809323847027e-01,1.343665328759223732e-01,1.903089508330571222e+00,7.489061248977879615e-01,-1.112468473655243031e+02,0.000000000000000000e+00,-3.775010370065577381e-01,-6.925251720922444676e+00,-1.050786397743838663e+01,3.068207286432763112e+02,-6.182110066824851868e-01
6.340739976479177198e-01,1.362158756933917469e-01,1.903782770690837012e+00,6.373620316745931547e-01,-1.118153042629378859e+02,0.000000000000000000e+00,-3.842916408150665597e-01,-6.935607119784085839e+00,-1.020027141520083092e+01,3.082926025515230322e+02,-6.182951221089044713e-01
6.350741143634507369e-01,1.380656629326256768e-01,1.904364191644151827e+00,5.252494152062361366e-01,-1.123837611603514688e+02,0.000000000000000000e+00,-3.910919473214083952e-01,-6.945654154073904962e+00,-9.891206807264477874e+00,3.097644764597697531e+02,-6.183792375353236448e-01
6.360742310789836429e-01,1.399158173343353906e-01,1.904833202600913822e+00,4.125682754927311180e-01,-1.129522180577649806e+02,0.000000000000000000e+00,-3.979017377003791767e-01,-6.955391351574393255e+00,-9.580670153629366581e+00,3.112363503680162466e+02,-6.184633529617429293e-01
6.370743477945166600e-01,1.417662616392326991e-01,1.905189234971522705e+00,2.993186125340479009e-01,-1.135206749551785634e+02,0.000000000000000000e+00,-4.047207931267774450e-01,-6.964817240068041926e+00,-9.268661454295422431e+00,3.127082242762629676e+02,-6.185474683881622138e-01
6.380744645100496770e-01,1.436169185880287746e-01,1.905431720166377740e+00,1.855004263302006962e-01,-1.140891318525921321e+02,0.000000000000000000e+00,-4.115488947753990212e-01,-6.973930347337340407e+00,-8.955180709262688055e+00,3.141800981845096885e+02,-6.186315838145814983e-01
6.390745812255826941e-01,1.454677109214350950e-01,1.905560089595878637e+00,7.111371688119305645e-02,-1.146575887500057149e+02,0.000000000000000000e+00,-4.183858238210409475e-01,-6.982729201164775468e+00,-8.640227918531156348e+00,3.156519720927564094e+02,-6.187156992410006717e-01
6.400746979411156001e-01,1.473185613801628047e-01,1.905573774670424214e+00,-4.384151581296791278e-02,-1.152260456474192267e+02,0.000000000000000000e+00,-4.252313614384991558e-01,-6.991212329332844533e+00,-8.323803082100866391e+00,3.171238460010030167e+02,-6.187998146674199562e-01
6.410748146566486172e-01,1.491693927049237423e-01,1.905472206800413515e+00,-1.593652717523053042e-01,-1.157945025448328096e+02,0.000000000000000000e+00,-4.320852888025721317e-01,-6.999378259624034371e+00,-8.005906199971747128e+00,3.185957199092497376e+02,-6.188839300938392407e-01
6.420749313721816343e-01,1.510201276364290801e-01,1.905254817396247580e+00,-2.754575509368013542e-01,-1.163629594422463924e+02,0.000000000000000000e+00,-4.389473870880555850e-01,-7.007225519820837079e+00,-7.686537272143837640e+00,3.200675938174964585e+02,-6.189680455202585252e-01
6.430750480877146513e-01,1.528706889153902959e-01,1.904921037868323452e+00,-3.921183533664649445e-01,-1.169314163396599611e+02,0.000000000000000000e+00,-4.458174374697467801e-01,-7.014752637705742089e+00,-7.365696298617130822e+00,3.215394677257431795e+02,-6.190521609466776987e-01
6.440751648032476684e-01,1.547209992825188118e-01,1.904470299627042618e+00,-5.093476790412925226e-01,-1.174998732370735439e+02,0.000000000000000000e+00,-4.526952211224427036e-01,-7.021958141061239722e+00,-7.043383279391630225e+00,3.230113416339899004e+02,-6.191362763730969831e-01
6.450752815187805744e-01,1.565709814785257448e-01,1.903902034082802341e+00,-6.271455279612681011e-01,-1.180683301344870557e+02,0.000000000000000000e+00,-4.595805192209388990e-01,-7.028840557669820299e+00,-6.719598214467364272e+00,3.244832155422365076e+02,-6.192203917995162676e-01
6.460753982343135915e-01,1.584205582441229609e-01,1.903215672646003220e+00,-7.455119001264218781e-01,-1.186367870319006386e+02,0.000000000000000000e+00,-4.664731129400337961e-01,-7.035398415313979470e+00,-6.394341103844276120e+00,3.259550894504832286e+02,-6.193045072259355521e-01
6.470755149498466086e-01,1.602696523200216605e-01,1.902410646727045407e+00,-8.644467955367378664e-01,-1.192052439293142214e+02,0.000000000000000000e+00,-4.733727834545238822e-01,-7.041630241776201338e+00,-6.067611947522394189e+00,3.274269633587299495e+02,-6.193886226523547256e-01
6.480756316653796256e-01,1.621181864469332656e-01,1.901486387736325945e+00,-9.839502141922178424e-01,-1.197737008267277901e+02,0.000000000000000000e+00,-4.802793119392055887e-01,-7.047534564838979776e+00,-5.739410745501707822e+00,3.288988372669766704e+02,-6.194727380787740101e-01
6.490757483809126427e-01,1.639660833655691707e-01,1.900442327084246319e+00,-1.104022156092861806e+00,-1.203421577241413729e+02,0.000000000000000000e+00,-4.871924795688757914e-01,-7.053109912284803329e+00,-5.409737497782238336e+00,3.303707111752233914e+02,-6.195568535051932946e-01
6.500758650964455487e-01,1.658132658166405760e-01,1.899277896181204905e+00,-1.224662621238651994e+00,-1.209106146215548847e+02,0.000000000000000000e+00,-4.941120675183305333e-01,-7.058354811896163206e+00,-5.078592204364010598e+00,3.318425850834698849e+02,-6.196409689316125791e-01
6.510759818119785658e-01,1.676596565408593476e-01,1.897992526437600525e+00,-1.345871609629622156e+00,-1.214790715189684676e+02,0.000000000000000000e+00,-5.010378569623683553e-01,-7.063267791455554168e+00,-4.745974865246939345e+00,3.333144589917166059e+02,-6.197250843580317525e-01
6.520760985275115829e-01,1.695051782789366579e-01,1.896585649263833995e+00,-1.467649121265756307e+00,-1.220475284163820504e+02,0.000000000000000000e+00,-5.079696290757853561e-01,-7.067847378745461207e+00,-4.411885480431088524e+00,3.347863328999634405e+02,-6.198091997844510370e-01
6.530762152430445999e-01,1.713497537715839292e-01,1.895056696070304136e+00,-1.589995156147050892e+00,-1.226159853137956190e+02,0.000000000000000000e+00,-5.149071650333781891e-01,-7.072092101548375531e+00,-4.076324049916436820e+00,3.362582068082101614e+02,-6.198933152108703215e-01
6.540763319585775060e-01,1.731933057595122505e-01,1.893405098267409548e+00,-1.712909714273498807e+00,-1.231844422112091451e+02,0.000000000000000000e+00,-5.218502460099430085e-01,-7.076000487646790127e+00,-3.739290573703023313e+00,3.377300807164566550e+02,-6.199774306372896060e-01
6.550764486741105230e-01,1.750357569834336269e-01,1.891630287265549493e+00,-1.836392795645119591e+00,-1.237528991086227137e+02,0.000000000000000000e+00,-5.287986531802781887e-01,-7.079571064823197091e+00,-3.400785051790787605e+00,3.392019546247033759e+02,-6.200615460637087795e-01
6.560765653896435401e-01,1.768770301840592030e-01,1.889731694475124346e+00,-1.960444400261906139e+00,-1.243213560060362965e+02,0.000000000000000000e+00,-5.357521677191796616e-01,-7.082802360860084079e+00,-3.060807484179754567e+00,3.406738285329500968e+02,-6.201456614901280640e-01
6.570766821051765572e-01,1.787170481021003732e-01,1.887708751306532484e+00,-2.085064528123856675e+00,-1.248898129034498794e+02,0.000000000000000000e+00,-5.427105708014443586e-01,-7.085692903539941412e+00,-2.719357870869920646e+00,3.421457024411968177e+02,-6.202297769165473484e-01
6.580767988207095742e-01,1.805557334782684209e-01,1.885560889170174281e+00,-2.210253179230969423e+00,-1.254582698008634480e+02,0.000000000000000000e+00,-5.496736436018692107e-01,-7.088241220645259411e+00,-2.376436211861296499e+00,3.436175763494435387e+02,-6.203138923429666329e-01
6.590769155362424803e-01,1.823930090532747683e-01,1.883287539476448558e+00,-2.336010353583230170e+00,-1.260267266982769740e+02,0.000000000000000000e+00,-5.566411672952500389e-01,-7.090445839958530172e+00,-2.032042507153917654e+00,3.450894502576901459e+02,-6.203980077693858064e-01
6.600770322517754973e-01,1.842287975678311707e-01,1.880888133635753467e+00,-2.462336051180670893e+00,-1.265951835956905427e+02,0.000000000000000000e+00,-5.636129230563855508e-01,-7.092305289262245793e+00,-1.686176756747705952e+00,3.465613241659368668e+02,-6.204821231958050909e-01
