time,pos1,vel1,acc1,jerk1,tau1,pos2,vel2,acc2,jerk2,tau2
3.000350146598979723e-02,-3.150594386139550724e-04,-1.321990892395163639e-02,-8.629064933840782103e-01,-2.693137193882742153e+01,0.000000000000000000e+00,1.034486529154339095e-03,4.688595248837795076e-02,3.068585675480102193e+00,9.661353047934662186e+01,6.313454287501631124e-02
3.100361818152279000e-02,-3.390764682559790802e-04,-1.409636465173006066e-02,-8.897800867651687318e-01,-2.680954242389005415e+01,0.000000000000000000e+00,1.114971589135612231e-03,5.000315153824789333e-02,3.165022045991846777e+00,9.623670192647941235e+01,6.523902763751687761e-02
3.200373489705578278e-02,-3.641427851650105071e-04,-1.499963618047765387e-02,-9.165318364119249273e-01,-2.668771290895268677e+01,0.000000000000000000e+00,1.199115136164903084e-03,5.321660975599120519e-02,3.261081543968978647e+00,9.585987337361220284e+01,6.734351240001744399e-02
3.300385161258877903e-02,-3.902750157782494071e-04,-1.592960165223903171e-02,-9.431617423243473519e-01,-2.656588339401531940e+01,0.000000000000000000e+00,1.286981914437181117e-03,5.652595022508643402e-02,3.356764169411498244e+00,9.548304482074499333e+01,6.944799716251801036e-02
3.400396832812176834e-02,-4.174897865328953462e-04,-1.688613920905879598e-02,-9.696698045024352286e-01,-2.644405387907795202e+01,0.000000000000000000e+00,1.378636668147413839e-03,5.993079602901203728e-02,3.452069922319404682e+00,9.510621626787778382e+01,7.155248192501857674e-02
3.500408504365476459e-02,-4.458037238661487038e-04,-1.786912699298155716e-02,-9.960560229461891124e-01,-2.632222436414058464e+01,0.000000000000000000e+00,1.474144141490571144e-03,6.343077025124656265e-02,3.546998802692698849e+00,9.472938771501057431e+01,7.365696668751914311e-02
3.600420175918775390e-02,-4.752334542152089917e-04,-1.887844314605192225e-02,-1.022320397655608781e+00,-2.620039484920322082e+01,0.000000000000000000e+00,1.573569078661620326e-03,6.702549597526849534e-02,3.641550810531380300e+00,9.435255916214336480e+01,7.576145145001969561e-02
3.700431847472075014e-02,-5.057956040172764808e-04,-1.991396581031451909e-02,-1.048462928630694568e+00,-2.607856533426585344e+01,0.000000000000000000e+00,1.676976223855531495e-03,7.071459628455638302e-02,3.735725945835449480e+00,9.397573060927615529e+01,7.786593621252026198e-02
3.800443519025373945e-02,-5.375067997095508456e-04,-2.097557312781393041e-02,-1.074483615871445696e+00,-2.595673581932848606e+01,0.000000000000000000e+00,1.784430321267271727e-03,7.449769426258867622e-02,3.829524208604905944e+00,9.359890205640894578e+01,7.997042097502082836e-02
3.900455190578673570e-02,-5.703836677292321942e-04,-2.206314324059478402e-02,-1.100382459377863276e+00,-2.583490630439111868e+01,0.000000000000000000e+00,1.895996115091811568e-03,7.837441299284393648e-02,3.922945598839750136e+00,9.322207350354173627e+01,8.207490573752139473e-02
4.000466862131972501e-02,-6.044428345135203096e-04,-2.317655429070167653e-02,-1.126159459149946418e+00,-2.571307678945375130e+01,0.000000000000000000e+00,2.011738349524117443e-03,8.234437555880061432e-02,4.015990116539980725e+00,9.284524495067452676e+01,8.417939050002194723e-02
4.100478533685272126e-02,-6.397009264996153001e-04,-2.431568442017922882e-02,-1.151814615187695567e+00,-2.559124727451638392e+01,0.000000000000000000e+00,2.131721768759160113e-03,8.640720504393728518e-02,4.108657761705599931e+00,9.246841639780731725e+01,8.628387526252252748e-02
4.200490205238571750e-02,-6.761745701247172738e-04,-2.548041177107205138e-02,-1.177347927491110502e+00,-2.546941775957901655e+01,0.000000000000000000e+00,2.256011116991907088e-03,9.056252453173242734e-02,4.200948534336605533e+00,9.209158784494010774e+01,8.838836002502309386e-02
4.300501876791870681e-02,-7.138803918260254715e-04,-2.667061448542473734e-02,-1.202759396060190999e+00,-2.534758824464164917e+01,0.000000000000000000e+00,2.384671138417326745e-03,9.480995710566453294e-02,4.292862434432998420e+00,9.171475929207289823e+01,9.049284478752364635e-02
4.400513548345170306e-02,-7.528350180407404352e-04,-2.788617070528191452e-02,-1.228049020894937948e+00,-2.522575872970428179e+01,0.000000000000000000e+00,2.517766577230388762e-03,9.914912584921212191e-02,4.384399461994779479e+00,9.133793073920568872e+01,9.259732955002422661e-02
4.500525219898469237e-02,-7.930550752060618394e-04,-2.912695857268817259e-02,-1.253216801995350238e+00,-2.510392921476691441e+01,0.000000000000000000e+00,2.655362177626060215e-03,1.035796538458536864e-01,4.475559617021947822e+00,9.096110218633847921e+01,9.470181431252477910e-02
4.600536891451768862e-02,-8.345571897591900091e-04,-3.039285622968815673e-02,-1.278262739361428757e+00,-2.498209969982954703e+01,0.000000000000000000e+00,2.797522683799312515e-03,1.081011641790678018e-01,4.566342899514503451e+00,9.058427363347126970e+01,9.680629907502534548e-02
4.700548563005067793e-02,-8.773579881373241851e-04,-3.168374181832642883e-02,-1.303186832993172839e+00,-2.486027018489217966e+01,0.000000000000000000e+00,2.944312839945111004e-03,1.127132799323329049e-01,4.656749309472445475e+00,9.020744508060406019e+01,9.891078383752591185e-02
4.800560234558367417e-02,-9.214740967776649094e-04,-3.299949348064764448e-02,-1.327989082890582928e+00,-2.473844066995481228e+01,0.000000000000000000e+00,3.095797390258427095e-03,1.174156241891275293e-01,4.746778846895776560e+00,8.983061652773685068e+01,1.010152686000264782e-01
4.900571906111667042e-02,-9.669221421174120732e-04,-3.433998935869637947e-02,-1.352669489053659246e+00,-2.461661115501744490e+01,0.000000000000000000e+00,3.252041078934227863e-03,1.222078200329301950e-01,4.836431511784494042e+00,8.945378797486964118e+01,1.031197533625270446e-01
5.000583577664965973e-02,-1.013718750593764917e-03,-3.570510759451725469e-02,-1.377228051482400906e+00,-2.449478164008007752e+01,0.000000000000000000e+00,3.413108650167482119e-03,1.270894905472193803e-01,4.925707304138598808e+00,8.907695942200244588e+01,1.052242381250275971e-01
5.100595249218265598e-02,-1.061880548643924418e-03,-3.709472633015487714e-02,-1.401664770176808572e+00,-2.437295212514271014e+01,0.000000000000000000e+00,3.579064848153159107e-03,1.320602588154736468e-01,5.014606223958091746e+00,8.870013086913523637e+01,1.073287228875281774e-01
5.200606920771564529e-02,-1.111424162705089598e-03,-3.850872370765386077e-02,-1.425979645136882024e+00,-2.425112261020534277e+01,0.000000000000000000e+00,3.749974417086226336e-03,1.371197479211714310e-01,5.103128271242971081e+00,8.832330231626802686e+01,1.094332076500287299e-01
5.300618592324864153e-02,-1.162366219214461000e-03,-3.994697786905881953e-02,-1.450172676362621482e+00,-2.412929309526797539e+01,0.000000000000000000e+00,3.925902101161653918e-03,1.422675809477912945e-01,5.191273445993239477e+00,8.794647376340081735e+01,1.115376924125292962e-01
5.400630263878163084e-02,-1.214723344609238082e-03,-4.140936695641434656e-02,-1.474243863854026726e+00,-2.400746358033061156e+01,0.000000000000000000e+00,4.106912644574409361e-03,1.475033809788117156e-01,5.279041748208893381e+00,8.756964521053360784e+01,1.136421771750298626e-01
5.500641935431462709e-02,-1.268512165326621168e-03,-4.289576911176506274e-02,-1.498193207611097977e+00,-2.388563406539324419e+01,0.000000000000000000e+00,4.293070791519462345e-03,1.528267710977112559e-01,5.366433177889936346e+00,8.719281665766639833e+01,1.157466619375304290e-01
5.600653606984762334e-02,-1.323749307803810584e-03,-4.440606247715559590e-02,-1.522020707633835013e+00,-2.376380455045587325e+01,0.000000000000000000e+00,4.484441286191780812e-03,1.582373743879683936e-01,5.453447735036364818e+00,8.681598810479918882e+01,1.178511467000309954e-01
5.700665278538061265e-02,-1.380451398478004920e-03,-4.594012519463051142e-02,-1.545726363922237834e+00,-2.364197503551850943e+01,0.000000000000000000e+00,4.681088872786332705e-03,1.637348139330615793e-01,5.540085419648182352e+00,8.643915955193197931e+01,1.199556314625315617e-01
5.800676950091360889e-02,-1.438635063786405368e-03,-4.749783540623445793e-02,-1.569310176476306440e+00,-2.352014552058114205e+01,0.000000000000000000e+00,4.883078295498088570e-03,1.693187128164694299e-01,5.626346231725386282e+00,8.606233099906476980e+01,1.220601162250321281e-01
5.900688621644659820e-02,-1.498316930166210953e-03,-4.907907125401201470e-02,-1.592772145296040831e+00,-2.339831600564377467e+01,0.000000000000000000e+00,5.090474298522015481e-03,1.749886941216703407e-01,5.712230171267977497e+00,8.568550244619756029e+01,1.241646009875326806e-01
6.000700293197959445e-02,-1.559513624054622649e-03,-5.068371088000783037e-02,-1.616112270381441673e+00,-2.327648649070640730e+01,0.000000000000000000e+00,5.303341626053083985e-03,1.807443809321429007e-01,5.797737238275956884e+00,8.530867389333035078e+01,1.262690857500332331e-01
6.100711964751258376e-02,-1.622241771888839265e-03,-5.231163242626646337e-02,-1.639330551732507635e+00,-2.315465697576903992e+01,0.000000000000000000e+00,5.521745022286259422e-03,1.865853963313655883e-01,5.882867432749322667e+00,8.493184534046314127e+01,1.283735705125337856e-01
6.200723636304558001e-02,-1.686518000106061559e-03,-5.396271403483257623e-02,-1.662426989349240047e+00,-2.303282746083167254e+01,0.000000000000000000e+00,5.745749231416514072e-03,1.925113634028169651e-01,5.967620754688077511e+00,8.455501678759593176e+01,1.304780552750343658e-01
6.300735307857857626e-02,-1.752358935143489855e-03,-5.563683384775074819e-02,-1.685401583231638023e+00,-2.291099794589430516e+01,0.000000000000000000e+00,5.975418997638815011e-03,1.985219052299754816e-01,6.051997204092218752e+00,8.417818823472872225e+01,1.325825400375349461e-01
6.400746979411156556e-02,-1.819781203438322094e-03,-5.733387000706556547e-02,-1.708254333379701784e+00,-2.278916843095693778e+01,0.000000000000000000e+00,6.210819065148127580e-03,2.046166448963195605e-01,6.135996780961747277e+00,8.380135968186152695e+01,1.346870248000354986e-01
6.500758650964455487e-02,-1.888801431427760118e-03,-5.905370065482167669e-02,-1.730985239793431774e+00,-2.266733891601957396e+01,0.000000000000000000e+00,6.452014178139425793e-03,2.107952054853278745e-01,6.219619485296663086e+00,8.342453112899431744e+01,1.367915095625360511e-01
6.600770322517755806e-02,-1.959436245549004037e-03,-6.079620393306370274e-02,-1.753594302472827327e+00,-2.254550940108220303e+01,0.000000000000000000e+00,6.699069080807678461e-03,2.170572100804789295e-01,6.302865317096967068e+00,8.304770257612709372e+01,1.388959943250366313e-01
6.700781994071054737e-02,-2.031702272239251789e-03,-6.256125798383621595e-02,-1.776081521417888665e+00,-2.242367988614483920e+01,0.000000000000000000e+00,6.952048517347848323e-03,2.234022817652510651e-01,6.385734276362658335e+00,8.267087402325989842e+01,1.410004790875371838e-01
6.800793665624353668e-02,-2.105616137935704783e-03,-6.434874094918385801e-02,-1.798446896628616010e+00,-2.230185037120747182e+01,0.000000000000000000e+00,7.211017231954908527e-03,2.298300436231229260e-01,6.468226363093735110e+00,8.229404547039268891e+01,1.431049638500377641e-01
6.900805337177652599e-02,-2.181194469075562695e-03,-6.615853097115116654e-02,-1.820690428105008918e+00,-2.218002085627010445e+01,0.000000000000000000e+00,7.476039968823825280e-03,2.363401187375730184e-01,6.550341577290200945e+00,8.191721691752547940e+01,1.452094486125383166e-01
7.000817008730952917e-02,-2.258453892096026500e-03,-6.799050619178285959e-02,-1.842812115847068277e+00,-2.205819134133273707e+01,0.000000000000000000e+00,7.747181472149573464e-03,2.429321301920798482e-01,6.632079918952054065e+00,8.154038836465826989e+01,1.473139333750388968e-01
7.100828680284251848e-02,-2.337411033434294138e-03,-6.984454475312347477e-02,-1.864811959854792978e+00,-2.193636182639536969e+01,0.000000000000000000e+00,8.024506486127113217e-03,2.496057010701218104e-01,6.713441388079294470e+00,8.116355981179106038e+01,1.494184181375394493e-01
7.200840351837550779e-02,-2.418082519527566150e-03,-7.172052479721761908e-02,-1.886689960128184129e+00,-2.181453231145800231e+01,0.000000000000000000e+00,8.308079754951416818e-03,2.563604544551775222e-01,6.794425984671923047e+00,8.078673125892385087e+01,1.515229029000400018e-01
7.300852023390851098e-02,-2.500484976813044380e-03,-7.361832446610996894e-02,-1.908446116667240844e+00,-2.169270279652063493e+01,0.000000000000000000e+00,8.597966022817458281e-03,2.631960134307256283e-01,6.875033708729938020e+00,8.040990270605664136e+01,1.536273876625405821e-01
7.400863694944150029e-02,-2.584635031727925900e-03,-7.553782190184504808e-02,-1.930080429471963122e+00,-2.157087328158326756e+01,0.000000000000000000e+00,8.894230033920196010e-03,2.701120010802443017e-01,6.955264560253340278e+00,8.003307415318943185e+01,1.557318724250411346e-01
7.500875366497448959e-02,-2.670549310709411685e-03,-7.747889524646749126e-02,-1.951592898542351406e+00,-2.144904376664590018e+01,0.000000000000000000e+00,9.196936532454604019e-03,2.771080404872122149e-01,7.035118539242128932e+00,7.965624560032222234e+01,1.578363571875417148e-01
7.600887038050747890e-02,-2.758244440194702711e-03,-7.944142264202196102e-02,-1.972983523878405476e+00,-2.132721425170853280e+01,0.000000000000000000e+00,9.506150262615649382e-03,2.841837547351079296e-01,7.114595645696306647e+00,7.927941704745501283e+01,1.599408419500422673e-01
7.700898709604048209e-02,-2.847737046620998653e-03,-8.142528223055302272e-02,-1.994252305480126219e+00,-2.120538473677116542e+01,0.000000000000000000e+00,9.821935968598309585e-03,2.913387669074100073e-01,7.193695879615872535e+00,7.890258849458780332e+01,1.620453267125428476e-01
7.800910381157347140e-02,-2.939043756425497884e-03,-8.343035215410528338e-02,-2.015399243347511860e+00,-2.108355522183379804e+01,0.000000000000000000e+00,1.014435839459753783e-02,2.985727000875967874e-01,7.272419241000824819e+00,7.852575994172059382e+01,1.641498114750434001e-01
7.900922052710646071e-02,-3.032181196045401379e-03,-8.545651055472333613e-02,-2.036424337480563729e+00,-2.096172570689643067e+01,0.000000000000000000e+00,1.047348228480831332e-02,3.058851773591468315e-01,7.350765729851162611e+00,7.814893138885338431e+01,1.662542962375439526e-01
8.000933724263945002e-02,-3.127165991917908814e-03,-8.750363557445181573e-02,-2.057327587879281161e+00,-2.083989619195906329e+01,0.000000000000000000e+00,1.080937238342559968e-02,3.132758218055387012e-01,7.428735346166889464e+00,7.777210283598617480e+01,1.683587810000445051e-01
8.100945395817245320e-02,-3.224014770480222031e-03,-8.957160535533537082e-02,-2.078108994543664600e+00,-2.071806667702169591e+01,0.000000000000000000e+00,1.115209343464437439e-02,3.207442565102510135e-01,7.506328089948005378e+00,7.739527428311896529e+01,1.704632657625451131e-01
8.200957067370544251e-02,-3.322744158169537668e-03,-9.166029803941852516e-02,-2.098768557473714491e+00,-2.059623716208432853e+01,0.000000000000000000e+00,1.150171018265959411e-02,3.282901045567619414e-01,7.583543961194506799e+00,7.701844573025175578e+01,1.725677505250456656e-01
8.300968738923843182e-02,-3.423370781423057570e-03,-9.376959176874592738e-02,-2.119306276669429501e+00,-2.047440764714696115e+01,0.000000000000000000e+00,1.185828737166623285e-02,3.359129890285502684e-01,7.660382959906396394e+00,7.664161717738454627e+01,1.746722352875462181e-01
8.400980410477143501e-02,-3.525911266677983144e-03,-9.589936468536224001e-02,-2.139722152130810962e+00,-2.035257813220959378e+01,0.000000000000000000e+00,1.222188974585926638e-02,3.436125330090945007e-01,7.736845086083672385e+00,7.626478862451733676e+01,1.767767200500467983e-01
8.500992082030442432e-02,-3.630382240371510163e-03,-9.804949493131198679e-02,-2.160016183857857985e+00,-2.023074861727222640e+01,0.000000000000000000e+00,1.259258204943364962e-02,3.513883595818729777e-01,7.812930339726336548e+00,7.588796007165012725e+01,1.788812048125473508e-01
8.601003753583741362e-02,-3.736800328940841770e-03,-1.002198606486398302e-01,-2.180188371850570572e+00,-2.010891910233486257e+01,0.000000000000000000e+00,1.297042902658435658e-02,3.592400918303642610e-01,7.888638720834387996e+00,7.551113151878291774e+01,1.809856895750479033e-01
8.701015425137040293e-02,-3.845182158823176773e-03,-1.024103399793903496e-01,-2.200238716108949610e+00,-1.998708958739749519e+01,0.000000000000000000e+00,1.335549542150635954e-02,3.671673528380469675e-01,7.963970229407826729e+00,7.513430296591572244e+01,1.830901743375484558e-01
8.801027096690340612e-02,-3.955544356455717447e-03,-1.046208110656081935e-01,-2.220167216632994212e+00,-1.986526007246012426e+01,0.000000000000000000e+00,1.374784597839463079e-02,3.751697656883996035e-01,8.038924865446652746e+00,7.475747441304849872e+01,1.851946591000490638e-01
8.901038768243639543e-02,-4.067903548275659566e-03,-1.068511520493379552e-01,-2.239973873422704376e+00,-1.974343055752276044e+01,0.000000000000000000e+00,1.414754544144412526e-02,3.832469534649005083e-01,8.113502628950865159e+00,7.438064586018128921e+01,1.872991438625496163e-01
9.001050439796938474e-02,-4.182276360720205838e-03,-1.091012410726241721e-01,-2.259658686478080547e+00,-1.962160104258539306e+01,0.000000000000000000e+00,1.455465855484982043e-02,3.913985392510282990e-01,8.187703519920466633e+00,7.400381730731409391e+01,1.894036286250501688e-01
9.101062111350238792e-02,-4.298679420226556372e-03,-1.113709562775116180e-01,-2.279221655799123170e+00,-1.949977152764802568e+01,0.000000000000000000e+00,1.496925006280669206e-02,3.996241461302616482e-01,8.261527538355455391e+00,7.362698875444687019e+01,1.915081133875507491e-01
9.201073782903537723e-02,-4.417129353231909542e-03,-1.136601758060447193e-01,-2.298662781385830911e+00,-1.937794201271065830e+01,0.000000000000000000e+00,1.539138470950969333e-02,4.079233971860787844e-01,8.334974684255831434e+00,7.325016020157967489e+01,1.936125981500513016e-01
9.301085454456836654e-02,-4.537642786173465455e-03,-1.159687778002681663e-01,-2.317982063238205104e+00,-1.925611249777329093e+01,0.000000000000000000e+00,1.582112723915380173e-02,4.162959155019582691e-01,8.408044957621592985e+00,7.287333164871246538e+01,1.957170829125518541e-01
9.401097126010135585e-02,-4.660236345488424220e-03,-1.182966404022265938e-01,-2.337179501356244415e+00,-1.913428298283592710e+01,0.000000000000000000e+00,1.625854239593398087e-02,4.247413241613787194e-01,8.480738358452743597e+00,7.249650309584525587e+01,1.978215676750524343e-01
9.501108797563435904e-02,-4.784926657613989415e-03,-1.206436417539646366e-01,-2.356255095739950178e+00,-1.901245346789855617e+01,0.000000000000000000e+00,1.670369492404521344e-02,4.332592462478187523e-01,8.553054886749283270e+00,7.211967454297804636e+01,1.999260524375530146e-01
9.601120469116734835e-02,-4.911730348987354208e-03,-1.230096599975268046e-01,-2.375208846389321948e+00,-1.889062395296119234e+01,0.000000000000000000e+00,1.715664956768244570e-02,4.418493048447564298e-01,8.624994542511208451e+00,7.174284599011083685e+01,2.020305372000535671e-01
9.701132140670033766e-02,-5.040664046045723046e-03,-1.253945732749577324e-01,-2.394040753304358837e+00,-1.876879443802382497e+01,0.000000000000000000e+00,1.761747107104066207e-02,4.505111230356706464e-01,8.696557325738520916e+00,7.136601743724362734e+01,2.041350219625541196e-01
9.801143812223334084e-02,-5.171744375226296903e-03,-1.277982597283021104e-01,-2.412750816485062622e+00,-1.864696492308645759e+01,0.000000000000000000e+00,1.808622417831483309e-02,4.592443239040399083e-01,8.767743236431220666e+00,7.098918888437641783e+01,2.062395067250546998e-01
9.901155483776633015e-02,-5.304987962966271550e-03,-1.302205974996044624e-01,-2.431339035931431525e+00,-1.852513540814909021e+01,0.000000000000000000e+00,1.856297363369991543e-02,4.680485305333426660e-01,8.838552274589307700e+00,7.061236033150920832e+01,2.083439914875552523e-01
1.000116715532993195e-01,-5.440411435702848832e-03,-1.326614647309094508e-01,-2.449805411643466435e+00,-1.840330589321172283e+01,0.000000000000000000e+00,1.904778418139088658e-02,4.769233660070573144e-01,8.908984440212783795e+00,7.023553177864201302e+01,2.104484762500558048e-01
1.010117882688323088e-01,-5.578031419873229722e-03,-1.351207395642616271e-01,-2.468149943621167353e+00,-1.828147637827435545e+01,0.000000000000000000e+00,1.954072056558271014e-02,4.858684534086625262e-01,8.979039733301645398e+00,6.985870322577480351e+01,2.125529610125563851e-01
