time,shoulder_pos,shoulder_vel,shoulder_acc,shoulder_jerk,shoulder_torque,elbow_pos,elbow_vel,elbow_acc,elbow_jerk,elbow_torque
1.410212710164458594e+00,2.312715439100918730e-02,1.739486736980426329e+00,-2.273399814490741022e+00,-2.351989814548667823e+01,1.283097365637541898e-01,1.729383789977532171e+00,-2.818671881832977899e+00,-1.916433907442952744e+01,2.601446067750578806e+01,2.007796410540916288e-01
1.411212861022731246e+00,2.487434582030263047e-02,1.737201272656203388e+00,-2.296797432945214545e+00,-2.326828037966633644e+01,1.276638573926757725e-01,1.726550972427532082e+00,-2.837826121083479425e+00,-1.913838137644259874e+01,2.589310461072402703e+01,2.008269091365237069e-01
1.412213011881003899e+00,2.661864941528444689e-02,1.734892533030645723e+00,-2.319943395675244879e+00,-2.301666261384598755e+01,1.270179782215973552e-01,1.723699295446109891e+00,-2.856954459416402692e+00,-1.911254505283000782e+01,2.577174854394226600e+01,2.008741772189557850e-01
1.413213162739276552e+00,2.836001919762508316e-02,1.732560769797442113e+00,-2.342837702680833800e+00,-2.276504484802564576e+01,1.263720990505189379e-01,1.720828795886141238e+00,-2.876057018224432937e+00,-1.908683010359177601e+01,2.565039247716050852e+01,2.009214453013878632e-01
1.414213313597549204e+00,3.009840918899474999e-02,1.730206234650282004e+00,-2.365480353961982196e+00,-2.251342708220530398e+01,1.257262198794405206e-01,1.717939510600501984e+00,-2.895133918900254066e+00,-1.906123652872788554e+01,2.552903641037874749e+01,2.009687133838199413e-01
1.415213464455821857e+00,3.183377341106398417e-02,1.727829179282854177e+00,-2.387871349518686515e+00,-2.226180931638495508e+01,1.250803407083621033e-01,1.715031476442067770e+00,-2.914185282836551316e+00,-1.903576432823834708e+01,2.540768034359698646e+01,2.010159814662520195e-01
1.416213615314094509e+00,3.356606588550304499e-02,1.725429855388846967e+00,-2.410010689350950308e+00,-2.201019155056461329e+01,1.244344615372837137e-01,1.712104730263715124e+00,-2.933211231426009480e+00,-1.901041350212315351e+01,2.528632427681522543e+01,2.010632495486840976e-01
1.417213766172367162e+00,3.529524063398224026e-02,1.723008514661949597e+00,-2.431898373458772689e+00,-2.175857378474427151e+01,1.237885823662052964e-01,1.709159308918318798e+00,-2.952211886061312907e+00,-1.898518405038231194e+01,2.516496821003346440e+01,2.011105176311161757e-01
1.418213917030639815e+00,3.702125167817207907e-02,1.720565408795849738e+00,-2.453534401842151880e+00,-2.150695601892392261e+01,1.231427031951268791e-01,1.706195249258755542e+00,-2.971187368135146833e+00,-1.896007597301581882e+01,2.504361214325170693e+01,2.011577857135482539e-01
1.419214067888912467e+00,3.874405303974277209e-02,1.718100789484237279e+00,-2.474918774501089658e+00,-2.125533825310358083e+01,1.224968240240484618e-01,1.703212588137900774e+00,-2.990137799040194277e+00,-1.893508927002366704e+01,2.492225607646994590e+01,2.012050537959803320e-01
1.420214218747185120e+00,4.046359874036477289e-02,1.715614908420801221e+00,-2.496051491435586911e+00,-2.100372048728323904e+01,1.218509448529700445e-01,1.700211362408630578e+00,-3.009063300169141808e+00,-1.891022394140587437e+01,2.480090000968818487e+01,2.012523218784124102e-01
1.421214369605457772e+00,4.217984280170845868e-02,1.713108017299229902e+00,-2.516932552645640087e+00,-2.075210272146289014e+01,1.212050656818916272e-01,1.697191608923820150e+00,-3.027963992914672442e+00,-1.888547998716242304e+01,2.467954394290642384e+01,2.012995899608444605e-01
1.422214520463730425e+00,4.389273924544408179e-02,1.710580367813212099e+00,-2.537561958131252737e+00,-2.050048495564254836e+01,1.205591865108132099e-01,1.694153364536346240e+00,-3.046839998669472749e+00,-1.886085740729332372e+01,2.455818787612466281e+01,2.013468580432765387e-01
1.423214671322003078e+00,4.560238806402935191e-02,1.708036272093917063e+00,-2.543744305959749763e+00,4.515925520449898478e+00,1.198146722029122674e-01,1.691096381688244499e+00,-3.065700564352308977e+00,-1.886826327114000179e+01,-3.124800347915449095e+01,2.009304358037511395e-01
1.424214822180275730e+00,4.730942983161815635e-02,1.705494401798557824e+00,-2.539230364583366484e+00,4.510595506945712430e+00,1.189961815421987923e-01,1.688019387508552294e+00,-3.084587238913496510e+00,-1.889932443851847665e+01,-3.086496102326042745e+01,2.001662458218380070e-01
1.425214973038548383e+00,4.901394910669702037e-02,1.702957043459729647e+00,-2.534721754024564344e+00,4.505265493441527269e+00,1.181776908814853172e-01,1.684922230370508478e+00,-3.103504787748879057e+00,-1.893000250565593490e+01,-3.048191856736636751e+01,1.994020558399248744e-01
1.426215123896821257e+00,5.071594986849765896e-02,1.700424191745810054e+00,-2.530218474283342012e+00,4.499935479937340332e+00,1.173592002207716617e-01,1.681804917728495274e+00,-3.122452827700426869e+00,-1.896029747255238007e+01,-3.009887611147222231e+01,1.986378658580115475e-01
1.427215274755093910e+00,5.241543609625066991e-02,1.697895841325178123e+00,-2.525720525359701707e+00,4.494605466433154284e+00,1.165407095600581866e-01,1.678667457036897126e+00,-3.141430975610095100e+00,-1.899020933920780507e+01,-2.971583365557815881e+01,1.978736758760984149e-01
1.428215425613366563e+00,5.411241176918776125e-02,1.695371986866211822e+00,-2.521227907253642098e+00,4.489275452928969123e+00,1.157222188993447115e-01,1.675509855750096033e+00,-3.160438848319853555e+00,-1.901973810562220990e+01,-2.933279119968409887e+01,1.971094858941852546e-01
1.429215576471639215e+00,5.580688086654030100e-02,1.692852623037289561e+00,-2.516740619965163184e+00,4.483945439424783075e+00,1.149037282386312364e-01,1.672332121322475773e+00,-3.179476062671667602e+00,-1.904888377179559455e+01,-2.894974874379003893e+01,1.963452959122721220e-01
1.430215727329911868e+00,5.749884736753962944e-02,1.690337744506789086e+00,-2.512258663494264965e+00,4.478615425920597914e+00,1.140852375779177613e-01,1.669134261208418346e+00,-3.198542235507503495e+00,-1.907764633772796614e+01,-2.856670628789597544e+01,1.955811059303589616e-01
1.431215878188184520e+00,5.918831525141710070e-02,1.687827345943088808e+00,-2.507782037840947886e+00,4.473285412416411866e+00,1.132667469172042862e-01,1.665916282862307529e+00,-3.217636983669324824e+00,-1.910602580341931755e+01,-2.818366383200191549e+01,1.948169159484458290e-01
1.432216029046457173e+00,6.087528849740406894e-02,1.685321422014567139e+00,-2.503310743005211503e+00,4.467955398912225817e+00,1.124482562564908111e-01,1.662678193738526211e+00,-3.236759923999096955e+00,-1.913402216886965590e+01,-2.780062137610785555e+01,1.940527259665326687e-01
1.433216179904729826e+00,6.255977108473186055e-02,1.682819967389601823e+00,-2.498844778987055815e+00,4.462625385408040657e+00,1.116297655957773360e-01,1.659420001291456837e+00,-3.255910673338785255e+00,-1.916163543407897407e+01,-2.741757892021379206e+01,1.932885359846195361e-01
1.434216330763002478e+00,6.424176699263184354e-02,1.680322976736571716e+00,-2.494384145786480822e+00,4.457295371903854608e+00,1.108112749350638609e-01,1.656141712975483182e+00,-3.275088848530355534e+00,-1.918886559904727562e+01,-2.703453646431973212e+01,1.925243460027064035e-01
1.435216481621275131e+00,6.592128020033535818e-02,1.677830444723854564e+00,-2.489928843403486969e+00,4.451965358399669448e+00,1.099927842743503859e-01,1.652843336244987915e+00,-3.294294066415772271e+00,-1.921571266377456055e+01,-2.665149400842567218e+01,1.917601560207932432e-01
1.436216632479547783e+00,6.759831468707375168e-02,1.675342366019828777e+00,-2.485478871838074255e+00,4.446635344895483399e+00,1.091742936136369108e-01,1.649524878554353702e+00,-3.313525943837000387e+00,-1.924217662826082531e+01,-2.626845155253161224e+01,1.909959660388801106e-01
1.437216783337820436e+00,6.927287443207838513e-02,1.672858735292872545e+00,-2.481034231090241793e+00,4.441305331391298239e+00,1.083558029529234357e-01,1.646186347357963875e+00,-3.332784097636005249e+00,-1.926825749250607700e+01,-2.588540909663754874e+01,1.902317760569669503e-01
1.438216934196093089e+00,7.094496341458059185e-02,1.670379547211364057e+00,-2.476594921159990026e+00,4.435975317887112190e+00,1.075373122922099606e-01,1.642827750110201768e+00,-3.352068144654752224e+00,-1.929395525651030852e+01,-2.550236664074348880e+01,1.894675860750538177e-01
1.439217085054365741e+00,7.261458561381173293e-02,1.667904796443681503e+00,-2.472160942047319843e+00,4.430645304382927030e+00,1.067188216314964855e-01,1.639449094265450046e+00,-3.371377701735205790e+00,-1.931926992027352341e+01,-2.511932418484942886e+01,1.887033960931406851e-01
1.440217235912638394e+00,7.428174500900312782e-02,1.665434477658203294e+00,-2.467732293752229467e+00,4.425315290878740981e+00,1.059003309707830104e-01,1.636050387278091378e+00,-3.390712385719332200e+00,-1.934420148379572169e+01,-2.473628172895536892e+01,1.879392061112275247e-01
1.441217386770911046e+00,7.594644557938617924e-02,1.662968585523307397e+00,-2.463308976274720674e+00,4.419985277374554933e+00,1.050818403100695353e-01,1.632631636602509317e+00,-3.410071813449095934e+00,-1.936874994707689979e+01,-2.435323927306130543e+01,1.871750161293143921e-01
1.442217537629183699e+00,7.760869130419217887e-02,1.660507114707372445e+00,-2.458890989614792133e+00,4.414655263870369772e+00,1.042633496493560602e-01,1.629192849693086531e+00,-3.429455601766462358e+00,-1.939291531011706482e+01,-2.397019681716724548e+01,1.864108261474012318e-01
1.443217688487456574e+00,7.926848616265287639e-02,1.658050059878775517e+00,-2.454478333772443843e+00,4.409325250366182836e+00,1.034448589886424047e-01,1.625734034004205464e+00,-3.448863367513400391e+00,-1.941669757291621323e+01,-2.358715436127310028e+01,1.856466361654879327e-01
1.444217839345729226e+00,8.092583413399888348e-02,1.655597415705896136e+00,-2.450071008747677137e+00,4.403995236861996787e+00,1.026263683279289296e-01,1.622255196990250559e+00,-3.468294727531866961e+00,-1.944009673547434147e+01,-2.320411190537903678e+01,1.848824461835747723e-01
1.445217990204001879e+00,8.258073919746189429e-02,1.653149176857112268e+00,-2.445669014540491570e+00,4.398665223357811627e+00,1.018078776672154545e-01,1.618756346105604260e+00,-3.487749298663831432e+00,-1.946311279779145309e+01,-2.282106944948497684e+01,1.841182562016616397e-01
1.446218141062274531e+00,8.423320533227328377e-02,1.650705338000801881e+00,-2.441272351150886699e+00,4.393335209853625578e+00,1.009893870065019794e-01,1.615237488804649013e+00,-3.507226697751258726e+00,-1.948574575986754454e+01,-2.243802699359091690e+01,1.833540662197484794e-01
1.447218291920547184e+00,8.588323651766438527e-02,1.648265893805343385e+00,-2.436881018578862079e+00,4.388005196349440418e+00,1.001708963457885043e-01,1.611698632541768594e+00,-3.526726541636114653e+00,-1.950799562170262291e+01,-2.205498453769685341e+01,1.825898762378353468e-01
1.448218442778819837e+00,8.753083673286653210e-02,1.645830838939114749e+00,-2.432495016824419043e+00,4.382675182845254369e+00,9.935240568507502923e-02,1.608139784771345449e+00,-3.546248447160364137e+00,-1.952986238329668467e+01,-2.167194208180279347e+01,1.818256862559222142e-01
1.449218593637092489e+00,8.917600995711111311e-02,1.643400168070494161e+00,-2.428114345887556258e+00,4.377345169341069209e+00,9.853391502436155414e-02,1.604560952947762686e+00,-3.565792031165971654e+00,-1.955134604464972270e+01,-2.128889962590873353e+01,1.810614962740090539e-01
1.450218744495365142e+00,9.081876016962944775e-02,1.640973875867860254e+00,-2.423739005768274613e+00,4.372015155836883160e+00,9.771542436364807904e-02,1.600962144525403197e+00,-3.585356910494903460e+00,-1.957244660576174766e+01,-2.090585717001467003e+01,1.802973062920959213e-01
1.451218895353637794e+00,9.245909134965289711e-02,1.638551956999590775e+00,-2.419368996466574107e+00,4.366685142332697112e+00,9.689693370293460395e-02,1.597343366958650313e+00,-3.604942701989123588e+00,-1.959316406663275600e+01,-2.052281471412061009e+01,1.795331163101827610e-01
1.452219046211910447e+00,9.409700747641279450e-02,1.636134406134064356e+00,-2.415004317982453852e+00,4.361355128828511951e+00,9.607844304222112886e-02,1.593704627701886700e+00,-3.624549022490597405e+00,-1.961349842726274417e+01,-2.013977225822655015e+01,1.787689263282696284e-01
1.453219197070183100e+00,9.573251252914048715e-02,1.633721217939659187e+00,-2.410644970315914737e+00,4.356025115324325903e+00,9.525995238150765376e-02,1.590045934209495693e+00,-3.644175488841290278e+00,-1.963344968765171572e+01,-1.975672980233248666e+01,1.780047363463564958e-01
1.454219347928455752e+00,9.736561048706737775e-02,1.631312387084752791e+00,-2.406290953466956317e+00,4.350695101820140742e+00,9.444146172079417867e-02,1.586367293935860401e+00,-3.663821717883168461e+00,-1.965301784779967420e+01,-1.937368734643842672e+01,1.772405463644433354e-01
1.455219498786728405e+00,9.899630532942473027e-02,1.628907908237724245e+00,-2.401942267435578593e+00,4.345365088315954694e+00,9.362297106008071745e-02,1.582668714335363269e+00,-3.683487326458194655e+00,-1.967220290770661251e+01,-1.899064489054436677e+01,1.764763563825302028e-01
1.456219649645001057e+00,1.006246010354439474e-01,1.626507776066951516e+00,-2.397598912221781564e+00,4.340035074811769533e+00,9.280448039936722848e-02,1.578950202862387631e+00,-3.703171931408336448e+00,-1.969100486737253064e+01,-1.860760243465030328e+01,1.757121664006170425e-01
1.457219800503273710e+00,1.022505015843563625e-01,1.624111985240812794e+00,-2.393260887825565675e+00,4.334705061307583485e+00,9.198598973865376727e-02,1.575211766971316374e+00,-3.722875149575556986e+00,-1.970942372679743215e+01,-1.822455997875624334e+01,1.749479764187039099e-01
1.458219951361546363e+00,1.038740109553933089e-01,1.621720530427686047e+00,-2.388928194246930481e+00,4.329375047803397436e+00,9.116749907794027830e-02,1.571453414116532832e+00,-3.742596597801822966e+00,-1.972745948598132060e+01,-1.784151752286218340e+01,1.741837864367907496e-01
1.459220102219819015e+00,1.054951331277861892e-01,1.619333406295949906e+00,-2.384600831485876427e+00,4.324045034299212276e+00,9.034900841722681708e-02,1.567675151752419671e+00,-3.762335892929098868e+00,-1.974511214492418532e+01,-1.745847506696811990e+01,1.734195964548776170e-01
1.460220253078091890e+00,1.071138720807666561e-01,1.616950607513981675e+00,-2.380278799542401735e+00,4.318715020795025339e+00,8.953051775651316158e-02,1.563876987333359114e+00,-3.782092651799353611e+00,-1.976238170362604052e+01,-1.707543261107397825e+01,1.726554064729642901e-01
1.461220403936364542e+00,1.087302317935653490e-01,1.614572128750161095e+00,-2.375962098416509072e+00,4.313385007290839290e+00,8.871202709579967260e-02,1.560058928313735827e+00,-3.801866491254545011e+00,-1.977926816208687910e+01,-1.669239015517991476e+01,1.718912164910511575e-01
1.462220554794637195e+00,1.103442162454140035e-01,1.612197964672865469e+00,-2.371650728108196660e+00,4.308054993786654130e+00,8.789353643508621139e-02,1.556220982147932030e+00,-3.821657028136641099e+00,-1.979577152030669396e+01,-1.630934769928585126e+01,1.711270265091380249e-01
1.463220705652909848e+00,1.119558294155439115e-01,1.609828109950472985e+00,-2.367344688617465831e+00,4.302724980282468081e+00,8.707504577437272242e-02,1.552363156290330837e+00,-3.841463879287608130e+00,-1.981189177828549219e+01,-1.592630524339179310e+01,1.703628365272248646e-01
1.464220856511182500e+00,1.135650752831865035e-01,1.607462559251362055e+00,-2.363043979944315254e+00,4.297394966778282921e+00,8.625655511365926120e-02,1.548485458195315356e+00,-3.861286661549410582e+00,-1.982762893602327381e+01,-1.554326278749773138e+01,1.695986465453117320e-01
1.465221007369455153e+00,1.151719578275730432e-01,1.605101307243910869e+00,-2.358748602088746260e+00,4.292064953274096872e+00,8.543806445294577223e-02,1.544587895317268034e+00,-3.881124991764014265e+00,-1.984298299352003880e+01,-1.516022033160367144e+01,1.688344565633985717e-01
1.466221158227727805e+00,1.167764810279349336e-01,1.602744348596497836e+00,-2.354458555050757518e+00,4.286734939769911712e+00,8.461957379223231102e-02,1.540670475110572202e+00,-3.900978486773383214e+00,-1.985795395077578718e+01,-1.477717787570961150e+01,1.680702665814854391e-01
1.467221309086000458e+00,1.183786488635035355e-01,1.600391677977500926e+00,-2.350173838830349471e+00,4.281404926265725663e+00,8.380108313151882204e-02,1.536733205029611415e+00,-3.920846763419483239e+00,-1.987254180779051538e+01,-1.439413541981554800e+01,1.673060765995723065e-01
1.468221459944273111e+00,1.199784653135101270e-01,1.598043290055298327e+00,-2.345894453427522564e+00,4.276074912761540503e+00,8.298259247080536083e-02,1.532776092528767453e+00,-3.940729438544279706e+00,-1.988674656456423051e+01,-1.401109296392148806e+01,1.665418866176591461e-01
1.469221610802545763e+00,1.215759343571861245e-01,1.595699179498268672e+00,-2.341620398842276796e+00,4.270744899257354454e+00,8.216410181009187186e-02,1.528799145062424314e+00,-3.960626128989737538e+00,-1.990056822109692547e+01,-1.362805050802742812e+01,1.657776966357459858e-01
1.470221761660818416e+00,1.231710599737628475e-01,1.593359340974789262e+00,-2.337351675074610835e+00,4.265414885753168406e+00,8.134561114937841064e-02,1.524802370084964886e+00,-3.980536451597822101e+00,-1.991400677738860381e+01,-1.324500805213336463e+01,1.650135066538328532e-01
1.471221912519091068e+00,1.247638461424716294e-01,1.591023769153239398e+00,-2.333088282124526458e+00,4.260084872248983245e+00,8.052712048866492167e-02,1.520785775050771838e+00,-4.000460023210497873e+00,-1.992706223343926197e+01,-1.286196559623930469e+01,1.642493166719197206e-01
1.472222063377363721e+00,1.263542968425438728e-01,1.588692458701997046e+00,-2.328830219992022332e+00,4.254754858744797197e+00,7.970862982795146046e-02,1.516749367414228278e+00,-4.020396460669730665e+00,-1.993973458924890707e+01,-1.247892314034524475e+01,1.634851266900065603e-01
1.473222214235636374e+00,1.279424160532108556e-01,1.586365404289439507e+00,-2.324577488677099790e+00,4.249424845240612036e+00,7.889013916723797148e-02,1.512693154629717540e+00,-4.040345380817485399e+00,-1.995202384481753199e+01,-1.209588068445118125e+01,1.627209367080934277e-01
1.474222365093909026e+00,1.295282077537039944e-01,1.584042600583946303e+00,-2.320330088179757944e+00,4.244094831736425988e+00,7.807164850652451027e-02,1.508617144151621847e+00,-4.060306400495726109e+00,-1.996393000014514030e+01,-1.171283822855712131e+01,1.619567467261802673e-01
1.475222515952181679e+00,1.311116759232545670e-01,1.581724042253894735e+00,-2.316088018499996348e+00,4.238764818232240827e+00,7.725315784581103518e-02,1.504521343434325198e+00,-4.080279136546420382e+00,-1.997545305523173198e+01,-1.132979577266306137e+01,1.611925567442671348e-01
1.476222666810454331e+00,1.326928245410939899e-01,1.579409723967663215e+00,-2.311851279637815892e+00,4.233434804728054779e+00,7.643466718509756008e-02,1.500405759932210037e+00,-4.100263205811533140e+00,-1.998659301007730704e+01,-1.094675331676899788e+01,1.604283667623540022e-01
1.477222817668727206e+00,1.342716575864539574e-01,1.577099640393629931e+00,-2.307619871593215244e+00,4.228104791223867842e+00,7.561617652438390458e-02,1.496270401099658365e+00,-4.120258225133030194e+00,-1.999734986468186548e+01,-1.056371086087485267e+01,1.596641767804406753e-01
1.478222968526999859e+00,1.358481790385650534e-01,1.574793786200173740e+00,-2.303393794366196179e+00,4.222774777719682682e+00,7.479768586367042948e-02,1.492115274391055069e+00,-4.140263811352872025e+00,-2.000772361904540730e+01,-1.018066840498079273e+01,1.588999867985275427e-01
1.479223119385272511e+00,1.374223928766589997e-01,1.572492156055672163e+00,-2.299173047956758698e+00,4.217444764215496633e+00,7.397919520295695439e-02,1.487940387260782593e+00,-4.160279581313026220e+00,-2.001771427316792895e+01,-9.797625949086732788e+00,1.581357968166143824e-01
1.480223270243545164e+00,1.389943030799671853e-01,1.570194744628503836e+00,-2.294957632364901023e+00,4.212114750711310585e+00,7.316070454224347930e-02,1.483745747163223605e+00,-4.180305151855458590e+00,-2.002732182704943042e+01,-9.414583493192669295e+00,1.573716068347012498e-01
1.481223421101817816e+00,1.405639136277209433e-01,1.567901546587046724e+00,-2.290747547590624933e+00,4.206784737207125424e+00,7.234221388153000420e-02,1.479531361552760993e+00,-4.200340139822133168e+00,-2.003654628068991883e+01,-9.031541037298609353e+00,1.566074168527881172e-01
1.482223571960090469e+00,1.421312284991516073e-01,1.565612556599678795e+00,-2.286542793633929094e+00,4.201454723702939376e+00,7.152372322081652911e-02,1.475297237883778312e+00,-4.220384162055016652e+00,-2.004538763408939417e+01,-8.648498581404549412e+00,1.558432268708749568e-01
1.483223722818363122e+00,1.436962516734905104e-01,1.563327769334779127e+00,-2.282343370494814394e+00,4.196124710198754215e+00,7.070523256010305402e-02,1.471043383610658006e+00,-4.240436835396073079e+00,-2.005384588724784578e+01,-8.265456125510485919e+00,1.550790368889617965e-01
1.484223873676635774e+00,1.452589871299690139e-01,1.561047179460725021e+00,-2.278149278173280390e+00,4.190794696694568167e+00,6.988674189938957892e-02,1.466769806187783631e+00,-4.260497776687269145e+00,-2.006192104016528077e+01,-7.882413669616425977e+00,1.543148469070486639e-01
1.485224024534908427e+00,1.468194388478185064e-01,1.558770781645895553e+00,-2.273960516669327081e+00,4.185464683190383006e+00,6.906825123867610383e-02,1.462476513069537409e+00,-4.280566602770567108e+00,-2.006961309284169914e+01,-7.499371213722366036e+00,1.535506569251355313e-01
1.486224175393181079e+00,1.483776108062702936e-01,1.556498570558668026e+00,-2.269777085982954912e+00,4.180134669686196958e+00,6.824976057796262874e-02,1.458163511710303117e+00,-4.300642930487935445e+00,-2.007692204527709734e+01,-7.116328757828302543e+00,1.527864669432223710e-01
1.487224326251453732e+00,1.499335069845557367e-01,1.554230540867421295e+00,-2.265598986114162994e+00,4.174804656182011797e+00,6.743126991724915364e-02,1.453830809564463422e+00,-4.320726376681336411e+00,-2.008384789747148247e+01,-6.733286301934242601e+00,1.520222769613092384e-01
1.488224477109726385e+00,1.514871313619061688e-01,1.551966687240533327e+00,-2.261426217062952659e+00,4.169474642677825749e+00,6.661277925653567855e-02,1.449478414086401212e+00,-4.340816558192737595e+00,-2.009039064942484742e+01,-6.350243846040182660e+00,1.512580869793960781e-01
1.489224627967999037e+00,1.530384879175529789e-01,1.549707004346382311e+00,-2.257258778829323020e+00,4.164144629173639700e+00,6.579428859582220346e-02,1.445106332730499599e+00,-4.360913091864102142e+00,-2.009655030113719576e+01,-5.967201390146119167e+00,1.504938969974829455e-01
1.490224778826271690e+00,1.545875806307274447e-01,1.547451486853346658e+00,-2.253096671413273633e+00,4.158814615669454540e+00,6.497579793510872836e-02,1.440714572951141692e+00,-4.381015594537395863e+00,-2.010232685260853103e+01,-5.584158934252059225e+00,1.497297070155698129e-01
1.491224929684544342e+00,1.561344134806609829e-01,1.545200129429804781e+00,-2.248939894814805385e+00,4.153484602165268491e+00,6.415730727439525327e-02,1.436303142202710603e+00,-4.401123683054584568e+00,-2.010772030383884612e+01,-5.201116478357999284e+00,1.489655170336566525e-01
1.492225080542816995e+00,1.576789904465849268e-01,1.542952926744133979e+00,-2.244788449033917832e+00,4.148154588661083331e+00,6.333881661368177818e-02,1.431872047939588777e+00,-4.421236974257633179e+00,-2.011273065482814104e+01,-4.818074022463939343e+00,1.482013270517435199e-01
1.493225231401089648e+00,1.592213155077306097e-01,1.540709873464713775e+00,-2.240642334070611419e+00,4.142824575156897282e+00,6.252032595296830308e-02,1.427421297616159768e+00,-4.441355084988506619e+00,-2.011735790557641934e+01,-4.435031566569875849e+00,1.474371370698303596e-01
1.494225382259362522e+00,1.607613926433296980e-01,1.538470964259921026e+00,-2.236501549924884813e+00,4.137494561652710345e+00,6.170183529225464758e-02,1.422950898686805354e+00,-4.461477632089173362e+00,-2.012160205608368457e+01,-4.051989110675730643e+00,1.466729470879170605e-01
1.495225533117635175e+00,1.622992258326129145e-01,1.536236193798135030e+00,-2.232366096596739791e+00,4.132164548148525185e+00,6.088334463154117249e-02,1.418460858605910646e+00,-4.481604232401591226e+00,-2.012546310634992963e+01,-3.668946654781670702e+00,1.459087571060039279e-01
1.496225683975907828e+00,1.638348190548118977e-01,1.534005556747733534e+00,-2.228235974086175464e+00,4.126834534644339136e+00,6.006485397082769739e-02,1.413951184827857643e+00,-4.501734502767728685e+00,-2.012894105637515452e+01,-3.285904198887607208e+00,1.451445671240907676e-01
1.497225834834180480e+00,1.653681762891580365e-01,1.531779047777095171e+00,-2.224111182393191832e+00,4.121504521140153088e+00,5.924636331011422230e-02,1.409421884807029457e+00,-4.521868060029552439e+00,-2.013203590615936989e+01,-2.902861742993547267e+00,1.443803771421776072e-01
1.498225985692453133e+00,1.668993015148826919e-01,1.529556661554597685e+00,-2.219991721517789784e+00,4.116174507635967927e+00,5.842787264940074721e-02,1.404872965997808532e+00,-4.542004521029026520e+00,-2.013474765570256153e+01,-2.519819287099487326e+00,1.436161871602644746e-01
1.499226136550725785e+00,1.684281987112171419e-01,1.527338392748619711e+00,-2.215877591459967988e+00,4.110844494131781879e+00,5.760938198868727211e-02,1.400304435854578644e+00,-4.562143502608115853e+00,-2.013707630500473655e+01,-2.136776831205423832e+00,1.428519971783513420e-01
1.500226287408998438e+00,1.699548718573927752e-01,1.525124236027538993e+00,-2.211768792219726887e+00,4.105514480627596718e+00,5.679089132797379702e-02,1.395716301831722239e+00,-4.582284621608786246e+00,-2.013902185406589496e+01,-1.753734375311363891e+00,1.420878071964381817e-01
1.501226438267271091e+00,1.714793249326409252e-01,1.522914186059733721e+00,-2.207665323797066925e+00,4.100184467123410670e+00,5.597240066726032193e-02,1.391108571383622650e+00,-4.602427494873002622e+00,-2.014058430288603674e+01,-1.370691919417303950e+00,1.413236172145250491e-01
1.502226589125543743e+00,1.730015619161930085e-01,1.520708237513582972e+00,-2.203567186191987659e+00,4.094854453619225509e+00,5.515391000654684683e-02,1.386481251964662764e+00,-4.622571739242729905e+00,-2.014176365146515835e+01,-9.876494635232440089e-01,1.405594272326118888e-01
1.503226739983816396e+00,1.745215867872803028e-01,1.518506385057463826e+00,-2.199474379404489088e+00,4.089524440115039461e+00,5.433541934583337174e-02,1.381834351029225250e+00,-4.642716971559933015e+00,-2.014255989980326689e+01,-6.046070076291805151e-01,1.397952372506987562e-01
1.504226890842089048e+00,1.760394035251341416e-01,1.516308623359755359e+00,-2.195386903434571657e+00,4.084194426610854300e+00,5.351692868511989665e-02,1.377167876031693883e+00,-4.662862808666578651e+00,-2.014297304790035525e+01,-2.215645517351205740e-01,1.390310472687856236e-01
1.505227041700361701e+00,1.775550161089859413e-01,1.514114947088835317e+00,-2.191304758282234477e+00,4.078864413106668252e+00,5.269843802440642155e-02,1.372481834426450664e+00,-4.683008867404629072e+00,-2.014300309575643055e+01,1.614779041589393671e-01,1.382668572868724632e-01
1.506227192558634354e+00,1.790684285180669799e-01,1.511925350913082111e+00,-2.187227943947478881e+00,4.073534399602482203e+00,5.187994736369294646e-02,1.367776233667879593e+00,-4.703154764616050976e+00,-2.014265004337148213e+01,5.445203600529993082e-01,1.375026673049593307e-01
1.507227343416907006e+00,1.805796447316086462e-01,1.509739829500873931e+00,-2.183156460430303092e+00,4.068204386098297043e+00,5.106145670297947137e-02,1.363051081210363114e+00,-4.723300117142811061e+00,-2.014191389074552063e+01,9.275628159470628020e-01,1.367384773230461703e-01
1.508227494275179659e+00,1.820886687288423567e-01,1.507558377520589188e+00,-2.179090307730708886e+00,4.062874372594110994e+00,5.024296604226599627e-02,1.358306384508284337e+00,-4.743444541826874250e+00,-2.014079463787853896e+01,1.310605271841126296e+00,1.359742873411330377e-01
1.509227645133452311e+00,1.835955044889992782e-01,1.505380989640605849e+00,-2.175029485848695820e+00,4.057544359089925834e+00,4.942447538155252118e-02,1.353542151016026374e+00,-4.763587655510201024e+00,-2.013929228477054068e+01,1.693647727735182684e+00,1.352100973592199051e-01
1.510227795991724964e+00,1.851001559913109384e-01,1.503207660529302325e+00,-2.170973994784262562e+00,4.052214345585739785e+00,4.860598472083904609e-02,1.348758388187972113e+00,-4.783729075034762523e+00,-2.013740683142152577e+01,2.076690183629246178e+00,1.344459073773067448e-01
1.511227946849997839e+00,1.866026272150089205e-01,1.501038384855055918e+00,-2.166923834537409999e+00,4.046884332081552849e+00,4.778749406012539058e-02,1.343955103478503332e+00,-4.803868417242525446e+00,-2.013513827783149779e+01,2.459732639523394937e+00,1.336817173953934179e-01
